from,p_from,to,p_to,expected,obs,o_minus_e,perm_lo,perm_hi,outside_null
South-Eastern Asia,0.001315585822628076,Southern Asia,0.007622659031109735,0.259170407057731,0,-0.259170407057731,-0.259170407057731,1.740829592942269,FALSE
Southern Asia,0.008086983439096114,South-Eastern Asia,0.001238198421297013,0.25878347005107566,0,-0.25878347005107566,-0.25878347005107566,1.7412165299489244,FALSE
South-Eastern Asia,0.001315585822628076,Northern America,0.2571970283237889,8.744698963008823,9,0.25530103699117745,-4.7446989630088225,4.2553010369911775,FALSE
Western Asia,0.007932208636433988,South-Eastern Asia,0.001238198421297013,0.25383067636588763,0,-0.25383067636588763,-0.25383067636588763,1.7461693236341125,FALSE
Sub-Saharan Africa,0.002553784243925089,Western Asia,0.0038306763658876334,0.2528246401485838,0,-0.2528246401485838,-0.2528246401485838,1.7471753598514161,FALSE
Northern Europe,0.24651756694010216,Central Asia,3.8693700665531654e-5,0.24651756694010216,0,-0.24651756694010216,-0.24651756694010216,0.7534824330598978,FALSE
Caribbean,0.0023603157405974306,Australia and New Zealand,0.00398545116854976,0.24311252128153535,0,-0.24311252128153535,-0.24311252128153535,0.7568874787184646,FALSE
South America,0.013658876334932672,Northern Africa,0.0021668472372697724,0.7648970747562296,1,0.2351029252437704,-0.7648970747562296,2.2351029252437704,FALSE
Caribbean,0.0023603157405974306,Western Asia,0.0038306763658876334,0.23367125831914562,0,-0.23367125831914562,-0.23367125831914562,0.7663287416808544,FALSE
Northern Africa,0.003637207862559975,Caribbean,0.002437703141928494,0.22914409534127844,0,-0.22914409534127844,-0.22914409534127844,0.7708559046587216,FALSE
Northern Africa,0.003637207862559975,Sub-Saharan Africa,0.002321622039931899,0.21823247175359853,0,-0.21823247175359853,-0.21823247175359853,0.7817675282464015,FALSE
Central America,0.002012072434607646,Australia and New Zealand,0.00398545116854976,0.20724346076458755,0,-0.20724346076458755,-0.20724346076458755,1.7927565392354126,FALSE
Central America,0.002012072434607646,Western Asia,0.0038306763658876334,0.19919517102615697,0,-0.19919517102615697,-0.19919517102615697,0.800804828973843,FALSE
Northern America,0.17563070732084818,Central Asia,3.8693700665531654e-5,0.17563070732084818,0,-0.17563070732084818,-0.17563070732084818,0.8243692926791518,FALSE
Northern Africa,0.003637207862559975,Central America,0.001779910230614456,0.16731156167775885,0,-0.16731156167775885,-0.16731156167775885,0.8326884383222412,FALSE
Southern Asia,0.008086983439096114,Australia and New Zealand,0.00398545116854976,0.8329592942268997,1,0.16704070577310026,-0.8329592942268997,3.1670407057731005,FALSE
Sub-Saharan Africa,0.002553784243925089,Caribbean,0.002437703141928494,0.1608884073672806,0,-0.1608884073672806,-0.1608884073672806,0.8391115926327194,FALSE
Caribbean,0.0023603157405974306,Sub-Saharan Africa,0.002321622039931899,0.14161894443584583,0,-0.14161894443584583,-0.14161894443584583,1.8583810555641542,FALSE
South-Eastern Asia,0.001315585822628076,Australia and New Zealand,0.00398545116854976,0.13550533973069184,0,-0.13550533973069184,-0.13550533973069184,1.8644946602693082,FALSE
Caribbean,0.0023603157405974306,Northern Africa,0.0021668472372697724,0.1321776814734561,0,-0.1321776814734561,-0.1321776814734561,0.8678223185265439,FALSE
South-Eastern Asia,0.001315585822628076,Western Asia,0.0038306763658876334,0.13024299644017953,0,-0.13024299644017953,-0.13024299644017953,0.8697570035598204,FALSE
Southern Europe,0.06546974152607955,Caribbean,0.002437703141928494,4.1245937161430115,4,-0.12459371614301151,-3.1245937161430115,4.8754062838569885,FALSE
Central America,0.002012072434607646,Sub-Saharan Africa,0.002321622039931899,0.12072434607645877,0,-0.12072434607645877,-0.12072434607645877,1.8792756539235413,FALSE
Sub-Saharan Africa,0.002553784243925089,Central America,0.001779910230614456,0.11747407522055409,0,-0.11747407522055409,-0.11747407522055409,1.882525924779446,FALSE
Northern Africa,0.003637207862559975,South-Eastern Asia,0.001238198421297013,0.11639065160191922,0,-0.11639065160191922,-0.11639065160191922,1.8836093483980807,FALSE
Central America,0.002012072434607646,Southern Europe,0.05985915492957746,3.1126760563380285,3,-0.11267605633802846,-3.1126760563380285,2.8873239436619715,FALSE
Central America,0.002012072434607646,Northern Africa,0.0021668472372697724,0.11267605633802817,0,-0.11267605633802817,-0.11267605633802817,0.8873239436619719,FALSE
South-Eastern Asia,0.001315585822628076,Caribbean,0.002437703141928494,0.0828819068255688,0,-0.0828819068255688,-0.0828819068255688,0.9171180931744312,FALSE
Sub-Saharan Africa,0.002553784243925089,South-Eastern Asia,0.001238198421297013,0.08172109580560286,0,-0.08172109580560286,-0.08172109580560286,1.918278904194397,FALSE
Caribbean,0.0023603157405974306,South-Eastern Asia,0.001238198421297013,0.07553010369911778,0,-0.07553010369911778,-0.07553010369911778,0.9244698963008822,FALSE
South-Eastern Asia,0.001315585822628076,Northern Africa,0.0021668472372697724,0.07367280606717226,0,-0.07367280606717226,-0.07367280606717226,0.9263271939328277,FALSE
Southern Europe,0.06546974152607955,Central Asia,3.8693700665531654e-5,0.06546974152607955,0,-0.06546974152607955,-0.06546974152607955,0.9345302584739205,FALSE
Eastern Europe,0.06059433524222257,Central Asia,3.8693700665531654e-5,0.06059433524222257,0,-0.06059433524222257,-0.06059433524222257,-0.06059433524222257,FALSE
South-Eastern Asia,0.001315585822628076,Central America,0.001779910230614456,0.060516947840891504,0,-0.060516947840891504,-0.060516947840891504,0.9394830521591085,FALSE
Sub-Saharan Africa,0.002553784243925089,Southern Europe,0.05985915492957746,3.9507042253521125,4,0.04929577464788748,-2.9507042253521125,5.049295774647888,FALSE
South-Eastern Asia,0.001315585822628076,Southern Europe,0.05985915492957746,2.0352112676056335,2,-0.035211267605633534,-1.0352112676056335,4.964788732394366,FALSE
South America,0.013658876334932672,Central Asia,3.8693700665531654e-5,0.013658876334932674,0,-0.013658876334932674,-0.013658876334932674,-0.013658876334932674,FALSE
Eastern Asia,0.013465407831605014,Central Asia,3.8693700665531654e-5,0.013465407831605016,0,-0.013465407831605016,-0.013465407831605016,-0.013465407831605016,FALSE
Southern Asia,0.008086983439096114,Central Asia,3.8693700665531654e-5,0.008086983439096114,0,-0.008086983439096114,-0.008086983439096114,-0.008086983439096114,FALSE
Western Asia,0.007932208636433988,Central Asia,3.8693700665531654e-5,0.007932208636433988,0,-0.007932208636433988,-0.007932208636433988,0.992067791363566,FALSE
Australia and New Zealand,0.006461848011143786,Central Asia,3.8693700665531654e-5,0.0064618480111437865,0,-0.0064618480111437865,-0.0064618480111437865,-0.0064618480111437865,FALSE
Northern Africa,0.003637207862559975,Central Asia,3.8693700665531654e-5,0.0036372078625599756,0,-0.0036372078625599756,-0.0036372078625599756,-0.0036372078625599756,FALSE
Australia and New Zealand,0.006461848011143786,Southern Europe,0.05985915492957746,9.996478873239436,10,0.0035211267605639307,-4.996478873239436,6.003521126760564,FALSE
Sub-Saharan Africa,0.002553784243925089,Central Asia,3.8693700665531654e-5,0.0025537842439250892,0,-0.0025537842439250892,-0.0025537842439250892,-0.0025537842439250892,FALSE
Caribbean,0.0023603157405974306,Central Asia,3.8693700665531654e-5,0.0023603157405974306,0,-0.0023603157405974306,-0.0023603157405974306,-0.0023603157405974306,FALSE
Central America,0.002012072434607646,Central Asia,3.8693700665531654e-5,0.0020120724346076465,0,-0.0020120724346076465,-0.0020120724346076465,-0.0020120724346076465,FALSE
South-Eastern Asia,0.001315585822628076,Central Asia,3.8693700665531654e-5,0.0013155858226280763,0,-0.0013155858226280763,-0.0013155858226280763,-0.0013155858226280763,FALSE
