from,p_from,to,p_to,expected,obs,o_minus_e
Australia and New Zealand,0.0018932670689859189,Australia and New Zealand,0.0011832919181161993,0.01893267068985919,6,5.98106732931014
Australia and New Zealand,0.0018932670689859189,Caribbean,0.003194888178913738,0.051118210862619806,0,-0.051118210862619806
Australia and New Zealand,0.0018932670689859189,Central America,5.916459590580997e-4,0.009466335344929595,0,-0.009466335344929595
Australia and New Zealand,0.0018932670689859189,Eastern Asia,0.013607857058336292,0.21772571293338067,0,-0.21772571293338067
Australia and New Zealand,0.0018932670689859189,Eastern Europe,0.05135486924624305,0.8216779079398888,0,-0.8216779079398888
Australia and New Zealand,0.0018932670689859189,Northern Africa,0.004141521713406697,0.06626434741450715,0,-0.06626434741450715
Australia and New Zealand,0.0018932670689859189,Northern America,0.20932434031475566,3.3491894450360906,1,-2.3491894450360906
Australia and New Zealand,0.0018932670689859189,Northern Europe,0.19808306709265175,3.169329073482428,9,5.830670926517572
Australia and New Zealand,0.0018932670689859189,South America,0.021299254526091587,0.3407880724174654,0,-0.3407880724174654
Australia and New Zealand,0.0018932670689859189,South-Eastern Asia,3.549875754348598e-4,0.0056798012069577564,0,-0.0056798012069577564
Australia and New Zealand,0.0018932670689859189,Southern Asia,0.007099751508697196,0.11359602413915514,0,-0.11359602413915514
Australia and New Zealand,0.0018932670689859189,Southern Europe,0.053366465507040585,0.8538634481126494,0,-0.8538634481126494
Australia and New Zealand,0.0018932670689859189,Sub-Saharan Africa,4.733167672464797e-4,0.0075730682759436755,0,-0.0075730682759436755
Australia and New Zealand,0.0018932670689859189,Western Asia,0.0022482546444207788,0.03597207431073246,0,-0.03597207431073246
Australia and New Zealand,0.0018932670689859189,Western Europe,0.433676487989587,6.938823807833392,0,-6.938823807833392
Caribbean,0.0034315465625369777,Australia and New Zealand,0.0011832919181161993,0.03431546562536978,0,-0.03431546562536978
Caribbean,0.0034315465625369777,Caribbean,0.003194888178913738,0.0926517571884984,15,14.907348242811501
Caribbean,0.0034315465625369777,Central America,5.916459590580997e-4,0.01715773281268489,0,-0.01715773281268489
Caribbean,0.0034315465625369777,Eastern Asia,0.013607857058336292,0.39462785469175243,0,-0.39462785469175243
Caribbean,0.0034315465625369777,Eastern Europe,0.05135486924624305,1.4892912081410485,0,-1.4892912081410485
Caribbean,0.0034315465625369777,Northern Africa,0.004141521713406697,0.12010412968879422,0,-0.12010412968879422
Caribbean,0.0034315465625369777,Northern America,0.20932434031475566,6.070405869127915,5,-1.0704058691279146
Caribbean,0.0034315465625369777,Northern Europe,0.19808306709265175,5.7444089456869,2,-3.7444089456869003
Caribbean,0.0034315465625369777,South America,0.021299254526091587,0.617678381256656,5,4.382321618743344
Caribbean,0.0034315465625369777,South-Eastern Asia,3.549875754348598e-4,0.010294639687610933,0,-0.010294639687610933
Caribbean,0.0034315465625369777,Southern Asia,0.007099751508697196,0.2058927937522187,0,-0.2058927937522187
Caribbean,0.0034315465625369777,Southern Europe,0.053366465507040585,1.547627499704177,1,-0.547627499704177
Caribbean,0.0034315465625369777,Sub-Saharan Africa,4.733167672464797e-4,0.013726186250147912,0,-0.013726186250147912
Caribbean,0.0034315465625369777,Western Asia,0.0022482546444207788,0.06519938468820258,0,-0.06519938468820258
Caribbean,0.0034315465625369777,Western Europe,0.433676487989587,12.576618151698023,1,-11.576618151698023
Central America,0.0020115962607975386,Australia and New Zealand,0.0011832919181161993,0.02011596260797539,0,-0.02011596260797539
Central America,0.0020115962607975386,Caribbean,0.003194888178913738,0.054313099041533544,4,3.9456869009584663
Central America,0.0020115962607975386,Central America,5.916459590580997e-4,0.010057981303987695,5,4.989942018696012
Central America,0.0020115962607975386,Eastern Asia,0.013607857058336292,0.23133356999171695,0,-0.23133356999171695
Central America,0.0020115962607975386,Eastern Europe,0.05135486924624305,0.8730327771861319,1,0.12696722281386807
Central America,0.0020115962607975386,Northern Africa,0.004141521713406697,0.07040586912791386,0,-0.07040586912791386
Central America,0.0020115962607975386,Northern America,0.20932434031475566,3.558513785350846,3,-0.5585137853508462
Central America,0.0020115962607975386,Northern Europe,0.19808306709265175,3.36741214057508,0,-3.36741214057508
Central America,0.0020115962607975386,South America,0.021299254526091587,0.362087326943557,3,2.637912673056443
Central America,0.0020115962607975386,South-Eastern Asia,3.549875754348598e-4,0.006034788782392616,0,-0.006034788782392616
Central America,0.0020115962607975386,Southern Asia,0.007099751508697196,0.12069577564785233,0,-0.12069577564785233
Central America,0.0020115962607975386,Southern Europe,0.053366465507040585,0.90722991361969,0,-0.90722991361969
Central America,0.0020115962607975386,Sub-Saharan Africa,4.733167672464797e-4,0.008046385043190156,0,-0.008046385043190156
Central America,0.0020115962607975386,Western Asia,0.0022482546444207788,0.03822032895515324,0,-0.03822032895515324
Central America,0.0020115962607975386,Western Europe,0.433676487989587,7.372500295822979,1,-6.372500295822979
Eastern Asia,0.01621109927819193,Australia and New Zealand,0.0011832919181161993,0.16211099278191932,0,-0.16211099278191932
Eastern Asia,0.01621109927819193,Caribbean,0.003194888178913738,0.4376996805111821,0,-0.4376996805111821
Eastern Asia,0.01621109927819193,Central America,5.916459590580997e-4,0.08105549639095966,0,-0.08105549639095966
Eastern Asia,0.01621109927819193,Eastern Asia,0.013607857058336292,1.864276416992072,100,98.13572358300793
Eastern Asia,0.01621109927819193,Eastern Europe,0.05135486924624305,7.035617086735298,0,-7.035617086735298
Eastern Asia,0.01621109927819193,Northern Africa,0.004141521713406697,0.5673884747367175,0,-0.5673884747367175
Eastern Asia,0.01621109927819193,Northern America,0.20932434031475566,28.677434623121528,15,-13.677434623121528
Eastern Asia,0.01621109927819193,Northern Europe,0.19808306709265175,27.13738019169329,8,-19.13738019169329
Eastern Asia,0.01621109927819193,South America,0.021299254526091587,2.9179978700745473,1,-1.9179978700745473
Eastern Asia,0.01621109927819193,South-Eastern Asia,3.549875754348598e-4,0.04863329783457579,0,-0.04863329783457579
Eastern Asia,0.01621109927819193,Southern Asia,0.007099751508697196,0.9726659566915159,0,-0.9726659566915159
Eastern Asia,0.01621109927819193,Southern Europe,0.053366465507040585,7.31120577446456,0,-7.31120577446456
Eastern Asia,0.01621109927819193,Sub-Saharan Africa,4.733167672464797e-4,0.06484439711276772,0,-0.06484439711276772
Eastern Asia,0.01621109927819193,Western Asia,0.0022482546444207788,0.3080108862856467,0,-0.3080108862856467
Eastern Asia,0.01621109927819193,Western Europe,0.433676487989587,59.41367885457342,13,-46.41367885457342
Eastern Europe,0.06673766418175364,Australia and New Zealand,0.0011832919181161993,0.6673766418175364,0,-0.6673766418175364
Eastern Europe,0.06673766418175364,Caribbean,0.003194888178913738,1.8019169329073481,0,-1.8019169329073481
Eastern Europe,0.06673766418175364,Central America,5.916459590580997e-4,0.3336883209087682,0,-0.3336883209087682
Eastern Europe,0.06673766418175364,Eastern Asia,0.013607857058336292,7.674831380901669,2,-5.674831380901669
Eastern Europe,0.06673766418175364,Eastern Europe,0.05135486924624305,28.96414625488108,292,263.0358537451189
Eastern Europe,0.06673766418175364,Northern Africa,0.004141521713406697,2.3358182463613772,5,2.6641817536386228
Eastern Europe,0.06673766418175364,Northern America,0.20932434031475566,118.0589279375222,39,-79.0589279375222
Eastern Europe,0.06673766418175364,Northern Europe,0.19808306709265175,111.71884984025559,33,-78.71884984025559
Eastern Europe,0.06673766418175364,South America,0.021299254526091587,12.012779552715655,2,-10.012779552715655
Eastern Europe,0.06673766418175364,South-Eastern Asia,3.549875754348598e-4,0.20021299254526093,0,-0.20021299254526093
Eastern Europe,0.06673766418175364,Southern Asia,0.007099751508697196,4.0042598509052185,1,-3.0042598509052185
Eastern Europe,0.06673766418175364,Southern Europe,0.053366465507040585,30.09868654597089,11,-19.09868654597089
Eastern Europe,0.06673766418175364,Sub-Saharan Africa,4.733167672464797e-4,0.26695065672701457,0,-0.26695065672701457
Eastern Europe,0.06673766418175364,Western Asia,0.0022482546444207788,1.2680156194533192,0,-1.2680156194533192
Eastern Europe,0.06673766418175364,Western Europe,0.433676487989587,244.5935392261271,179,-65.59353922612709
Northern Africa,0.006271447166015856,Australia and New Zealand,0.0011832919181161993,0.06271447166015856,0,-0.06271447166015856
Northern Africa,0.006271447166015856,Caribbean,0.003194888178913738,0.1693290734824281,0,-0.1693290734824281
Northern Africa,0.006271447166015856,Central America,5.916459590580997e-4,0.03135723583007928,0,-0.03135723583007928
Northern Africa,0.006271447166015856,Eastern Asia,0.013607857058336292,0.7212164240918234,0,-0.7212164240918234
Northern Africa,0.006271447166015856,Eastern Europe,0.05135486924624305,2.7218080700508818,0,-2.7218080700508818
Northern Africa,0.006271447166015856,Northern Africa,0.004141521713406697,0.21950065081055495,12,11.780499349189444
Northern Africa,0.006271447166015856,Northern America,0.20932434031475566,11.09419003668205,0,-11.09419003668205
Northern Africa,0.006271447166015856,Northern Europe,0.19808306709265175,10.498402555910543,2,-8.498402555910543
Northern Africa,0.006271447166015856,South America,0.021299254526091587,1.128860489882854,1,-0.12886048988285403
Northern Africa,0.006271447166015856,South-Eastern Asia,3.549875754348598e-4,0.018814341498047567,0,-0.018814341498047567
Northern Africa,0.006271447166015856,Southern Asia,0.007099751508697196,0.37628682996095136,0,-0.37628682996095136
Northern Africa,0.006271447166015856,Southern Europe,0.053366465507040585,2.828422671873151,0,-2.828422671873151
Northern Africa,0.006271447166015856,Sub-Saharan Africa,4.733167672464797e-4,0.025085788664063424,0,-0.025085788664063424
Northern Africa,0.006271447166015856,Western Asia,0.0022482546444207788,0.11915749615430127,0,-0.11915749615430127
Northern Africa,0.006271447166015856,Western Europe,0.433676487989587,22.984853863448112,38,15.015146136551888
Northern America,0.13974677552952314,Australia and New Zealand,0.0011832919181161993,1.3974677552952315,1,-0.3974677552952315
Northern America,0.13974677552952314,Caribbean,0.003194888178913738,3.7731629392971247,0,-3.7731629392971247
Northern America,0.13974677552952314,Central America,5.916459590580997e-4,0.6987338776476157,0,-0.6987338776476157
Northern America,0.13974677552952314,Eastern Asia,0.013607857058336292,16.070879185895162,2,-14.070879185895162
Northern America,0.13974677552952314,Eastern Europe,0.05135486924624305,60.65010057981304,7,-53.65010057981304
Northern America,0.13974677552952314,Northern Africa,0.004141521713406697,4.891137143533309,2,-2.8911371435333093
Northern America,0.13974677552952314,Northern America,0.20932434031475566,247.21204591172645,945,697.7879540882735
Northern America,0.13974677552952314,Northern Europe,0.19808306709265175,233.9361022364217,107,-126.9361022364217
Northern America,0.13974677552952314,South America,0.021299254526091587,25.154419595314163,9,-16.154419595314163
Northern America,0.13974677552952314,South-Eastern Asia,3.549875754348598e-4,0.4192403265885694,0,-0.4192403265885694
Northern America,0.13974677552952314,Southern Asia,0.007099751508697196,8.384806531771389,3,-5.384806531771389
Northern America,0.13974677552952314,Southern Europe,0.053366465507040585,63.025795763814934,11,-52.025795763814934
Northern America,0.13974677552952314,Sub-Saharan Africa,4.733167672464797e-4,0.5589871021180925,0,-0.5589871021180925
