scan_to_germany,exp_scan_to_germany,germany_to_scan,exp_germany_to_scan,frac_of_exp_scan_to_de,frac_of_exp_de_to_scan,ratio_observed,ratio_margin_implied
383,568.8093948305216,171,292.0768843832224,0.6733362765819224,0.585462284566271,2.239766081871345,1.9474646069019603
