from,p_from,to,p_to,expected,obs,o_minus_e
South America,0.0020896656534954406,Northern Europe,0.21124620060790272,2.32370820668693,0,-2.32370820668693
South America,0.0020896656534954406,South America,0.0024696048632218844,0.027165653495440728,8,7.972834346504559
South America,0.0020896656534954406,South-Eastern Asia,0.0013297872340425532,0.014627659574468085,0,-0.014627659574468085
South America,0.0020896656534954406,Southern Asia,0.0020896656534954406,0.022986322188449846,0,-0.022986322188449846
South America,0.0020896656534954406,Southern Europe,0.09479483282674772,1.0427431610942248,1,-0.042743161094224824
South America,0.0020896656534954406,Western Asia,1.8996960486322188e-4,0.0020896656534954406,0,-0.0020896656534954406
South America,0.0020896656534954406,Western Europe,0.5581306990881459,6.139437689969605,1,-5.139437689969605
Southern Asia,0.0011398176291793312,Australia and New Zealand,7.598784194528875e-4,0.004559270516717325,0,-0.004559270516717325
Southern Asia,0.0011398176291793312,Caribbean,0.0028495440729483282,0.01709726443768997,0,-0.01709726443768997
Southern Asia,0.0011398176291793312,Central America,0.0011398176291793312,0.006838905775075987,0,-0.006838905775075987
Southern Asia,0.0011398176291793312,Eastern Asia,0.0013297872340425532,0.007978723404255319,0,-0.007978723404255319
Southern Asia,0.0011398176291793312,Eastern Europe,0.05661094224924012,0.3396656534954407,0,-0.3396656534954407
Southern Asia,0.0011398176291793312,Northern Africa,3.7993920972644377e-4,0.0022796352583586625,0,-0.0022796352583586625
Southern Asia,0.0011398176291793312,Northern America,0.06667933130699089,0.4000759878419453,0,-0.4000759878419453
Southern Asia,0.0011398176291793312,Northern Europe,0.21124620060790272,1.2674772036474162,2,0.7325227963525838
Southern Asia,0.0011398176291793312,South America,0.0024696048632218844,0.014817629179331306,0,-0.014817629179331306
Southern Asia,0.0011398176291793312,South-Eastern Asia,0.0013297872340425532,0.007978723404255319,0,-0.007978723404255319
Southern Asia,0.0011398176291793312,Southern Asia,0.0020896656534954406,0.012537993920972643,4,3.9874620060790273
Southern Asia,0.0011398176291793312,Southern Europe,0.09479483282674772,0.5687689969604863,0,-0.5687689969604863
Southern Asia,0.0011398176291793312,Western Asia,1.8996960486322188e-4,0.0011398176291793312,0,-0.0011398176291793312
Southern Asia,0.0011398176291793312,Western Europe,0.5581306990881459,3.348784194528876,0,-3.348784194528876
Southern Europe,0.10220364741641337,Australia and New Zealand,7.598784194528875e-4,0.4088145896656535,0,-0.4088145896656535
Southern Europe,0.10220364741641337,Caribbean,0.0028495440729483282,1.5330547112462005,0,-1.5330547112462005
Southern Europe,0.10220364741641337,Central America,0.0011398176291793312,0.6132218844984803,0,-0.6132218844984803
Southern Europe,0.10220364741641337,Eastern Asia,0.0013297872340425532,0.7154255319148936,0,-0.7154255319148936
Southern Europe,0.10220364741641337,Eastern Europe,0.05661094224924012,30.456686930091184,12,-18.456686930091184
Southern Europe,0.10220364741641337,Northern Africa,3.7993920972644377e-4,0.20440729483282674,0,-0.20440729483282674
Southern Europe,0.10220364741641337,Northern America,0.06667933130699089,35.8734802431611,7,-28.873480243161097
Southern Europe,0.10220364741641337,Northern Europe,0.21124620060790272,113.65045592705167,30,-83.65045592705167
Southern Europe,0.10220364741641337,South America,0.0024696048632218844,1.328647416413374,2,0.6713525835866261
Southern Europe,0.10220364741641337,South-Eastern Asia,0.0013297872340425532,0.7154255319148936,0,-0.7154255319148936
Southern Europe,0.10220364741641337,Southern Asia,0.0020896656534954406,1.124240121580547,1,-0.12424012158054709
Southern Europe,0.10220364741641337,Southern Europe,0.09479483282674772,50.99962006079027,358,307.0003799392097
Southern Europe,0.10220364741641337,Western Asia,1.8996960486322188e-4,0.10220364741641337,0,-0.10220364741641337
Southern Europe,0.10220364741641337,Western Europe,0.5581306990881459,300.2743161094225,128,-172.2743161094225
Western Asia,5.699088145896656e-4,Australia and New Zealand,7.598784194528875e-4,0.0022796352583586625,0,-0.0022796352583586625
Western Asia,5.699088145896656e-4,Caribbean,0.0028495440729483282,0.008548632218844984,0,-0.008548632218844984
Western Asia,5.699088145896656e-4,Central America,0.0011398176291793312,0.0034194528875379935,0,-0.0034194528875379935
Western Asia,5.699088145896656e-4,Eastern Asia,0.0013297872340425532,0.003989361702127659,0,-0.003989361702127659
Western Asia,5.699088145896656e-4,Eastern Europe,0.05661094224924012,0.16983282674772035,0,-0.16983282674772035
Western Asia,5.699088145896656e-4,Northern Africa,3.7993920972644377e-4,0.0011398176291793312,0,-0.0011398176291793312
Western Asia,5.699088145896656e-4,Northern America,0.06667933130699089,0.20003799392097266,0,-0.20003799392097266
Western Asia,5.699088145896656e-4,Northern Europe,0.21124620060790272,0.6337386018237081,0,-0.6337386018237081
Western Asia,5.699088145896656e-4,South America,0.0024696048632218844,0.007408814589665653,0,-0.007408814589665653
Western Asia,5.699088145896656e-4,South-Eastern Asia,0.0013297872340425532,0.003989361702127659,0,-0.003989361702127659
Western Asia,5.699088145896656e-4,Southern Asia,0.0020896656534954406,0.006268996960486321,0,-0.006268996960486321
Western Asia,5.699088145896656e-4,Southern Europe,0.09479483282674772,0.28438449848024316,1,0.7156155015197568
Western Asia,5.699088145896656e-4,Western Asia,1.8996960486322188e-4,5.699088145896656e-4,1,0.9994300911854104
Western Asia,5.699088145896656e-4,Western Europe,0.5581306990881459,1.674392097264438,1,-0.6743920972644379
Western Europe,0.489741641337386,Australia and New Zealand,7.598784194528875e-4,1.958966565349544,0,-1.958966565349544
Western Europe,0.489741641337386,Caribbean,0.0028495440729483282,7.34612462006079,9,1.65387537993921
Western Europe,0.489741641337386,Central America,0.0011398176291793312,2.938449848024316,0,-2.938449848024316
Western Europe,0.489741641337386,Eastern Asia,0.0013297872340425532,3.4281914893617023,4,0.5718085106382977
Western Europe,0.489741641337386,Eastern Europe,0.05661094224924012,145.94300911854103,81,-64.94300911854103
Western Europe,0.489741641337386,Northern Africa,3.7993920972644377e-4,0.979483282674772,0,-0.979483282674772
Western Europe,0.489741641337386,Northern America,0.06667933130699089,171.8993161094225,53,-118.8993161094225
Western Europe,0.489741641337386,Northern Europe,0.21124620060790272,544.5927051671732,262,-282.5927051671732
Western Europe,0.489741641337386,South America,0.0024696048632218844,6.366641337386018,1,-5.366641337386018
Western Europe,0.489741641337386,South-Eastern Asia,0.0013297872340425532,3.4281914893617023,5,1.5718085106382977
Western Europe,0.489741641337386,Southern Asia,0.0020896656534954406,5.387158054711246,0,-5.387158054711246
Western Europe,0.489741641337386,Southern Europe,0.09479483282674772,244.38107902735564,62,-182.38107902735564
Western Europe,0.489741641337386,Western Asia,1.8996960486322188e-4,0.489741641337386,0,-0.489741641337386
Western Europe,0.489741641337386,Western Europe,0.5581306990881459,1438.8609422492402,2101,662.1390577507598
