person_id,name,gender,birth_year,death_year,qid,match_method,multi_match_count
8706,Walthère Spring,M,1848,NA,Q13521857,wikidata_name_birthyear,1
446,Angelo Angeli,M,1864,NA,Q2327324,wikidata_name_birthyear,1
2713,Paul Ehrlich,M,1854,1915,Q57089,wikidata_name_birthyear,1
3941,Sachachiro Hata,M,1872,NA,NA,unmatched,0
7121,William Perkin Jr,M,1860,NA,Q2631780,wikidata_name_birthyear,1
8998,Gustav Tammann,M,1861,1938,Q76593,wikidata_name_birthyear,1
694,Philippe Barbier,M,1848,1922,Q908133,wikidata_name_birthyear,1
2213,Hilaire de Chardonnet,M,1839,NA,Q901049,wikidata_name_birthyear,1
3758,Fritz Haber,M,1868,1934,Q57075,wikidata_name_birthyear,1
9458,Georges Urbain,M,1872,1938,Q560404,wikidata_name_birthyear,1
3904,Carl Harries,M,1866,NA,Q72406,wikidata_name_birthyear,1
5112,William Küster,M,1863,1929,Q123051,wikidata_name_birthyear,1
5896,Leon Marchlewski,M,1869,1946,Q4180253,wikidata_name_birthyear,1
7603,Albert Recoura,M,1862,NA,Q96782636,wikidata_name_birthyear,1
10412,Theodor Zincke,M,1843,NA,Q90591,wikidata_name_birthyear,1
10428,Richard Zsigmondy,M,1865,1929,Q78481,wikidata_name_birthyear,1
8202,Ernst Schmidt,M,1845,1921,Q6325381,wikidata_name_birthyear,1
9383,Alexander Tschirch,M,1856,1939,Q75096,wikidata_name_birthyear,1
9940,Paul Walden,M,1863,1957,Q63131,wikidata_name_birthyear,1
282,Emil Abderhalden,M,1877,1950,Q123557,wikidata_name_birthyear,1
4117,Eugen Herzfeld,M,NA,NA,NA,no_data,0
7022,Emanuele Paterno,M,1847,NA,Q329221,wikidata_name_birthyear,1
1198,Carl Bosch,M,1874,1940,Q76606,wikidata_name_birthyear,1
1238,Emile Bourquelot,M,1851,NA,Q10396301,wikidata_name_birthyear,1
1825,Frank Clarke,M,1847,1931,Q724624,wikidata_name_birthyear,1
2684,Joseph Eder,M,1855,NA,Q79180,wikidata_name_birthyear,1
2711,Felix Ehrlich,M,1877,NA,Q122779,wikidata_name_birthyear,1
961,Knut Beskow,M,1876,NA,Q5574702,wikidata_name_birthyear,1
7543,Arthur Ramén,M,1873,NA,Q6062334,wikidata_name_birthyear,1
3737,Philippe-Auguste Guye,M,1862,1922,Q742532,wikidata_name_birthyear,1
7233,Amé Pictet,M,1857,NA,Q122276,wikidata_name_birthyear,1
7399,Fritz Pregl,M,1869,1930,Q78482,wikidata_name_birthyear,1
3834,Hartog Hamburger,M,1859,1924,Q1587643,wikidata_name_birthyear,1
8185,Wilhelm Schlenk,M,1879,NA,Q69571,wikidata_name_birthyear,1
9389,Mikhail Tsvet,M,1872,1919,Q241118,wikidata_name_birthyear,1
826,Martinus Beijerinck,M,1851,NA,Q25539274,wikidata_name_birthyear,1
3182,Edward Franklin,M,1862,NA,NA,unmatched,0
521,Ossian Aschan,M,1860,1939,Q5560789,wikidata_name_birthyear,1
3033,Otto Fischer,M,NA,NA,NA,no_data,0
6783,Arthur Amos Noyes,M,1866,1936,Q561905,wikidata_name_birthyear,1
6738,Emilio Noelting,M,1851,NA,Q17540053,wikidata_name_birthyear,1
3221,Herbert Max Finlay Freundlich,M,1880,1941,Q107947,wikidata_name_birthyear,1
3531,Moses Gomberg,M,1866,1947,Q904804,wikidata_name_birthyear,1
6477,Charles Moureu,M,1863,NA,Q2959867,wikidata_name_birthyear,1
10247,Sergei [Sergey] Winogradsky [Winogradskiy Vinogradskiy Vinogradsky],M,1856,1953,NA,unmatched,0
8972,Sören Sörensen,M,1868,1939,NA,unmatched,0
559,Carl Auer von Welsbach,M,1858,NA,Q89390,wikidata_name_birthyear,1
1611,Nikodem Caro,M,1871,1935,Q642432,wikidata_name_birthyear,2
4269,Arnold Holleman,M,1859,NA,Q465294,wikidata_name_birthyear,1
5441,Gilbert Lewis,M,1875,1946,Q208858,wikidata_name_birthyear,1
7380,Frederick Power,M,1853,NA,NA,unmatched,0
8513,Henry Siedentopf,M,1872,NA,Q91751,wikidata_name_birthyear,1
1981,Dirk Coster,M,1889,NA,Q775969,wikidata_name_birthyear,1
9751,Hans von Euler-Chelpin,M,1873,1964,Q76613,wikidata_name_birthyear,1
2785,Friedrich Emich,M,1860,NA,Q86357,wikidata_name_birthyear,1
10166,Heinrich Otto Wieland,M,1877,1957,Q76610,wikidata_name_birthyear,1
287,John Abel,M,1857,1938,Q741428,wikidata_name_birthyear,1
2320,André Debierne,M,1874,NA,Q468371,wikidata_name_birthyear,1
3082,Fritz Foerster,M,1866,NA,Q102428,wikidata_name_birthyear,1
3272,Casimir Funk,M,1884,1967,Q28738,wikidata_name_birthyear,1
3457,Piero Ginori-Conti,M,1865,NA,Q3903260,wikidata_name_birthyear,1
6821,Giuseppe Oddo,M,1865,NA,Q907768,wikidata_name_birthyear,1
7007,Paul Pascal,M,1885,NA,NA,unmatched,0
10241,Adolf Windaus,M,1876,1959,Q77142,wikidata_name_birthyear,1
641,Herbert Baker,M,1862,NA,Q382771,wikidata_name_birthyear,2
1866,Ernst Cohen,M,1869,NA,Q320050,wikidata_name_birthyear,1
1048,Niels Bjerrum,M,1879,1958,Q902142,wikidata_name_birthyear,1
1316,Julius Bredt,M,1855,NA,Q105565,wikidata_name_birthyear,1
6968,Friedrich (Fritz) Adolf Paneth,M,1887,1958,NA,unmatched,0
7155,Kurt Peters,M,1897,NA,Q88611,wikidata_name_birthyear,1
3848,Olaf Hammarsten,M,1841,NA,Q5786924,wikidata_name_birthyear,1
4303,Frederick Hopkins,M,1861,1947,Q233976,wikidata_name_birthyear,1
3026,Hans Fischer,M,1881,1945,Q76604,wikidata_name_birthyear,1
5495,Samuel Lind,M,1879,NA,Q7411040,wikidata_name_birthyear,1
7783,Robert Robinson,M,1886,1975,Q49351,wikidata_name_birthyear,2
8975,Bruno Tacke,M,1861,NA,Q114443,wikidata_name_birthyear,1
707,George Barger,M,1878,1939,Q901909,wikidata_name_birthyear,1
3895,Charles Harington,M,1897,1972,Q175294,wikidata_name_birthyear,1
872,Kurt Bennewitz,M,1886,NA,Q19288501,wikidata_name_birthyear,1
900,Friedrich Bergius,M,1884,1949,Q76614,wikidata_name_birthyear,1
1106,Max Bodenstein,M,1871,NA,Q77545,wikidata_name_birthyear,1
7958,Otto Ruff,M,1871,NA,Q71846,wikidata_name_birthyear,1
1419,Johannes Brönsted,M,1879,NA,Q180142,wikidata_name_birthyear,1
2577,Charles Dufraisse,M,1885,1969,Q2958948,wikidata_name_birthyear,1
3887,Arthur Harden,M,1865,1940,Q189803,wikidata_name_birthyear,1
4122,Alfred Hess,M,1875,NA,Q4722661,wikidata_name_birthyear,1
3520,Victor Goldschmidt,M,1888,NA,Q213668,wikidata_name_birthyear,1
3957,Walter Norman Haworth,M,1883,1950,Q204600,wikidata_name_birthyear,1
9541,Johannes van Laar,M,1860,NA,Q512725,wikidata_name_birthyear,1
6657,Carl Neuberg,M,1877,1956,Q65683,wikidata_name_birthyear,1
8800,Alfred Stock,M,1876,NA,Q77544,wikidata_name_birthyear,2
8926,Frédéric Swarts,M,1866,NA,Q979136,wikidata_name_birthyear,1
9984,Otto Warburg,M,1883,1970,Q76464,wikidata_name_birthyear,1
2849,Arnold Eucken,M,1884,NA,Q88231,wikidata_name_birthyear,1
8200,Carl Schmidt,M,1893,NA,NA,unmatched,0
9710,Karl von Auwers,M,1863,NA,Q70500,wikidata_name_birthyear,1
2508,Frederick George Donnan,M,1870,1956,Q571640,wikidata_name_birthyear,1
4487,James Irvine,M,1877,NA,Q3806508,wikidata_name_birthyear,1
4881,Peter Klason,M,1848,1937,Q5912834,wikidata_name_birthyear,1
8746,Hermann Staudinger,M,1881,1965,Q48956,wikidata_name_birthyear,1
5085,Werner Kuhn,M,1899,1963,Q1471606,wikidata_name_birthyear,1
7994,Leopold Ruzicka,M,1887,1976,Q122996,wikidata_name_birthyear,1
8248,Werner Schulemann,M,1888,NA,Q15447432,wikidata_name_birthyear,1
6732,Walter Noddack,M,1893,NA,Q62714,wikidata_name_birthyear,1
2432,Otto Diels,M,1876,1954,Q76616,wikidata_name_birthyear,1
2780,Gustav Embden,M,1874,1933,Q71608,wikidata_name_birthyear,1
4719,Paul Karrer,M,1889,1971,Q73093,wikidata_name_birthyear,1
5084,Richard Kuhn,M,1900,1967,Q78483,wikidata_name_birthyear,2
6731,Ida Noddack,F,1896,NA,Q77529,wikidata_name_birthyear,1
8709,Ernst Späth,M,1886,NA,Q94024,wikidata_name_birthyear,1
9668,Artturi Virtanen,M,1895,1973,Q157239,wikidata_name_birthyear,1
9905,Emil Votocek,M,1872,1950,Q907961,wikidata_name_birthyear,1
1487,Adolf Butenandt,M,1903,1995,Q5327,wikidata_name_birthyear,1
5118,Fritz Kögl,M,1897,1959,Q1467159,wikidata_name_birthyear,1
4420,Erik Hägglund,M,1887,1959,Q3603178,wikidata_name_birthyear,1
5819,Louis Maillard,M,1878,NA,Q901889,wikidata_name_birthyear,1
9999,Edward Washburn,M,1881,NA,Q18814601,wikidata_name_birthyear,1
911,Max Bergmann,M,1886,NA,Q118533,wikidata_name_birthyear,1
2054,George Curme,M,1888,NA,Q5542984,wikidata_name_birthyear,1
5423,Phoebus Levene,M,1869,1940,Q902182,wikidata_name_birthyear,1
3008,Colin Fink,M,1881,NA,Q107975742,wikidata_name_birthyear,1
359,Kurt Alder,M,1902,1958,Q76595,wikidata_name_birthyear,1
1144,William Bone,M,1871,NA,Q8004576,wikidata_name_birthyear,1
4121,Jacob Heslinga,M,1896,NA,NA,unmatched,0
6219,Henri Meulen,M,1871,NA,Q20925091,wikidata_name_birthyear,1
4429,Otto Hönigschmid,M,1878,NA,Q78059,wikidata_name_birthyear,1
6573,Jens Möller,M,1899,NA,NA,unmatched,0
8913,Umetaro Suzuki,M,1872,NA,NA,unmatched,0
8933,Wojciech Swiętosławski,M,1881,1968,Q346532,wikidata_name_birthyear,1
1026,Arthur Binz,M,1868,NA,Q708665,wikidata_name_birthyear,1
8003,Curt Räth,M,1893,NA,NA,unmatched,0
3914,Paul Karl Maria Harteck,M,1902,1985,Q113727,wikidata_name_birthyear,1
3023,Franz Fischer,M,1877,1947,NA,unmatched,0
4254,Fritz Hofmann,M,1866,NA,Q72367,wikidata_name_birthyear,2
4977,Gustaf Komppa,M,1867,1949,Q3750494,wikidata_name_birthyear,1
9207,Hugo Theorell,M,1903,1982,Q156480,wikidata_name_birthyear,1
9266,Marc Tiffeneau,M,1873,NA,Q3288435,wikidata_name_birthyear,1
1515,Jacob Böeseken,M,1868,1949,Q20908849,wikidata_name_birthyear,1
3898,William Harkins,M,1873,NA,Q8007993,wikidata_name_birthyear,1
4054,Victor Henri,M,1872,NA,Q4066893,wikidata_name_birthyear,1
4482,Vladimir Ipatieff,M,1867,NA,Q328995,wikidata_name_birthyear,1
8731,Wendell Stanley,M,1904,1971,Q105937,wikidata_name_birthyear,1
8815,Arthur Stoll,M,1887,1971,Q117474,wikidata_name_birthyear,1
1314,Georg Bredig,M,1868,1944,Q77536,wikidata_name_birthyear,1
3143,Ernest Fourneau,M,1872,NA,Q910362,wikidata_name_birthyear,1
3461,Francesco Giordani,M,1896,NA,Q3750052,wikidata_name_birthyear,1
4597,Paul Job,M,1886,NA,Q55830266,wikidata_name_birthyear,1
7243,Maurice Piettre,NA,1878,NA,Q110126607,wikidata_name_birthyear,1
10207,Robley Cook Williams,M,1908,1995,Q4163158,wikidata_name_birthyear,1
10323,Dorothy Wrinch,F,1894,NA,Q662543,wikidata_name_birthyear,1
2777,Conrad Elvehjem,M,1901,1962,Q3687162,wikidata_name_birthyear,1
769,Frederick Bawden,M,1908,1972,Q2696470,wikidata_name_birthyear,1
7273,Norman Pirie,M,1907,1997,Q1530841,wikidata_name_birthyear,1
6764,John Northrop,M,1891,1987,Q106399,wikidata_name_birthyear,1
7045,Linus Carl Pauling,M,1901,1994,Q48983,wikidata_name_birthyear,1
10050,Fritz Weigert,M,1876,NA,Q5505040,wikidata_name_birthyear,1
4461,Christopher Kelk Ingold,M,1893,1970,Q127779,wikidata_name_birthyear,1
9338,Jacques Tréfouël,M,1897,1977,Q3160106,wikidata_name_birthyear,1
6696,Paul Niggli,M,1888,NA,Q124142,wikidata_name_birthyear,1
9549,Donald van Slyke,M,1883,1971,Q1534260,wikidata_name_birthyear,1
8227,Rudolf Schoenheimer,M,1898,NA,Q74901,wikidata_name_birthyear,1
8895,James Sumner,M,1887,1955,Q106756,wikidata_name_birthyear,1
5093,Moses Kunitz,M,1887,1978,Q27709853,wikidata_name_birthyear,1
10330,René Wurmser,M,1890,NA,Q68222150,wikidata_name_birthyear,1
4791,Ernest Lawrence Kennaway,M,1881,1958,NA,unmatched,0
1933,James Wilfred Cook,M,1900,1975,Q3806764,wikidata_name_birthyear,1
7631,Tadeus Reichstein,M,1897,1996,Q115490,wikidata_name_birthyear,1
5523,Karl Paul Link,M,1901,1978,Q1732565,wikidata_name_birthyear,1
2555,Vincent du Vigneaud,M,1901,1978,Q33128,wikidata_name_birthyear,1
8754,Harry Steenbock,M,1886,1967,Q1586808,wikidata_name_birthyear,1
2875,Henry Eyring,M,1901,1981,Q574810,wikidata_name_birthyear,1
2462,Edward Dodds,M,1899,NA,Q5076898,wikidata_name_birthyear,1
10109,Arne Westgren,M,1889,NA,Q6238013,wikidata_name_birthyear,1
3254,Alexander Naumovich Frumkin,M,1895,1976,Q2448727,wikidata_name_birthyear,1
5042,Hans Adolf Krebs,M,1900,1981,Q57191,wikidata_name_birthyear,1
9021,Hugh Taylor,M,1890,NA,Q505878,wikidata_name_birthyear,1
8398,Nikolay Nikolayevich Semyonov,M,1896,1986,Q48990,wikidata_name_birthyear,1
8323,Glenn Theodore Seaborg,M,1912,1999,Q48973,wikidata_name_birthyear,1
10302,Robert Burns Woodward,M,1917,1979,Q232316,wikidata_name_birthyear,1
2466,William von Eggers Doering,M,1917,2011,Q908247,wikidata_name_birthyear,1
2408,Henri Devaux,M,1862,NA,Q32940416,wikidata_name_birthyear,1
9282,Arne Tiselius,M,1902,1971,Q233026,wikidata_name_birthyear,1
3376,S Geigy,M,NA,NA,NA,no_data,0
5729,Paul Läuger,M,1896,NA,Q123176915,wikidata_name_birthyear,1
4194,Cyril Norman Hinshelwood,M,1897,1967,Q48986,wikidata_name_birthyear,1
305,Roger Adams,M,1889,1971,Q1534144,wikidata_name_birthyear,1
3986,Johan Arvid Hedvall,M,1888,1974,Q5796635,wikidata_name_birthyear,1
5319,Paul Lebeau,M,1868,NA,Q900301,wikidata_name_birthyear,1
6085,Hans Lebrecht Meerwein,M,1879,1965,Q99052,wikidata_name_birthyear,1
10086,Chester Werkman,M,1893,1962,Q15794028,wikidata_name_birthyear,1
290,Philip Abelson,M,1913,NA,Q377815,wikidata_name_birthyear,1
4823,Morris Kharasch,M,1895,1957,Q3324412,wikidata_name_birthyear,1
7754,David Rittenberg,M,1906,1970,Q5239083,wikidata_name_birthyear,1
6318,Alfred Mirsky,M,1900,NA,Q4723167,wikidata_name_birthyear,1
7511,Paul Rabe,M,1869,NA,Q15149240,wikidata_name_birthyear,1
4527,Pierre Jacquet,M,1906,NA,Q17561197,wikidata_name_birthyear,1
2427,Gerhard Dickel,M,1913,NA,Q43293224,wikidata_name_birthyear,1
4794,Joseph Kennedy,M,1916,NA,Q1708246,wikidata_name_birthyear,1
1872,Edwin Cohn,M,1892,1953,Q905774,wikidata_name_birthyear,1
3096,Karl Folkers,M,1906,1997,Q268874,wikidata_name_birthyear,1
3469,Domingo Giribaldo,M,1860,NA,Q27581888,wikidata_name_birthyear,1
3995,Michael Heidelberger,M,1888,1991,Q610072,wikidata_name_birthyear,1
4016,George Heise,M,1888,NA,NA,unmatched,0
7663,Walter Reppe,M,1892,1969,Q68368,wikidata_name_birthyear,1
7866,William Rose,M,1887,1985,Q11902439,wikidata_name_birthyear,2
9289,Alexander Robertus Todd,M,1907,1997,Q157242,wikidata_name_birthyear,1
2632,George Dyson,M,1902,NA,NA,unmatched,0
7722,Friedrich Richter,M,1896,NA,Q52904936,wikidata_name_birthyear,1
4789,Edward Kendall,M,1886,1972,Q110101,wikidata_name_birthyear,1
6270,Karl Miescher,M,1892,NA,Q1732381,wikidata_name_birthyear,1
10299,Harland Wood,M,1907,1991,Q1585463,wikidata_name_birthyear,1
4913,A Kluyver,NA,NA,NA,NA,no_data,0
10521,Ralph Walter Wyckoff,M,1897,1994,Q907498,wikidata_name_birthyear,1
4768,David Keilin,M,1887,1963,Q1174949,wikidata_name_birthyear,1
782,George Wells Beadle,M,1903,1989,Q238739,wikidata_name_birthyear,1
1550,Melvin Calvin,M,1911,1997,Q49347,wikidata_name_birthyear,1
5455,Choh Hao Li,M,1913,1987,Q707506,wikidata_name_birthyear,1
1930,Edward Joseph Conway,M,1894,1968,NA,unmatched,0
3072,Paul John Flory,M,1910,1985,Q176351,wikidata_name_birthyear,1
