person_id,lastname,firstname,gender,birth_year,death_year,full_name
16147,Feuer,Henry,M,1912,2011,Henry Feuer
16167,Nickon,Alex,M,1927,2021,Alex Nickon
16168,Sprecher,M,NA,NA,NA,M Sprecher
16169,Vitorovic,D,NA,NA,NA,D Vitorovic
16170,Wood,H.C. S.,NA,NA,NA,H.C. S. Wood
16171,Quagliariello,Ernesto,M,1924,2004,Ernesto Quagliariello
16175,Peyronel,Giorgio,M,NA,NA,Giorgio Peyronel
16176,Mason,Stephen Finney,M,1923,2007,Stephen Finney Mason
16177,Martinez-Manautou,J,NA,NA,NA,J Martinez-Manautou
16178,Skoog,F,NA,NA,NA,F Skoog
16179,Bargetzi,J,NA,NA,NA,J Bargetzi
16180,van der Kelen,G,NA,NA,NA,G van der Kelen
16181,Cadariu,I,NA,NA,NA,I Cadariu
16183,Hisatsune,I,NA,NA,NA,I Hisatsune
16184,Mirone,P,NA,NA,NA,P Mirone
16185,Nakajima,T,NA,NA,NA,T Nakajima
16186,North,A,NA,NA,NA,A North
16191,Groth,Wilhelm,M,1904,1977,Wilhelm Groth
16193,Fujinaga,T,NA,NA,NA,T Fujinaga
16195,Schwabe,K,NA,NA,NA,K Schwabe
16196,Schalscha Becker,E,NA,NA,NA,E Schalscha Becker
16199,Farcasan,V,NA,NA,NA,V Farcasan
16200,Marcu,G,NA,NA,NA,G Marcu
16202,Smith,D,NA,NA,NA,D Smith
16203,Mallette,M,NA,NA,NA,M Mallette
16204,Beckey,Hans-Dieter,M,1921,1992,Hans-Dieter Beckey
16205,Sheppard,Norman,M,1921,2015,Norman Sheppard
16208,Kabachnik,Martin Israelevich,M,1908,1997,Martin Israelevich Kabachnik
16209,Itô,S,NA,NA,NA,S Itô
16210,Saito,K,NA,NA,NA,K Saito
16211,Sakurai,Hideki,M,1931,2024,Hideki Sakurai
16212,Takase,K,NA,NA,NA,K Takase
16213,Tamiya,N,NA,NA,NA,N Tamiya
16218,Connell,G,NA,NA,NA,G Connell
16219,Whitehead,T,NA,NA,NA,T Whitehead
16220,Horn,O,M,NA,NA,O Horn
16221,Dondon,M,NA,NA,NA,M Dondon
16223,Fayard,F,NA,NA,NA,F Fayard
16224,Berger,J,NA,NA,NA,J Berger
16225,Szarvas,P,NA,NA,NA,P Szarvas
16227,Wartik,Thomas,M,1921,2013,Thomas Wartik
16228,Jones,William,M,1930,2022,William Jones
16231,Jones,A,NA,NA,NA,A Jones
16233,Beck,Mihály Tibor,M,1929,2017,Mihály Tibor Beck
16234,Swan,J,NA,NA,NA,J Swan
16235,von Holt,C,NA,NA,NA,C von Holt
16237,Numa,Shosaku,M,1929,1992,Shosaku Numa
16238,Appel,Rolf,M,1921,2012,Rolf Appel
16239,Casnati,G,NA,NA,NA,G Casnati
16241,Golfier,M,NA,NA,NA,M Golfier
16242,Ishag,M,NA,NA,NA,M Ishag
16244,Stephen,A,NA,NA,NA,A Stephen
16245,Alvarado,F,NA,NA,NA,F Alvarado
16247,Cori,O,NA,NA,NA,O Cori
16248,Morales-Malva,J,NA,NA,NA,J Morales-Malva
16249,Saika,A,NA,NA,NA,A Saika
16250,Mukai,T,NA,NA,NA,T Mukai
16255,Van Sumere,C,NA,NA,NA,C Van Sumere
16257,Norman,Richard Oswald Chandler,M,1932,1993,Richard Oswald Chandler Norman
16261,Caubère,Paul,M,NA,NA,Paul Caubère
16271,Robinson,G,NA,NA,NA,G Robinson
16273,Ivin,K,NA,NA,NA,K Ivin
16274,Korte,F,NA,NA,NA,F Korte
16624,Kaesz,Herbert,M,1933,2012,Herbert Kaesz
16625,Knunyants,Ivan Lyudvigovich,M,1906,1990,Ivan Lyudvigovich Knunyants
16626,Smith,J,NA,NA,NA,J Smith
16629,Rogers,D,NA,NA,NA,D Rogers
16630,Baciocchi,E,NA,NA,NA,E Baciocchi
16631,Hirst,J,NA,NA,NA,J Hirst
16633,Miller,J,NA,NA,NA,J Miller
16636,Decker,K,NA,NA,NA,K Decker
16637,Schreiber,K,NA,NA,NA,K Schreiber
16639,MacIntyre,I,NA,NA,NA,I MacIntyre
16640,Teichner,S,NA,NA,NA,S Teichner
16641,Aebi,H,NA,NA,NA,H Aebi
16642,Schröder,Gerhard,M,1929,2015,Gerhard Schröder
16884,Fischer,H,NA,NA,NA,H Fischer
16644,Indelli,A,NA,NA,NA,A Indelli
16645,Ohno,Kimio,M,1926,2017,Kimio Ohno
16647,Eisenberg,H,NA,NA,NA,H Eisenberg
16648,Los,J,NA,NA,NA,J Los
16652,Lawrie,R,NA,NA,NA,R Lawrie
16653,Taylor,D A,NA,NA,NA,D A Taylor
16654,Gautheron,D,NA,NA,NA,D Gautheron
16656,Noguchi,J,NA,NA,NA,J Noguchi
16658,Sharon,Nathan,M,1925,2011,Nathan Sharon
16659,King,H,NA,NA,NA,H King
16660,Krisch,Klaus Helmut,M,1928,1975,Klaus Helmut Krisch
16661,Hoffmann-Ostenhof,Otto,M,1914,1992,Otto Hoffmann-Ostenhof
16662,Komarek,Kurt Ludwig,M,1926,2016,Kurt Ludwig Komarek
16665,Sancho,J,NA,NA,NA,J Sancho
16666,Baur,M,NA,NA,NA,M Baur
16667,Broun,G,NA,NA,NA,G Broun
16668,Owen,L,NA,NA,NA,L Owen
16669,Talbot,G,NA,NA,NA,G Talbot
16671,Watkins,W,NA,NA,NA,W Watkins
16673,Baret,R,NA,NA,NA,R Baret
16674,Davies,M,NA,NA,NA,M Davies
16676,Weedon,Basil Charles Leicester,M,1923,2003,Basil Charles Leicester Weedon
16677,Ross,John,M,1926,2017,John Ross
16678,Nath,M,NA,NA,NA,M Nath
16680,Robertson,A J,NA,NA,NA,A J Robertson
16681,Truter,M,NA,NA,NA,M Truter
16683,Moccia,R,NA,NA,NA,R Moccia
16684,Canonica,L,NA,NA,NA,L Canonica
16687,Sachtler,Wolfgang,M,1924,2017,Wolfgang Sachtler
16689,Gulbaran,E,NA,NA,NA,E Gulbaran
16690,Hikime,S,NA,NA,NA,S Hikime
16691,MacLean,C,NA,NA,NA,C MacLean
16693,Shimoji,M,NA,NA,NA,M Shimoji
16695,Roy,J,NA,NA,NA,J Roy
16697,Kelly,F H,NA,NA,NA,F H Kelly
16700,Grisebach,H,NA,NA,NA,H Grisebach
16701,Baldwin,Jack Edward,M,1938,2020,Jack Edward Baldwin
16702,Bickelhaupt,F,NA,NA,NA,F Bickelhaupt
16703,Plieninger,H,NA,NA,NA,H Plieninger
16708,Kida,S,NA,NA,NA,S Kida
16710,Kloosterziel,F,NA,NA,NA,F Kloosterziel
16711,Marino,G,NA,NA,NA,G Marino
16714,Cheesman,D,NA,NA,NA,D Cheesman
16715,Musso,Hans,M,1925,1988,Hans Musso
16716,Fernández Alonso,José Ignacio,M,1917,1998,José Ignacio Fernández Alonso
16719,James,A,NA,NA,NA,A James
16720,Williams,G,NA,NA,NA,G Williams
16722,Neidlein,Richard,M,1930,2012,Richard Neidlein
16725,Zbigniew Kecki,NA,M,1926,2003,Zbigniew Kecki
16726,Nowacki,W,NA,NA,NA,W Nowacki
16727,Lemonde,A,NA,NA,NA,A Lemonde
16731,Björkman,Anders,M,1920,2006,Anders Björkman
16732,Eugster,Conrad Hans,M,1921,2012,Conrad Hans Eugster
16735,Laurent,A,NA,NA,NA,A Laurent
16736,Baum,H,NA,NA,NA,H Baum
16738,Ramachandran,L,NA,NA,NA,L Ramachandran
16739,Sheludko,Alexei Dimitrow,M,1920,1995,Alexei Dimitrow Sheludko
16741,Yagi,K,NA,NA,NA,K Yagi
16742,Gayoso,M,NA,NA,NA,M Gayoso
16743,Hirai,H,NA,NA,NA,H Hirai
16745,Janaszewski,B,NA,NA,NA,B Janaszewski
16746,Stolarczyk,L,NA,NA,NA,L Stolarczyk
18787,Hayward,L,NA,NA,NA,L Hayward
18786,Harrison,L,NA,NA,NA,L Harrison
18785,Fritz,H,NA,NA,NA,H Fritz
18795,Page,Irvine Heinly,M,1901,1991,Irvine Heinly Page
18802,Woldbye,F,NA,NA,NA,F Woldbye
18799,Hodgkin,D. C,NA,NA,NA,D. C Hodgkin
18805,Huisgen,R,NA,NA,NA,R Huisgen
18804,Burgstahler,A. W,NA,NA,NA,A. W Burgstahler
18809,Kiessling,R,NA,NA,NA,R Kiessling
18813,Eaborn,C,NA,NA,NA,C Eaborn
18819,Kerkut,Gerald Allan,M,1927,2004,Gerald Allan Kerkut
18827,Prydz,H,NA,NA,NA,H Prydz
18829,Semenov,Nikolay Nikolayevich,M,1896,1986,Nikolay Nikolayevich Semenov
18832,Wagner,Heinz Georg,M,1928,2020,Heinz Georg Wagner
18841,Rånby,B,NA,NA,NA,B Rånby
18838,Brauman,John Isaiah,M,1937,2024,John Isaiah Brauman
18835,,NA,NA,NA,NA,
18837,Miller,William Taylor,M,1911,1998,William Taylor Miller
18844,Past,V,NA,NA,NA,V Past
18847,Weil,Konrad Georg,M,1927,2009,Konrad Georg Weil
18846,Barbier,M,NA,NA,NA,M Barbier
18849,Zanchetta,J. -V,NA,NA,NA,J. -V Zanchetta
18852,Unger,K,NA,NA,NA,K Unger
18854,Schaltegger,H,NA,NA,NA,H Schaltegger
18856,Patchornik,A,NA,NA,NA,A Patchornik
18858,Tener,Gordon Malcolm,M,1927,2008,Gordon Malcolm Tener
18862,Schurz,J,NA,NA,NA,J Schurz
18860,Holasek,A,NA,NA,NA,A Holasek
18870,Gagnaire,D,NA,NA,NA,D Gagnaire
18869,Côté,R. -H,NA,NA,NA,R. -H Côté
18872,Saveant,J. M,NA,NA,NA,J. M Saveant
18875,Quiniou,H,NA,NA,NA,H Quiniou
18887,Tadokoro,H,NA,NA,NA,H Tadokoro
18886,Shiba,T,NA,NA,NA,T Shiba
18885,Seki,S,NA,NA,NA,S Seki
18884,Otozai,K,NA,NA,NA,K Otozai
18883,Nakagawa,M,NA,NA,NA,M Nakagawa
18882,Murata,I,NA,NA,NA,I Murata
18881,Matsushima,Y,NA,NA,NA,Y Matsushima
18880,Kuwata,K,NA,NA,NA,K Kuwata
18879,Ikeda,S,NA,NA,NA,S Ikeda
18878,Chihara,H,NA,NA,NA,H Chihara
18889,Grünanger,P,NA,NA,NA,P Grünanger
18891,Kursanov,A. L,NA,NA,NA,A. L Kursanov
18895,Fierens,P,NA,NA,NA,P Fierens
18898,Zachau,Hans Georg,M,1930,2017,Hans Georg Zachau
18897,Smith,M,NA,NA,NA,M Smith
18903,Musgrave,W. K. R,NA,NA,NA,W. K. R Musgrave
18901,Van Cakenberghe,J,NA,NA,NA,J Van Cakenberghe
18905,Sandström,J,NA,NA,NA,J Sandström
18907,Faucherre,J,NA,NA,NA,J Faucherre
18911,Nozakura,S,NA,NA,NA,S Nozakura
18915,Paddock,N,NA,NA,NA,N Paddock
18918,Déportes,C,NA,NA,NA,C Déportes
18929,Sutherland,J. K,NA,NA,NA,J. K Sutherland
18928,Schöllkopf,U,NA,NA,NA,U Schöllkopf
18927,Nöth,H,NA,NA,NA,H Nöth
18925,Hafner,K,NA,NA,NA,K Hafner
18922,Boehm,Hanns-Peter,M,1928,2022,Hanns-Peter Boehm
18931,Sakellaridis,P,NA,NA,NA,P Sakellaridis
18937,Vihko,R,NA,NA,NA,R Vihko
18951,Bergmann,Ernst David,M,1903,1975,Ernst David Bergmann
18954,Tani,H,NA,NA,NA,H Tani
18956,Baldwin,Robert Lesh 'Buzz',NA,1927,2021,Robert Lesh 'Buzz' Baldwin
18959,Rouxel,J,NA,NA,NA,J Rouxel
18961,Paetzold,Peter,M,1935,2023,Peter Paetzold
18982,Springall,H,NA,NA,NA,H Springall
18987,Varshney,I. P,NA,NA,NA,I. P Varshney
18989,Postovskij,I. Ya,NA,NA,NA,I. Ya Postovskij
18991,Graff,Y,NA,NA,NA,Y Graff
18995,Lindberg,Jarl Johan,M,1921,2008,Jarl Johan Lindberg
19002,Dagonnier,R,NA,NA,NA,R Dagonnier
19005,Grisolía García,Santiago,M,1923,2022,Santiago Grisolía García
19008,Corona,R,NA,NA,NA,R Corona
19012,Franke,W,NA,NA,NA,W Franke
19019,Otterwill,Ronald Harry,M,1927,2008,Ronald Harry Otterwill
19017,Everett,D. H,NA,NA,NA,D. H Everett
19015,de Bruyn,Ph. L,NA,NA,NA,Ph. L de Bruyn
19025,Baltscheffsky,H,NA,NA,NA,H Baltscheffsky
19029,Semenza,G,NA,NA,NA,G Semenza
19034,Tkâc,A,NA,NA,NA,A Tkâc
3062,Flemming,W,M,NA,NA,W Flemming
1062,Blanchard,R,NA,NA,NA,R Blanchard
9975,Wanscher,Oscar,M,NA,NA,Oscar Wanscher
5844,Mall,Franklin,M,NA,NA,Franklin Mall
9381,Tschirch,A,M,NA,NA,A Tschirch
6565,Münsterberg,Hugo,M,NA,NA,Hugo Münsterberg
6727,Nocard,Ed.,M,NA,NA,Ed. Nocard
4884,Klebs,Edwin,M,NA,NA,Edwin Klebs
6215,Metchnikov,Ilya Ilyich (Élie),M,1845,1916,Ilya Ilyich (Élie) Metchnikov
1560,Campana,Roberto,M,NA,NA,Roberto Campana
7691,Ribbing,Seved,M,NA,NA,Seved Ribbing
4139,Heubner,Otto,M,NA,NA,Otto Heubner
1253,Bowditch,Pickering,M,NA,NA,Pickering Bowditch
4330,Howel,W,M,NA,NA,W Howel
7834,Rollett,Alexander,M,NA,NA,Alexander Rollett
5225,Langhans,Theodor,M,1839,1915,Theodor Langhans
4600,Johannessen,Axel,M,NA,NA,Axel Johannessen
4087,Hernando y Espinosa,Benito,M,NA,NA,Benito Hernando y Espinosa
11951,de Kroustchoff,K,NA,NA,NA,K de Kroustchoff
11950,Tschistowitch,N,NA,NA,NA,N Tschistowitch
11949,Soubbotin,M,NA,NA,NA,M Soubbotin
11787,Rein,G,NA,NA,NA,G Rein
11788,Botkin,S,NA,NA,NA,S Botkin
11930,Winogradoff,K,NA,NA,NA,K Winogradoff
11948,Téréchine,S,NA,NA,NA,S Téréchine
11947,Bellarminoff,L,NA,NA,NA,L Bellarminoff
11946,Danilewsky,A,NA,NA,NA,A Danilewsky
11945,Albitsky,P,NA,NA,NA,P Albitsky
11944,Bechterow,B,NA,NA,NA,B Bechterow
11943,Wahrliebe,W,NA,NA,NA,W Wahrliebe
11942,Kholodkovsky,N,NA,NA,NA,N Kholodkovsky
11941,Goundobine,N,NA,NA,NA,N Goundobine
11939,Ratimoff,B,NA,NA,NA,B Ratimoff
11938,Pavloff,T,NA,NA,NA,T Pavloff
11937,Dianine,A,NA,NA,NA,A Dianine
11936,Tarenetzky,A,NA,NA,NA,A Tarenetzky
11935,Krawkow,N,NA,NA,NA,N Krawkow
11934,Lébédèff,A,NA,NA,NA,A Lébédèff
11933,Kossorotoff,D,NA,NA,NA,D Kossorotoff
11932,Lavdowsky,M,NA,NA,NA,M Lavdowsky
11931,Krouglewsky,N,NA,NA,NA,N Krouglewsky
11900,Janowsky,M,NA,NA,NA,M Janowsky
11929,Simanowsky,N,NA,NA,NA,N Simanowsky
8166,Schidlovsky,S,M,NA,NA,S Schidlovsky
8560,Sirotine,W,M,NA,NA,W Sirotine
7413,Pribytek,H,M,NA,NA,H Pribytek
9408,Turner,H,M,NA,NA,H Turner
6942,Pachoutine,V,M,NA,NA,V Pachoutine
9833,von Nencki,Marcel,M,NA,NA,Marcel von Nencki
471,Aquilera,Frederico Oloriz,M,NA,NA,Frederico Oloriz Aquilera
8073,San-Martin,Alexander,M,NA,NA,Alexander San-Martin
7693,Ribera y San,José,M,NA,NA,José Ribera y San
4590,Jimenes Garcia,Ramon,M,NA,NA,Ramon Jimenes Garcia
3743,Guzman André,Felix,M,NA,NA,Felix Guzman André
8099,Sanudo,Manuel Alonso,M,NA,NA,Manuel Alonso Sanudo
8077,Sanchez Herrero,Abdvin,M,NA,NA,Abdvin Sanchez Herrero
6813,Ocana,José Gomez,M,NA,NA,José Gomez Ocana
4591,Jimeno,Amalio,M,NA,NA,Amalio Jimeno
3697,Guedea y Calvo,Luis,M,NA,NA,Luis Guedea y Calvo
1695,Chacon,Antonio Fernandez,M,NA,NA,Antonio Fernandez Chacon
1536,Calbjo,Julian,M,NA,NA,Julian Calbjo
8062,Salomonsen,Carl,M,NA,NA,Carl Salomonsen
11763,Jelgersma,G,NA,NA,NA,G Jelgersma
11924,Weit,J,NA,NA,NA,J Weit
11923,Koster Gzn,W,NA,NA,NA,W Koster Gzn
11922,van Iterson,J,NA,NA,NA,J van Iterson
11921,McGillany,NA,NA,NA,NA,McGillany
11920,Rosenstein,Siegmund,M,NA,NA,Siegmund Rosenstein
6744,Nolen,W,M,NA,NA,W Nolen
10361,Zaayer,T,M,NA,NA,T Zaayer
1882,Coler,NA,NA,NA,NA,Coler
2871,Exner,Sigmund,M,1846,1926,Sigmund Exner
9299,Toldt,G,M,NA,NA,G Toldt
10048,Weichselbaum,A,M,NA,NA,A Weichselbaum
7056,Pavy,F,M,NA,NA,F Pavy
8243,Schrötter,Leopold,M,NA,NA,Leopold Schrötter
9874,von Thanhoffer,L,M,NA,NA,L von Thanhoffer
2028,Crocker,Radcliff,M,NA,NA,Radcliff Crocker
9798,von Koranyi (Korangi),Friedrich,M,NA,NA,Friedrich von Koranyi (Korangi)
7145,Pertik,Otto,M,NA,NA,Otto Pertik
9055,Thane,G,M,NA,NA,G Thane
7347,Poore,George,M,NA,NA,George Poore
3132,Foster,M,M,NA,NA,M Foster
2105,Dahlström,Hjalmar,M,NA,NA,Hjalmar Dahlström
9594,Vennerholm,John,M,NA,NA,John Vennerholm
8920,Svensson,Josef,M,NA,NA,Josef Svensson
5655,Loukianow,S,M,NA,NA,S Loukianow
7468,Proust,Adrien,M,NA,NA,Adrien Proust
4280,Holst,Axel,M,NA,NA,Axel Holst
7374,Poulsson,E,NA,NA,NA,E Poulsson
3395,Gerhardt,K,M,NA,NA,K Gerhardt
5323,Leboucq,H,M,NA,NA,H Leboucq
9760,von Genersich,Anton,M,NA,NA,Anton von Genersich
2193,de Bokay,A,M,NA,NA,A de Bokay
5063,Kronecker,Hugo,M,NA,NA,Hugo Kronecker
3347,Gaskell,W,M,NA,NA,W Gaskell
7308,Pohl,Julius,M,NA,NA,Julius Pohl
9789,von Jaksch,R,M,NA,NA,R von Jaksch
1766,Chiari,Hans,M,NA,NA,Hans Chiari
5080,Krönlein,R,M,NA,NA,R Krönlein
3356,Gaule,Justus,M,NA,NA,Justus Gaule
9890,von Winckel,F,M,NA,NA,F von Winckel
1429,Buchner,Hans,M,NA,NA,Hans Buchner
8154,Schenck,F,M,NA,NA,F Schenck
4143,Heuppe,Ferdinand,M,NA,NA,Ferdinand Heuppe
699,Bard,L,M,NA,NA,L Bard
4382,Huppert,K,M,NA,NA,K Huppert
4611,Jolin,Severin,M,NA,NA,Severin Jolin
10407,Ziehen,Th,M,NA,NA,Th Ziehen
3017,Firket,C,M,NA,NA,C Firket
9697,Voit,Carl,M,NA,NA,Carl Voit
9879,von Udránszky,Ladislaus,M,NA,NA,Ladislaus von Udránszky
3755,Haab,O,M,NA,NA,O Haab
602,Bach,Ludwig,M,NA,NA,Ludwig Bach
7486,Purjesz,Siegmund,M,NA,NA,Siegmund Purjesz
9846,von Riegler,Gustav,M,NA,NA,Gustav von Riegler
8922,Swaen,A,M,NA,NA,A Swaen
4656,Julin,Charles,M,NA,NA,Charles Julin
11734,Cybulsci,Napoleon,M,NA,NA,Napoleon Cybulsci
11733,Stopzanski,Ales.,NA,NA,NA,Ales. Stopzanski
11732,Jordan,Henri,M,NA,NA,Henri Jordan
11731,Kader,Bronislas,M,NA,NA,Bronislas Kader
9915,Wachholz,Leo,M,NA,NA,Leo Wachholz
11730,Wicherkiewicz,Bolislaw,M,NA,NA,Bolislaw Wicherkiewicz
11729,Jakubowski,Mathior,M,NA,NA,Mathior Jakubowski
11728,Kostanechi,Casimir,M,NA,NA,Casimir Kostanechi
11727,Bujwid,Odo,M,NA,NA,Odo Bujwid
5294,Lazarski,Joseph,M,NA,NA,Joseph Lazarski
1306,Brawicz,Tadeusz,M,NA,NA,Tadeusz Brawicz
5904,Mares,F,NA,NA,NA,F Mares
3279,Fürbringer,Max,M,NA,NA,Max Fürbringer
3630,Greenfield,W,M,NA,NA,W Greenfield
3129,Forster,J,M,NA,NA,J Forster
8276,Schwalbe,G,NA,NA,NA,G Schwalbe
3447,Gilkinet,Alf.,M,NA,NA,Alf. Gilkinet
7911,Roth,Wladimir,M,NA,NA,Wladimir Roth
9872,von Tappeiner,H,NA,NA,NA,H von Tappeiner
2225,de Giaxa,Vincenzo,M,NA,NA,Vincenzo de Giaxa
5976,Masius,Voltaire,M,NA,NA,Voltaire Masius
5109,Küster,E,M,NA,NA,E Küster
10154,Widmark,Johan,M,NA,NA,Johan Widmark
6787,Nuel,I,M,NA,NA,I Nuel
10336,Wyss,Oscar,M,NA,NA,Oscar Wyss
4229,Hlava,J,NA,NA,NA,J Hlava
9891,von Winiwarter,A,M,NA,NA,A von Winiwarter
3187,Fraser,Thomas,M,NA,NA,Thomas Fraser
13213,Bjerrum,Jannik,M,1851,1920,Jannik Bjerrum
6240,Meyer,Leopold,M,NA,NA,Leopold Meyer
2884,Faber,Knud,M,1862,1956,Knud Faber
10094,Wertheim Salomonson,J,M,NA,NA,J Wertheim Salomonson
7083,Pelácz,P,NA,NA,NA,P Pelácz
1270,Bradbury,J,M,NA,NA,J Bradbury
4447,Imerwol,V,NA,NA,NA,V Imerwol
6197,Merkel,Fr,M,NA,NA,Fr Merkel
10445,Zweifel,Paul,M,NA,NA,Paul Zweifel
9731,von Bunge,G,M,NA,NA,G von Bunge
6893,Orth,J,M,NA,NA,J Orth
4092,Herrick,James,M,NA,NA,James Herrick
8111,Sattler,H,NA,NA,NA,H Sattler
2669,Ebstein,W,NA,NA,NA,W Ebstein
2017,Cramer,Aug.,M,NA,NA,Aug. Cramer
9745,von Esmarch,Erwin,M,NA,NA,Erwin von Esmarch
4437,Ide,M,NA,NA,NA,M Ide
9782,von Hippel,A,M,NA,NA,A von Hippel
9472,Uzinsky,N,NA,NA,NA,N Uzinsky
5392,Leontieff,C,NA,NA,NA,C Leontieff
7576,Rasumowskij,Vasili Ivanovich,M,1857,1935,Vasili Ivanovich Rasumowskij
4518,Jacobj,C,NA,NA,NA,C Jacobj
5979,Masoin,E,M,NA,NA,E Masoin
10099,Werworn,Max,M,NA,NA,Max Werworn
7683,Reymond,Charles,M,NA,NA,Charles Reymond
4970,Kollman,I,M,NA,NA,I Kollman
5307,Le Denty,A,M,NA,NA,A Le Denty
8655,Soltmann,Otto,M,NA,NA,Otto Soltmann
8529,Sigalas,C,M,NA,NA,C Sigalas
710,Barker,Lewellys,M,NA,NA,Lewellys Barker
5169,Laitinen,Taav.,M,NA,NA,Taav. Laitinen
502,Arnozan,H,M,NA,NA,H Arnozan
4249,Hoffmann,F,M,NA,NA,F Hoffmann
303,Adami,George,M,NA,NA,George Adami
2057,Curschmann,Hans,M,NA,NA,Hans Curschmann
2962,Ferré,G,NA,NA,NA,G Ferré
3635,Gréhant,N,M,NA,NA,N Gréhant
4603,Johansson,Johan,M,NA,NA,Johan Johansson
9756,von Frey,M,M,NA,NA,M von Frey
3883,Harbitz,Francis,M,NA,NA,Francis Harbitz
7926,Roux,NA,NA,NA,NA,Roux
10158,Wiedersheim,Robert,M,NA,NA,Robert Wiedersheim
2165,Davis,Edward,M,NA,NA,Edward Davis
7581,Rauber,A,M,NA,NA,A Rauber
5885,Manz,Wilhelm,M,NA,NA,Wilhelm Manz
1995,Councilman,W,M,NA,NA,W Councilman
7093,Pelman,Carl,M,NA,NA,Carl Pelman
8034,Saemisch,Th,M,NA,NA,Th Saemisch
1029,Binz,Carl,M,NA,NA,Carl Binz
6408,Moreau,NA,NA,NA,NA,Moreau
10317,Wright,James,M,NA,NA,James Wright
10404,Ziegler,NA,NA,NA,NA,Ziegler
7306,Podwyssocki,V,M,NA,NA,V Podwyssocki
5254,Laskowski,Sigismond,M,1841,1928,Sigismond Laskowski
5127,la Valette St George,V,M,NA,NA,V la Valette St George
8582,Skvortzow,Sv,NA,NA,NA,Sv Skvortzow
3339,Garré,C,NA,NA,NA,C Garré
1520,Caballero,Juan Barcia,M,NA,NA,Juan Barcia Caballero
9553,van Wijhe,J,NA,NA,NA,J van Wijhe
1296,Brault,J,NA,NA,NA,J Brault
9718,von Baumgarten,P,M,NA,NA,P von Baumgarten
2843,Eternod,A,NA,NA,NA,A Eternod
3990,Heger,Paul,M,NA,NA,Paul Heger
3091,Fokker,A,M,NA,NA,A Fokker
9364,Truc,H,NA,NA,NA,H Truc
1530,Cadiz,Mamerto,M,NA,NA,Mamerto Cadiz
1387,Bruch,Edv.,M,NA,NA,Edv. Bruch
3989,Hegar,NA,NA,NA,NA,Hegar
9493,Valenti,Giulio,M,NA,NA,Giulio Valenti
11798,Korczynski,Edward,M,1844,1905,Edward Korczynski
2239,de Klecki,Ch,M,NA,NA,Ch de Klecki
950,Bertin-Sans,H,NA,NA,NA,H Bertin-Sans
7674,Reverdin,Auguste,M,NA,NA,Auguste Reverdin
8652,Solis-Cohen,J,M,NA,NA,J Solis-Cohen
7909,Rotch,Thomas,M,NA,NA,Thomas Rotch
1626,Carrieu,M,NA,NA,NA,M Carrieu
5957,Martinotti,G,NA,NA,NA,G Martinotti
8097,Santesson,Carl,M,NA,NA,Carl Santesson
8314,Scimemi,E,NA,NA,NA,E Scimemi
2563,Ducamp,NA,NA,NA,NA,Ducamp
5826,Majocchi,Domenico,M,1849,1929,Domenico Majocchi
7087,Pellacani,Paolo,M,NA,NA,Paolo Pellacani
3443,Gilis,NA,NA,NA,NA,Gilis
6666,Neusser,Edmund,M,NA,NA,Edmund Neusser
8259,Schultze,Friedrich,M,NA,NA,Friedrich Schultze
7936,Rovighi,A,NA,NA,NA,A Rovighi
4445,Imbert,A,NA,NA,NA,A Imbert
1196,Bosc,F,M,NA,NA,F Bosc
3114,Forgue,E,NA,NA,NA,E Forgue
8145,Schauta,Friedrich,M,NA,NA,Friedrich Schauta
8066,Salva,Luigi,NA,NA,NA,Luigi Salva
6025,Mayor,A,NA,NA,NA,A Mayor
6087,Mégewand,L,M,NA,NA,L Mégewand
2647,D´Espine,Adolphe,M,NA,NA,Adolphe D´Espine
7405,Prevost,I,M,NA,NA,I Prevost
10242,Windle,Bertram,M,NA,NA,Bertram Windle
7845,Rommelaere,W,NA,NA,NA,W Rommelaere
8668,Sormani,Joseph,M,NA,NA,Joseph Sormani
3116,Forlanini,Charles,M,NA,NA,Charles Forlanini
9772,von Grützner,Paul,M,NA,NA,Paul von Grützner
3603,Granet,M,NA,NA,NA,M Granet
5823,Mairet,NA,NA,NA,NA,Mairet
8232,Schottelius,Max,M,NA,NA,Max Schottelius
1788,Christiani,Hector,M,NA,NA,Hector Christiani
9011,Tartuferi,F,NA,NA,NA,F Tartuferi
3334,Gariel,G,NA,NA,NA,G Gariel
7797,Rodet,A,NA,NA,NA,A Rodet
9635,Vialleton,L,NA,NA,NA,L Vialleton
3024,Fischer,H,NA,NA,NA,H Fischer
4115,Herzen,A,NA,NA,NA,A Herzen
2664,Eberth,NA,NA,NA,NA,Eberth
9863,von Strümpell,A,NA,NA,NA,A von Strümpell
3151,Fraenkel,Carl,M,NA,NA,Carl Fraenkel
3901,Harnack,Erich,M,NA,NA,Erich Harnack
2597,Duncan,Andrew,M,NA,NA,Andrew Duncan
1436,Bugnion,E,NA,NA,NA,E Bugnion
9385,Tchistovitch,N,NA,NA,NA,N Tchistovitch
3751,Gärtner,A,NA,NA,NA,A Gärtner
9487,Vaillard,NA,NA,NA,NA,Vaillard
3932,Hasse,C,NA,NA,NA,C Hasse
6811,Obolonski,N,NA,NA,NA,N Obolonski
4650,Jourdan,E,NA,NA,NA,E Jourdan
8794,Stilling,H,NA,NA,NA,H Stilling
