person_id,lastname,firstname,gender,birth_year,death_year,full_name
14813,Iles de Paix (Islands of Peace),NA,NA,NA,NA,Iles de Paix (Islands of Peace)
14818,Borlaug,Norman Ernest,M,1914,2009,Norman Ernest Borlaug
14820,White,Ralph,M,1907,2007,Ralph White
14822,Ryder,Susan,F,1923,2000,Susan Ryder
14827,Knight,John,M,1894,1981,John Knight
14829,von Unruh,Fritz,M,1885,1970,Fritz von Unruh
14832,Hemerijckx,Frans,M,1902,1969,Frans Hemerijckx
15072,UNESCO,NA,NA,NA,NA,UNESCO
14842,Ferrer,Vincent,M,NA,NA,Vincent Ferrer
14847,World Council of Churches,NA,NA,NA,NA,World Council of Churches
14856,Collins,John,M,1910,1988,John Collins
14861,Pugwash Conferences on Science and World Affairs,NA,NA,NA,NA,Pugwash Conferences on Science and World Affairs
14866,La Pira,Giorgio,M,1904,1977,Giorgio La Pira
14869,Beauguitte,André,M,1901,1986,André Beauguitte
14871,Keeny,Spurgeon Milton,M,1893,1988,Spurgeon Milton Keeny
14873,The International Labour Organisation,NA,NA,NA,NA,The International Labour Organisation
14878,White,Paul Dudley,M,1886,1973,Paul Dudley White
14883,Dubcek,Alexander,M,1921,1992,Alexander Dubcek
14884,Foster,William Chapman,M,1897,1984,William Chapman Foster
14887,Rockefeller III,John Davison,M,1906,1978,John Davison Rockefeller III
14891,Chomsky,Noam,M,1928,NA,Noam Chomsky
14893,The International Labour Organization,NA,NA,NA,NA,The International Labour Organization
14897,Bliss,Charles Kaisel,M,1897,1985,Charles Kaisel Bliss
14899,Miller,Harry Willis,M,1879,1977,Harry Willis Miller
14902,Hatoyama,Kaoru,F,1888,1982,Kaoru Hatoyama
14907,Walsh,William Bertalan,M,1920,1996,William Bertalan Walsh
14909,Bhattacharya,Jogesh Chandra,M,NA,NA,Jogesh Chandra Bhattacharya
14916,Wells,Herman,M,1902,2000,Herman Wells
15078,Naryan,Jai Praksh,M,1902,1979,Jai Praksh Naryan
14922,,Athenagoras I,M,1886,1972,Athenagoras I 
9600,Verdross-Drossberg,Alfred,M,1890,1980,Alfred Verdross-Drossberg
14935,The People of Czechoslovakia,NA,NA,NA,NA,The People of Czechoslovakia
14942,The Salvation Army,NA,NA,NA,NA,The Salvation Army
14944,Radwanski,Pierre,M,NA,NA,Pierre Radwanski
15810,Duvalier,François,NA,NA,NA,François Duvalier
15815,Institute for Strategic Studies,NA,NA,NA,NA,Institute for Strategic Studies
15822,Câmara,Hélder,NA,NA,NA,Hélder Câmara
15833,Joint Church Aid,NA,NA,NA,NA,Joint Church Aid
15836,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",NA,NA,NA,NA,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
15845,Myrdal,Alva,F,1902,1986,Alva Myrdal
15850,Lewin,Isaac,M,1906,1995,Isaac Lewin
15852,the Shop Stewards of the Belfast Shipyards,NA,NA,NA,NA,the Shop Stewards of the Belfast Shipyards
15855,Holmström,Britta,NA,NA,NA,Britta Holmström
15857,International Fellowship of Reconciliation,NA,NA,NA,NA,International Fellowship of Reconciliation
15858,Fellowship of Reconciliation (American chapter),NA,NA,NA,NA,Fellowship of Reconciliation (American chapter)
15864,Blake,Eugene Carson,NA,NA,NA,Eugene Carson Blake
15868,Garcia Robles,Alfonso,M,1911,1991,Alfonso Garcia Robles
15952,Chazal,Jean,NA,NA,NA,Jean Chazal
15953,Buckminster Fuller,Richard,M,1895,1983,Richard Buckminster Fuller
15956,Brandt,Willy,M,1913,1992,Willy Brandt
15957,Pardo,Arvid,NA,NA,NA,Arvid Pardo
15959,Arasa,Francisco,NA,NA,NA,Francisco Arasa
15761,Villas Bôas,Orlando,M,1914,2002,Orlando Villas Bôas
15762,Villas Bôas,Claudio,M,1916,1998,Claudio Villas Bôas
15961,Wyszynski,Stefan,NA,NA,NA,Stefan Wyszynski
15962,Chavez,Cesar,M,1927,1993,Cesar Chavez
15963,Jugend in Beyreuth,NA,NA,NA,NA,Jugend in Beyreuth
15964,York,Herbert,NA,NA,NA,Herbert York
15965,Centre for Cultural and Social Cooperation,NA,NA,NA,NA,Centre for Cultural and Social Cooperation
3393,Gerhardsen,Einar,M,NA,NA,Einar Gerhardsen
2821,Erlander,Tage,M,NA,NA,Tage Erlander
15968,Stoyanov,Lyudmil,NA,NA,NA,Lyudmil Stoyanov
15969,Stassinopoulos,Michel,NA,NA,NA,Michel Stassinopoulos
15970,Compton,Randolph Parker,M,1892,1987,Randolph Parker Compton
15971,Bonnevie,Carl Emil Christian,M,1881,1972,Carl Emil Christian Bonnevie
15972,Monnet,Jean,M,1888,1979,Jean Monnet
16943,MacBride,Seán,M,1904,1988,Seán MacBride
16948,Dobriansky,Lev Eugene,M,1918,2008,Lev Eugene Dobriansky
16950,the Population Council,NA,NA,NA,NA,the Population Council
14881,Heath,Edward,M,1916,2005,Edward Heath
16953,Jenkins,Roy,NA,NA,NA,Roy Jenkins
17231,Teresa,Mother,F,1910,1997,Mother Teresa
16962,Trudeau,Pierre Elliott,NA,NA,NA,Pierre Elliott Trudeau
16965,Paul VI,Pope,NA,NA,NA,Pope Paul VI
17002,Marc,Alexandre,NA,NA,NA,Alexandre Marc
17005,Skau,Annie Margareth,F,1911,1992,Annie Margareth Skau
17008,Berrigan,Daniel,NA,NA,NA,Daniel Berrigan
17010,Berrigan,Philip,NA,NA,NA,Philip Berrigan
17023,Ottesen-Jensen,Elise,F,1886,1973,Elise Ottesen-Jensen
17024,Nader,Ralph,NA,NA,NA,Ralph Nader
17028,Diwakar,Ranganath Ramachandra,M,1894,1990,Ranganath Ramachandra Diwakar
17030,Suzman,Helen,F,1917,2009,Helen Suzman
17032,Grant,Isabelle Lyon Dean,F,1896,1977,Isabelle Lyon Dean Grant
17037,Chapman,William,NA,NA,NA,William Chapman
17038,Graham,Billy,M,1918,2018,Billy Graham
17052,Kutner,Luis,M,1908,1993,Luis Kutner
17054,Tiet,Tran-Minh,NA,NA,NA,Tran-Minh Tiet
17056,Schaff,Adam,NA,NA,NA,Adam Schaff
17058,Broz Tito,Josip,M,1892,1980,Josip Broz Tito
17066,Waldheim,Kurt,M,1918,2007,Kurt Waldheim
17068,Smith,Gerard,NA,NA,NA,Gerard Smith
17072,Kissinger,Henry Alfred,M,1923,2023,Henry Alfred Kissinger
17075,Nubla,Marcelo,M,1898,1984,Marcelo Nubla
17077,Chinmoy,Sri,M,1931,2007,Sri Chinmoy
17085,Schirokauer Hartman,Robert,M,1910,1973,Robert Schirokauer Hartman
17098,Tamayo,Fernando,NA,NA,NA,Fernando Tamayo
17099,Nixon,Richard Milhous,M,1913,1994,Richard Milhous Nixon
17107,Bilbao Rioja,Napoleón,NA,NA,NA,Napoleón Bilbao Rioja
17114,Jomo Kenyatta,Mzee,M,1893,1978,Mzee Jomo Kenyatta
17116,Universal Postal Union (L'Union postale universelle),NA,NA,NA,NA,Universal Postal Union (L'Union postale universelle)
17131,Starke,J,NA,NA,NA,J Starke
17136,Tho,Le Duc,M,1911,1990,Le Duc Tho
17141,The International League of Associations for the Mentally Handicapped,NA,NA,NA,NA,The International League of Associations for the Mentally Handicapped
17168,Rankin,Jeannette,F,1880,1973,Jeannette Rankin
17189,Léger,Paul Emile,NA,1904,1991,Paul Emile Léger
17197,Pisar,Samuel,NA,NA,NA,Samuel Pisar
17209,Ellsberg,Daniel,M,1931,2023,Daniel Ellsberg
15898,Gandhi,Indira,F,1917,1984,Indira Gandhi
17220,Bianchi,Manuel,NA,NA,NA,Manuel Bianchi
17222,Coll de Carlo,Conchita Cuchi,F,NA,NA,Conchita Cuchi Coll de Carlo
17226,McGovern,George Stanley,M,1922,2012,George Stanley McGovern
17233,Fernandez Rodriguez,Lorenzo,NA,NA,NA,Lorenzo Fernandez Rodriguez
17235,Sakharov,Andrei,M,1921,1989,Andrei Sakharov
17242,"Tolbert, Jr.",William Richard,NA,NA,NA,"William Richard Tolbert, Jr."
17258,Posin,Daniel,M,NA,NA,Daniel Posin
17268,International Press Institute,NA,NA,NA,NA,International Press Institute
17270,Committee on Human Rights in the USSR,NA,NA,NA,NA,Committee on Human Rights in the USSR
17273,Fullbright Program,NA,NA,NA,NA,Fullbright Program
14030,Sato,Eisako,M,1901,1975,Eisako Sato
17281,Gruening,Ernest,NA,NA,NA,Ernest Gruening
17287,Salas,Rafael,NA,NA,NA,Rafael Salas
17289,Echeverria Alvarez,Luis,NA,NA,NA,Luis Echeverria Alvarez
17292,Bossano,Luis,NA,NA,NA,Luis Bossano
17294,DeFrance Streit,Jeanne,F,NA,NA,Jeanne DeFrance Streit
17305,Hudson Silva,F,NA,NA,NA,F Hudson Silva
17317,Zassenhaus,Hiltgunt,F,1916,2004,Hiltgunt Zassenhaus
17323,Cugnasca,Giovanni,NA,NA,NA,Giovanni Cugnasca
18667,Edelstam,Harald,NA,NA,NA,Harald Edelstam
18671,World Association of Girl Guides and Girl Scouts,NA,NA,NA,NA,World Association of Girl Guides and Girl Scouts
18673,Chandra,Romesh,M,1919,2016,Romesh Chandra
18678,Pardo,Arvid,NA,1914,1999,Arvid Pardo
18688,Xirinacs,Lluis-María,M,1932,2007,Lluis-María Xirinacs
18690,Houphouët-Boigny,Félix,NA,1905,1993,Félix Houphouët-Boigny
18692,Kaiser,Edmond,NA,NA,NA,Edmond Kaiser
18696,Nagy,László,NA,NA,NA,László Nagy
18705,Inter-American Children's Institute,NA,NA,NA,NA,Inter-American Children's Institute
12798,Hambro,Edvard,M,1911,1977,Edvard Hambro
15950,Galtung,Johan,M,1930,2024,Johan Galtung
18739,The International Council of Women (ICW),NA,NA,NA,NA,The International Council of Women (ICW)
18766,The Portuguese Armed Forces Movement,NA,NA,NA,NA,The Portuguese Armed Forces Movement
18774,Rahman,Mujibur,NA,NA,NA,Mujibur Rahman
17127,Kaunda,Kenneth David,M,1924,2021,Kenneth David Kaunda
8900,Sundell,August,M,NA,NA,August Sundell
6670,Newcomb,Simon,M,NA,NA,Simon Newcomb
9234,Thompson,Silvanus,M,NA,NA,Silvanus Thompson
3934,Hasselberg,Bernhard,M,NA,NA,Bernhard Hasselberg
4169,Hildebrandsson,Hugo,M,NA,NA,Hugo Hildebrandsson
9054,Thalén,Robert,M,NA,NA,Robert Thalén
2250,de Lacaze-Duthiers,Joseph,M,NA,NA,Joseph de Lacaze-Duthiers
1069,Blaserna,Pietro,M,NA,NA,Pietro Blaserna
8510,Sidenbladh,Elis,M,NA,NA,Elis Sidenbladh
9726,von Bezold,Wilhelm,M,NA,NA,Wilhelm von Bezold
9778,von Hefner-Alteneck,Friedrich,M,NA,NA,Friedrich von Hefner-Alteneck
14333,Susky,Louis,M,NA,NA,Louis Susky
9837,von Pettenkofer,Max,M,NA,NA,Max von Pettenkofer
9843,von Recklinghausen,Friedrich,M,NA,NA,Friedrich von Recklinghausen
7669,Reuleaux,Franz,M,NA,NA,Franz Reuleaux
8869,Stuve,E,NA,NA,NA,E Stuve
10400,Zeuner,Gustav,M,NA,NA,Gustav Zeuner
1789,Christiansen,Christian,M,NA,NA,Christian Christiansen
2132,Darboux,Gaston,M,NA,NA,Gaston Darboux
7473,Prytz,Kristian,M,NA,NA,Kristian Prytz
5971,Mascart,Eleutère,M,NA,NA,Eleutère Mascart
1242,Boussinesq,Joseph,M,NA,NA,Joseph Boussinesq
1962,Cornu,Alfred,M,NA,NA,Alfred Cornu
3265,Fuchs,Lazarus,M,NA,NA,Lazarus Fuchs
6331,Mittag-Leffler,Gösta,M,NA,NA,Gösta Mittag-Leffler
14411,Lundquist,C. Gustaf,M,1841,1917,C. Gustaf Lundquist
4225,Hjelt,Edvard,M,NA,NA,Edvard Hjelt
5371,Lemström,Selim,M,NA,NA,Selim Lemström
8543,Simon,Hermann,M,NA,NA,Hermann Simon
2231,de Heen,Pierre,M,NA,NA,Pierre de Heen
314,Adelsköld,Claes,M,NA,NA,Claes Adelsköld
7818,Roiti,Antonio,M,NA,NA,Antonio Roiti
8163,Schiaparelli,Giovanni,M,NA,NA,Giovanni Schiaparelli
8567,Sjögren,Hjalmar,M,NA,NA,Hjalmar Sjögren
836,Bell,Louis,M,NA,NA,Louis Bell
5670,Lubbock,John,M,NA,NA,John Lubbock
10141,White,William,M,NA,NA,William White
10172,Wiener,Otto,M,NA,NA,Otto Wiener
9439,Umov,Nikolay,M,NA,NA,Nikolay Umov
3821,Hallwachs,Wilhelm,M,NA,NA,Wilhelm Hallwachs
7229,Pickering,Edward,M,NA,NA,Edward Pickering
5563,Lockyer,Norman,M,NA,NA,Norman Lockyer
5569,Lodge,Oliver,M,NA,NA,Oliver Lodge
9235,Thompson,Simon,M,NA,NA,Simon Thompson
10245,Winkelmann,Adolf,M,NA,NA,Adolf Winkelmann
7505,Quincke,Georg,M,NA,NA,Georg Quincke
4827,Khvol´son,Orest,M,NA,NA,Orest Khvol´son
4657,Julius,Wilhelm,M,NA,NA,Wilhelm Julius
1246,Bouty,Edmond,M,NA,NA,Edmond Bouty
7089,Pellat,Henri,M,NA,NA,Henri Pellat
2553,du Bois,Henri,M,NA,NA,Henri du Bois
3735,Guye,Charles,M,NA,NA,Charles Guye
2663,Ebert,Hermann,M,NA,NA,Hermann Ebert
1187,Bornet,Edouard,M,NA,NA,Edouard Bornet
7932,Roux,Pierre,M,NA,NA,Pierre Roux
10002,Wassmuth,Anton,M,NA,NA,Anton Wassmuth
746,Battelli,Angelo,M,NA,NA,Angelo Battelli
8561,Sissingh,Remmelt,M,NA,NA,Remmelt Sissingh
10239,Wind,Cornelis,M,NA,NA,Cornelis Wind
9397,Tumlirz,Ottokar,M,NA,NA,Ottokar Tumlirz
7185,Pettersson,Otto,M,NA,NA,Otto Pettersson
3194,Fredholm,Ivar,M,NA,NA,Ivar Fredholm
1588,Cantone,Michele,M,NA,NA,Michele Cantone
9362,Trouton,Frederick,M,NA,NA,Frederick Trouton
2012,Cox,John,M,NA,NA,John Cox
8987,Tallqvist,Hjalmar,M,NA,NA,Hjalmar Tallqvist
3607,Granqvist,Gustaf,M,NA,NA,Gustaf Granqvist
609,Backlund,Oskar,M,NA,NA,Oskar Backlund
846,Bendixson,Ivar,M,NA,NA,Ivar Bendixson
1603,Carlheim-Gyllensköld,Vilhelm,M,1859,1934,Vilhelm Carlheim-Gyllensköld
6950,Painlevé,Paul,M,NA,NA,Paul Painlevé
7216,Phragmén,Edvard,M,NA,NA,Edvard Phragmén
3815,Hallock,William,M,NA,NA,William Hallock
6674,Nichols,Ernest,M,NA,NA,Ernest Nichols
6995,Parker,Herschel,M,NA,NA,Herschel Parker
9394,Tufts,Frank,M,NA,NA,Frank Tufts
10285,Wolf,Maximilian,M,NA,NA,Maximilian Wolf
5992,Mathias,Emile,M,NA,NA,Emile Mathias
7305,Pockels,Friedrich,M,NA,NA,Friedrich Pockels
9826,von Meyer,Ernst,M,NA,NA,Ernst von Meyer
1399,Brunner,Heinrich,M,NA,NA,Heinrich Brunner
7727,Riecke,Eduard,M,NA,NA,Eduard Riecke
9436,Ul´yanin,Vse'volod,M,NA,NA,Vse'volod Ul´yanin
3510,Goldgammer,Dimitriy,M,NA,NA,Dimitriy Goldgammer
9706,Volterra,Vito,M,NA,NA,Vito Volterra
4322,Houllevigue,Louis,M,NA,NA,Louis Houllevigue
6577,Mörner,Karl,M,NA,NA,Karl Mörner
3929,Hasenöhrl,Friedrich,M,NA,NA,Friedrich Hasenöhrl
10155,Wiedemann,Eilhard,M,NA,NA,Eilhard Wiedemann
432,Andoyer,Henri,M,NA,NA,Henri Andoyer
465,Appell,Paul,M,NA,NA,Paul Appell
1343,Brillouin,Marcel,M,NA,NA,Marcel Brillouin
1524,Cabrera,Blas,M,NA,NA,Blas Cabrera
2211,De Castro Pulido,José,M,NA,NA,José De Castro Pulido
2948,Felíu,Bartolome,N,NA,NA,Bartolome Felíu
3539,González Marti,Ignacio,M,NA,NA,Ignacio González Marti
4185,Himstedt,Franz,M,NA,NA,Franz Himstedt
4543,Janet,Paul,M,NA,NA,Paul Janet
5120,Königsberger,Johann,M,NA,NA,Johann Königsberger
5436,Lévy,Maurice,M,NA,NA,Maurice Lévy
6261,Michel-Lévy,Auguste,M,NA,NA,Auguste Michel-Lévy
5660,Love,Augustus,M,NA,NA,Augustus Love
5668,Lozano,Eduardo,M,NA,NA,Eduardo Lozano
7967,Ruiz-Castizo y Ariza,José,M,NA,NA,José Ruiz-Castizo y Ariza
9000,Tanakadate,Aikitsu,M,NA,NA,Aikitsu Tanakadate
9585,Velain,Charles,M,NA,NA,Charles Velain
2264,De Marchi,Luigi,M,NA,NA,Luigi De Marchi
5429,Levi-Civita,Tullio,M,NA,NA,Tullio Levi-Civita
7696,Ricci-Curbastro,Gregorio,M,NA,NA,Gregorio Ricci-Curbastro
9641,Vicentini,Guiseppe,M,NA,NA,Guiseppe Vicentini
3261,Fröhlich,Isidor,M,NA,NA,Isidor Fröhlich
9805,von Kövesligethy,Rado,M,NA,NA,Rado von Kövesligethy
4912,Klupathy,Eugen,M,NA,NA,Eugen Klupathy
1725,Charlier,Carl,M,NA,NA,Carl Charlier
8883,Suess,Eduard,M,NA,NA,Eduard Suess
8149,Scheiner,Julius,M,NA,NA,Julius Scheiner
10047,Wehnelt,Arthur,M,NA,NA,Arthur Wehnelt
3528,Golitsyn,Boris,M,NA,NA,Boris Golitsyn
3085,Foerster,Wilhelm,M,NA,NA,Wilhelm Foerster
5545,Ljungberg,Erik,M,NA,NA,Erik Ljungberg
8133,Schaefer,Clemns,M,NA,NA,Clemns Schaefer
3686,Gröndal,Gustaf,M,NA,NA,Gustaf Gröndal
9514,van Aubel,Edmont,M,NA,NA,Edmont van Aubel
9884,von Waldeyer-Hartz,Wilhelm,M,NA,NA,Wilhelm von Waldeyer-Hartz
6630,Neesen,Friedrich,M,NA,NA,Friedrich Neesen
6669,Newall,Hugh,M,NA,NA,Hugh Newall
1947,Corbino,Orso,M,NA,NA,Orso Corbino
14420,Pringsheim,Ernst,M,1859,1917,Ernst Pringsheim
5331,Lecornu,Léon,M,NA,NA,Léon Lecornu
1344,Brinell,Johann,M,NA,NA,Johann Brinell
735,Basquin,Olin,M,NA,NA,Olin Basquin
2740,Ekholm,Nils,M,NA,NA,Nils Ekholm
6606,Natanson,Ladislaus,M,NA,NA,Ladislaus Natanson
10268,Witkowski,August,M,NA,NA,August Witkowski
10371,Zakrzewski,Constantin,M,NA,NA,Constantin Zakrzewski
854,Benedicks,Carl,M,NA,NA,Carl Benedicks
7955,Rudzki,Maurycy,M,NA,NA,Maurycy Rudzki
19053,Thompson,Silvanus Phillips,M,1851,1916,Silvanus Phillips Thompson
1043,Bjerkén,Pehr,M,NA,NA,Pehr Bjerkén
7203,Pflüger,Alexander,M,NA,NA,Alexander Pflüger
9538,van Hise,Charles,M,NA,NA,Charles van Hise
9889,von Wilamowitz-Moellendorf,Ulrich,M,NA,NA,Ulrich von Wilamowitz-Moellendorf
2500,Donati,Luigi,M,NA,NA,Luigi Donati
412,Ames,Joseph,M,NA,NA,Joseph Ames
10143,Whitehead,John,M,NA,NA,John Whitehead
6243,Meyer,Stefan,M,NA,NA,Stefan Meyer
1445,Bumstead,Henry,M,NA,NA,Henry Bumstead
6901,Osborn,Henry,M,NA,NA,Henry Osborn
1113,Boggio,Tommaso,M,NA,NA,Tommaso Boggio
8265,Schulze,Franz,M,NA,NA,Franz Schulze
8285,Schwarzschild,Karl,M,NA,NA,Karl Schwarzschild
1818,Bates Clark,John,M,1847,1938,John Bates Clark
5240,Larsen,Absalon,M,NA,NA,Absalon Larsen
7969,Rung,William,M,NA,NA,William Rung
6906,Oseen,Carl,M,NA,NA,Carl Oseen
3756,Haas,Arthur,M,NA,NA,Arthur Haas
2382,Derr,Louis,M,NA,NA,Louis Derr
2032,Cross,Charles,M,NA,NA,Charles Cross
3548,Goodwin,Henry,M,NA,NA,Henry Goodwin
4506,Jackson,Dugald,M,NA,NA,Dugald Jackson
5291,Laws,Frank,M,NA,NA,Frank Laws
9746,von Ettinghausen,Albert,M,NA,NA,Albert von Ettinghausen
8836,Streintz,Franz,M,NA,NA,Franz Streintz
5964,Marx,Erich,M,NA,NA,Erich Marx
7519,Radakovic,Michael,M,NA,NA,Michael Radakovic
2023,Crew,Henry,M,NA,NA,Henry Crew
7375,Poulton,Edward,M,NA,NA,Edward Poulton
6228,Meyer,Edgar,M,NA,NA,Edgar Meyer
2147,Dautheville,Samuel,M,NA,NA,Samuel Dautheville
3247,Frost,Edwin,M,NA,NA,Edwin Frost
4921,Knoblauch,Oscar,M,NA,NA,Oscar Knoblauch
3773,Haga,Hermann,M,NA,NA,Hermann Haga
5293,Lazarev,Petr,M,NA,NA,Petr Lazarev
8649,Sokoloff,Aleksey,M,NA,NA,Aleksey Sokoloff
4631,Jordan,David,M,NA,NA,David Jordan
452,Angot,Alfred,M,NA,NA,Alfred Angot
566,Aurivillius,Christopher,M,NA,NA,Christopher Aurivillius
9768,von Goebel,Karl,M,NA,NA,Karl von Goebel
3145,Fowler,Alfred,M,NA,NA,Alfred Fowler
6887,Ornstein,Leonard,M,NA,NA,Leonard Ornstein
1458,Burgatti,Pietro,M,NA,NA,Pietro Burgatti
6042,McAdie,Alexander,M,NA,NA,Alexander McAdie
2635,Dällenbach,Hans,M,NA,NA,Hans Dällenbach
3765,Hadamard,Jacques,M,NA,NA,Jacques Hadamard
4534,Jaffé,George,M,NA,NA,George Jaffé
6754,Nordström,Gunnar,M,NA,NA,Gunnar Nordström
9936,Walcott,Charles,M,NA,NA,Charles Walcott
10078,Wenger,Robert,M,NA,NA,Robert Wenger
6855,Ollivier,Helios,M,NA,NA,Helios Ollivier
5482,Lilienfeld,Julius,M,NA,NA,Julius Lilienfeld
5512,Lindman,Karl,M,NA,NA,Karl Lindman
8195,Schmauss,August,M,NA,NA,August Schmauss
2220,de Donder,Théophile,M,NA,NA,Théophile de Donder
2781,Emden,Robert,M,NA,NA,Robert Emden
9921,Wagner,Ernst,M,NA,NA,Ernst Wagner
9820,von Mayr,Georg,M,NA,NA,Georg von Mayr
5552,Lo Surdo,Antonio,M,NA,NA,Antonio Lo Surdo
3306,Gale,Henry,M,NA,NA,Henry Gale
10392,Zenneck,Jonathan,M,NA,NA,Jonathan Zenneck
8033,Saeland,Sem,M,NA,NA,Sem Saeland
4668,Jäger,Gustav,M,1865,1938,Gustav Jäger
6230,Meyer,Erwin,M,1899,1972,Erwin Meyer
1079,Bloch,Eugène,M,NA,NA,Eugène Bloch
7285,Plate,Ludwig,M,NA,NA,Ludwig Plate
8086,Sandström,Johan,M,NA,NA,Johan Sandström
2629,Dünner,Ernst,M,NA,NA,Ernst Dünner
1503,Byk,Alfred,M,NA,NA,Alfred Byk
3680,Grüneisen,Edouard,N,NA,NA,Edouard Grüneisen
10118,Westphal,Wilhelm,M,NA,NA,Wilhelm Westphal
4053,Henning,Fritz,M,NA,NA,Fritz Henning
7424,Pringsheim,Peter,M,NA,NA,Peter Pringsheim
1177,Borel,Émile,M,NA,NA,Émile Borel
6004,Maurain,Charles,M,NA,NA,Charles Maurain
19054,van der Waals jr,Johannes Diderik,M,1873,1971,Johannes Diderik van der Waals jr
1566,Campbell,William,M,NA,NA,William Campbell
8165,Schidlof,Arthur,M,NA,NA,Arthur Schidlof
7582,Rausch von Traubenberg,Heinrich,M,NA,NA,Heinrich Rausch von Traubenberg
6693,Niethammer,Friedrich,M,NA,NA,Friedrich Niethammer
1319,Breitfeld,Carl,M,NA,NA,Carl Breitfeld
9997,Wasastjerna,Jarl,M,NA,NA,Jarl Wasastjerna
5462,Lichtenecker,Karl,M,NA,NA,Karl Lichtenecker
7624,Reich,Max,M,NA,NA,Max Reich
6570,Möbius,Willy,M,NA,NA,Willy Möbius
7493,Pöschl,Theodor,M,NA,NA,Theodor Pöschl
8171,Schiller,Carl,M,NA,NA,Carl Schiller
5829,Majorana,Quirino,M,NA,NA,Quirino Majorana
6956,Palazzo,Luigi,M,NA,NA,Luigi Palazzo
3928,Haschek,Eduard,M,NA,NA,Eduard Haschek
7474,Przibram,Karl,M,NA,NA,Karl Przibram
5002,Kottler,Friedrich,M,NA,NA,Friedrich Kottler
4060,Henriot,Emile,M,NA,NA,Emile Henriot
2706,Ehrenfest,Paul,M,NA,NA,Paul Ehrenfest
4371,Hulthén,Erik Wilhelm,M,1891,1972,Erik Wilhelm Hulthén
9654,Villat,Henri,M,NA,NA,Henri Villat
9965,Walther,Alwin,M,NA,NA,Alwin Walther
3206,Frenkel,Yakov (Jacov),M,1894,1952,Yakov (Jacov) Frenkel
6592,Nagaoka,Hantaro,M,NA,NA,Hantaro Nagaoka
6977,Papaleksi,Nikolay,M,NA,NA,Nikolay Papaleksi
7200,Pfeiffer,Richard,M,NA,NA,Richard Pfeiffer
1202,Bose,Dehendra,M,NA,NA,Dehendra Bose
6329,Mitra,Sisir,M,NA,NA,Sisir Mitra
5071,Krutkov,Yurij,M,NA,NA,Yurij Krutkov
6317,Mirolubov,N,NA,NA,NA,N Mirolubov
3482,Gley,Emile,M,NA,NA,Emile Gley
7941,Rozhdestvenskiy,Dmitriy,M,NA,NA,Dmitriy Rozhdestvenskiy
2262,de Mallemann,René,M,NA,NA,René de Mallemann
1460,Burgess,Georges,M,NA,NA,Georges Burgess
5386,Lenz,Wilhelm,M,NA,NA,Wilhelm Lenz
6382,Montel,Paul,M,NA,NA,Paul Montel
7599,Reboul,Georges,M,NA,NA,Georges Reboul
5010,Kovarik,Alois,M,NA,NA,Alois Kovarik
5378,Lennard-Jones,John,M,NA,NA,John Lennard-Jones
9416,Tyndall,Arthur,M,NA,NA,Arthur Tyndall
7150,Petavel,Joseph,M,NA,NA,Joseph Petavel
1575,Canals,Etienne,M,NA,NA,Etienne Canals
10082,Wentzel,Gregor,M,1898,1978,Gregor Wentzel
2802,Enskog,David,M,NA,NA,David Enskog
1599,Carleman,Torsten,M,NA,NA,Torsten Carleman
6596,Nakamura,Seiji,M,NA,NA,Seiji Nakamura
6846,Okubo,Junzô,M,NA,NA,Junzô Okubo
8032,Saegusa,Hikoo,M,NA,NA,Hikoo Saegusa
1996,Counson,Léon,M,NA,NA,Léon Counson
2331,Deissmann,Adolf,M,NA,NA,Adolf Deissmann
1700,Chaffee,Emory,M,NA,NA,Emory Chaffee
3804,Hall,Edwin,NA,NA,NA,Edwin Hall
3911,Harrison,George,M,NA,NA,George Harrison
4781,Kemble,Edwin,M,NA,NA,Edwin Kemble
6848,Oldenberg,Otto,M,NA,NA,Otto Oldenberg
7236,Pierce,George,M,NA,NA,George Pierce
8115,Saunders,Frederick,M,NA,NA,Frederick Saunders
9501,Vallarta,Manuel,M,NA,NA,Manuel Vallarta
2556,Duane,William,M,NA,NA,William Duane
987,Bialobrzeski,Czeslaw,M,NA,NA,Czeslaw Bialobrzeski
2550,Drumaux,Paul,M,NA,NA,Paul Drumaux
4630,Joos,George,M,NA,NA,George Joos
7295,Plotnikov,Ivan,M,NA,NA,Ivan Plotnikov
1919,Compton,Karl,M,NA,NA,Karl Compton
765,Baur,Emil,M,NA,NA,Emil Baur
2045,Cumont,Franz,M,NA,NA,Franz Cumont
10168,Wien,Max,M,NA,NA,Max Wien
9916,Wachsmuth,Richard,M,NA,NA,Richard Wachsmuth
1874,Colard,O,NA,NA,NA,O Colard
2115,Dalla Noce,Giulio,M,NA,NA,Giulio Dalla Noce
9291,Todesco,Giorgio,M,NA,NA,Giorgio Todesco
9859,von Schweidler,Egon,M,NA,NA,Egon von Schweidler
1980,Coster,Dirk,M,NA,NA,Dirk Coster
4314,Horton,Frank,M,NA,NA,Frank Horton
2916,Farwell,Herman,M,NA,NA,Herman Farwell
5339,Lees,Charles,M,NA,NA,Charles Lees
3282,Fürth,Reinhold,M,NA,NA,Reinhold Fürth
