qid,name,body,startyear,endyear
Q6231327,Curt Wallis,Karolinska Institutet,1884,1905
Q524574,Oskar Medin,Karolinska Institutet,1884,1912
Q5571267,John Berg,Karolinska Institutet,1885,1916
Q6228296,Jonas Wærn (professor),Karolinska Institutet,1885,1914
Q5907364,Algot Key-Åberg,Karolinska Institutet,1887,1915
Q5627170,Johan Gustaf Edgren,Karolinska Institutet,1888,1914
Q6089519,Mauritz Salin,Karolinska Institutet,1888,1916
Q5889957,Severin Jolin,Karolinska Institutet,1888,1915
Q6001663,Karl Mörner,Karolinska Institutet,1889,1915
Q5946428,Frithiof Lennmalm,Karolinska Institutet,1890,1921
Q5547606,Ernst Almquist,Karolinska Institutet,1891,1917
Q6240354,Johan Widmark,Karolinska Institutet,1891,1905
Q6093961,Carl Gustaf Santesson (farmakolog),Karolinska Institutet,1895,1927
Q5999086,Erik Müller (professor),Karolinska Institutet,1895,1921
Q6255388,Jules Åkerman,Karolinska Institutet,1895,1926
Q6235004,Edvard Welander,Karolinska Institutet,1896,1905
Q6195384,Carl Sundberg (medicinare),Karolinska Institutet,1900,1924
Q2214976,Salomon Eberhard Henschen,Karolinska Institutet,1900,1912
Q5811467,Emil Holmgren,Karolinska Institutet,1901,1921
Q5886559,Johan Erik Johansson,Karolinska Institutet,1901,1927
Q6237918,Frans Westermark,Karolinska Institutet,1902,1918
Q5749106,Bror Gadelius,Karolinska Institutet,1903,1927
Q5629627,Gustaf Ekehorn,Karolinska Institutet,1909,1922
Q5616010,Albin Dalén,Karolinska Institutet,1910,1931
Q6080655,Carl Jacob Rossander,Karolinska Institutet,1910,1931
Q5796462,Gunnar Hedrén,Karolinska Institutet,1910,1931
Q5811491,Gunnar Holmgren (läkare),Karolinska Institutet,1912,1940
Q5811523,Israel Holmgren,Karolinska Institutet,1913,1936
Q5547432,Johan Almkvist,Karolinska Institutet,1913,1934
Q1230018,Patrik Haglund,Karolinska Institutet,1913,1931
Q5894161,Isak Jundell,Karolinska Institutet,1914,1932
Q5737590,Gösta Forssell,Karolinska Institutet,1916,1941
Q533628,Hans Christian Jacobæus,Karolinska Institutet,1916,1931
Q5737859,Hjalmar Forssner,Karolinska Institutet,1917,1925
Q6178944,John Sjöqvist,Karolinska Institutet,1918,1928
Q18245057,Alfred Pettersson (medicinsk forskare),Karolinska Institutet,1919,1932
Q5544271,Erik Ahlström,Karolinska Institutet,1919,1942
Q5801712,Folke Henschen,Karolinska Institutet,1920,1946
Q113849291,Wilhellm Edvard Wernstedt,Karolinska Institutet,1921,1937
Q5907310,Einar Key,Karolinska Institutet,1923,1937
Q5819389,Gösta Häggqvist,Karolinska Institutet,1923,1960
Q5975966,Henry Marcus,Karolinska Institutet,1924,1931
Q5573196,Hilding Bergstrand,Karolinska Institutet,1924,1952
Q5803857,Carl Hesser,Karolinska Institutet,1925,1931
Q6014809,Erik Nordenson (medicinare),Karolinska Institutet,1927,1948
Q361802,Göran Liljestrand,Karolinska Institutet,1927,1951
Q5787150,Einar Hammarsten,Karolinska Institutet,1928,1957
Q6202051,Gustaf Söderlund (läkare),Karolinska Institutet,1928,1950
Q5757267,Hans Gertz,Karolinska Institutet,1928,1931
Q6240777,Viktor Wigert,Karolinska Institutet,1929,1943
Q6025890,John Olow,Karolinska Institutet,1931,1947
Q5557877,Nils Antoni,Karolinska Institutet,1931,1954
Q6014841,Wilhelm Nordenson,Karolinska Institutet,1931,1948
Q16489003,Adolf Lichtenstein,Karolinska Institutet,1932,1947
Q16650059,Carl Næslund,Karolinska Institutet,1932,1942
Q5582995,Wilhelm Bosæus,Karolinska Institutet,1933,1957
Q924456,Herbert Olivecrona,Karolinska Institutet,1935,1960
Q5574559,Elis Berven,Karolinska Institutet,1936,1950
Q1605592,Henning Waldenström,Karolinska Institutet,1936,1942
Q67173737,James Strandberg,Karolinska Institutet,1936,1942
Q4981402,Nanna Svartz,Karolinska Institutet,1938,1957
Q6193210,Jan Paul Strömbeck,Karolinska Institutet,1939,1955
Q5799698,John Hellström,Karolinska Institutet,1939,1958
Q237142,Ulf von Euler,Karolinska Institutet,1939,1970
Q41800959,Anders Kristenson,Karolinska Institutet,1940,1947
Q113848521,Torsten Olof Skoog,Karolinska Institutet,1940,1960
Q6045970,Ture Petrén,Karolinska Institutet,1940,1968
Q6069064,Olle Reuterwall,Karolinska Institutet,1941,1954
Q345283,Rolf Sievert,Karolinska Institutet,1941,1970
Q3606961,Åke Åkerlund,Karolinska Institutet,1941,1952
Q53709703,Arvid Wallgren,Karolinska Institutet,1942,1956
Q6238303,Axel Westman,Karolinska Institutet,1942,1955
Q100323544,Sven Hellerström (läkare),Karolinska Institutet,1942,1968
Q50825106,Curt Gyllenswärd,Karolinska Institutet,1943,1962
Q5743374,Sten Friberg,Karolinska Institutet,1943,1969
Q28356555,Gunnar Fischer (läkare),Karolinska Institutet,1944,1955
Q457472,Torbjörn Caspersson,Karolinska Institutet,1944,1970
Q42912199,Erik Lysholm,Karolinska Institutet,1945,1947
Q3495578,Torsten Sjögren,Karolinska Institutet,1945,1961
Q217722,Ragnar Granit,Karolinska Institutet,1946,1967
Q3719539,Erik Jorpes,Karolinska Institutet,1947,1963
Q5751717,Sven Gard,Karolinska Institutet,1947,1970
Q98794669,Åke Wilton,Karolinska Institutet,1947,1962
Q41805939,Berndt Malmgren,Karolinska Institutet,1948,1970
Q5040248,Carl Gustaf Bernhard,Karolinska Institutet,1948,1970
Q2975553,Clarence Crafoord (kirurg),Karolinska Institutet,1948,1966
Q6085925,Gösta Rylander,Karolinska Institutet,1948,1970
Q112565689,Erik Adolf Mauritz Lindgren,Karolinska Institutet,1949,1970
Q5902678,Gösta Karpe,Karolinska Institutet,1949,1970
Q24681257,Per Wetterdal,Karolinska Institutet,1949,1958
Q4121440,Arne Engström,Karolinska Institutet,1952,1970
Q6220862,Börje Uvnäs,Karolinska Institutet,1952,1970
Q5954421,Knut Lindblom,Karolinska Institutet,1952,1963
Q6073030,Nils Ringertz (1932–2002),Karolinska Institutet,1952,1969
Q37008217,Sven Hultberg,Karolinska Institutet,1953,1964
Q1351399,Eric Kugelberg,Karolinska Institutet,1954,1970
Q106412368,Lars Santesson,Karolinska Institutet,1954,1968
Q6012308,Åke Nilzén,Karolinska Institutet,1955,1970
Q28356551,Henrik Lagerlöf (läkare),Karolinska Institutet,1956,1970
Q27093876,Olof Torgny Sjöstrand,Karolinska Institutet,1956,1970
Q513281,Georg Klein,Karolinska Institutet,1957,1970
Q16488974,Jack Adams-Ray,Karolinska Institutet,1957,1970
Q16467604,John Lind (läkare),Karolinska Institutet,1957,1970
Q109812522,Lars Torsten Friberg,Karolinska Institutet,1957,1970
Q60674862,Leonard Goldberg,Karolinska Institutet,1957,1970
Q5576993,Gunnar Biörck,Karolinska Institutet,1958,1970
Q6179283,Hjalmar Sjövall,Karolinska Institutet,1958,1969
Q295696,Sune Bergström,Karolinska Institutet,1958,1970
Q5544467,Sven Ahnsjö,Karolinska Institutet,1958,1970
Q5823196,Axel Ingelman-Sundberg,Karolinska Institutet,1959,1970
Q156480,Hugo Theorell,Karolinska Institutet,1959,1970
Q18649261,Carl-Axel Hamberger,Karolinska Institutet,1960,1970
Q949007,Carl-Henry Alström,Karolinska Institutet,1960,1970
Q5740442,Curt Franksson,Karolinska Institutet,1960,1970
Q2980614,Lars Leksell,Karolinska Institutet,1960,1970
Q5785580,Nils Peter Hamberg,Karolinska Institutet,1960,1964
Q5777525,Bengt Gustafsson (läkare),Karolinska Institutet,1961,1970
Q5965177,Rolf Luft,Karolinska Institutet,1961,1970
Q5582295,Ulf Borell,Karolinska Institutet,1961,1970
Q100948851,Bo Thorell,Karolinska Institutet,1962,1970
Q5613496,Börje Cronholm,Karolinska Institutet,1962,1970
Q5805821,Nils-Åke Hillarp,Karolinska Institutet,1962,1964
Q6252300,Rolf Zetterström,Karolinska Institutet,1962,1970
Q112378301,Arne Gunnar Forssberg,Karolinska Institutet,1963,1970
Q5823399,Gunnar Inghe,Karolinska Institutet,1963,1970
Q6066700,Peter Reichard,Karolinska Institutet,1963,1970
Q95197754,Giuseppe Bertani,Karolinska Institutet,1964,1970
Q5866062,Torsten Gordh,Karolinska Institutet,1964,1970
Q113850390,Rune Ellert Walstam,Karolinska Institutet,1966,1970
Q1907254,Viking Björk,Karolinska Institutet,1966,1970
Q47319064,Bernhard Frankenhaeuser,Karolinska Institutet,1967,1970
Q113850554,Björn Nordenström,Karolinska Institutet,1967,1970
Q19631530,Gustav Giertz,Karolinska Institutet,1967,1970
Q316519,Jerzy Einhorn,Karolinska Institutet,1967,1970
Q6210195,Nils Thyresson,Karolinska Institutet,1968,1970
Q113850957,Sten Emil Josef Skoglund,Karolinska Institutet,1968,1970
Q113851015,Bengt Olof Engfeldt,Karolinska Institutet,1969,1970
Q5806792,Carl Hirsch,Karolinska Institutet,1969,1970
Q5570142,Elias Bengtsson,Karolinska Institutet,1969,1970
Q6053343,Jan Pontén,Karolinska Institutet,1969,1970
Q81130,Anders Celsius,RSAS,1739,1744
Q6014686,Anders Johan Nordenskiöld,RSAS,1739,1763
Q491083,Anders Johan von Höpken,RSAS,1739,1789
Q6080180,Anders Rosensten,RSAS,1739,1740
Q5624361,Anders von Drake,RSAS,1739,1744
Q555926,Augustin Ehrensvärd,RSAS,1739,1772
Q6014702,Carl Fredric Nordenskiöld,RSAS,1739,1779
Q5040384,Carl Johan Cronstedt,RSAS,1739,1777
Q363545,Carl Wilhelm Cederhielm,RSAS,1739,1769
Q1043,Carl von Linné,RSAS,1739,1778
Q386375,Charles De Geer,RSAS,1739,1778
Q353693,Christopher Polhem,RSAS,1739,1751
Q770582,Daniel Tilas,RSAS,1739,1772
Q6049683,Elias Pilgren,RSAS,1739,1749
Q6070190,Evald Ribe,RSAS,1739,1752
Q6052663,Gabriel Polhem,RSAS,1739,1772
Q473225,Georg Brandt,RSAS,1739,1768
Q6174571,Gilbert Sheldon,RSAS,1739,1794
Q6206633,Hans Teurloen,RSAS,1739,1743
Q1389093,Jacob Faggot,RSAS,1739,1777
Q6166963,Johan Julius Salberg,RSAS,1739,1753
Q632219,Jonas Alströmer,RSAS,1739,1761
Q5983691,Jonas Meldercreutz,RSAS,1739,1785
Q55071968,Lars Roberg,RSAS,1739,1742
Q6193505,Mårten Strömer,RSAS,1739,1770
Q363197,Mårten Triewald,RSAS,1739,1747
Q6068916,Nils Reuterholm,RSAS,1739,1756
Q1371153,Nils Rosén von Rosenstein,RSAS,1739,1773
Q6338167,Nils Wallerius,RSAS,1739,1764
Q6092034,Olof Sandberg,RSAS,1739,1750
Q5710407,Pehr Elvius,RSAS,1739,1749
Q980778,Samuel Klingenstierna,RSAS,1739,1765
Q362485,Sten Carl Bielke,RSAS,1739,1753
Q6051886,Thomas Plomgren,RSAS,1739,1754
Q5605583,Bernhard Cederholm,RSAS,1740,1750
Q5613560,Carl Cronstedt,RSAS,1740,1750
Q5629580,Claes Ekeblad den yngre,RSAS,1740,1771
Q5771745,Claes Grill,RSAS,1740,1767
Q6192693,Claës Stromberg,RSAS,1740,1782
Q6211583,Daniel Tiselius,RSAS,1740,1744
Q1340404,Erik Benzelius den yngre,RSAS,1740,1743
Q6190882,Erik von Stockenström,RSAS,1740,1790
Q123008896,Johan Adelheim,RSAS,1740,1763
Q1396595,Johan Browallius,RSAS,1740,1755
Q349352,Johan Helmich Roman,RSAS,1740,1758
Q6034146,Nils Palmstierna,RSAS,1740,1766
Q5544087,Olof Ahllöf,RSAS,1740,1740
Q6215259,Samuel von Triewald,RSAS,1740,1742
Q2417316,Theodor Ankarcrona,RSAS,1740,1750
Q6237274,Zacharias Westbeck,RSAS,1740,1765
Q6199572,Anton von Swab,RSAS,1741,1768
Q1038496,Carl Gustaf Tessin,RSAS,1741,1770
Q185832,Emanuel Swedenborg,RSAS,1741,1772
Q5792729,Nils Hasselbom,RSAS,1741,1764
Q329835,Abraham Bäck,RSAS,1742,1795
Q5862970,Alexander Funck,RSAS,1742,1797
Q5707516,Daniel Ekström,RSAS,1742,1755
Q1373367,Olof von Dalin,RSAS,1742,1763
Q6247050,Eric Wrangel,RSAS,1743,1765
Q6057574,Nils Psilanderhielm,RSAS,1743,1768
Q1168281,Carl Fredrik Mennander,RSAS,1744,1786
Q1038985,Carl Hårleman,RSAS,1744,1753
Q26711857,Samuel Schultze,RSAS,1744,1778
Q3739678,Anders Anton von Stiernman,RSAS,1745,1765
Q6070176,Carl Fredrik Ribe,RSAS,1745,1764
Q6033990,Fredric Palmqvist,RSAS,1745,1771
Q6229487,Georg Fredrik von Walden,RSAS,1745,1754
Q18238152,Johan Clason,RSAS,1745,1747
Q5804000,Johan Hesselius,RSAS,1745,1752
Q5807749,Olof Petrus Hjorter,RSAS,1745,1750
Q719204,Pehr Kalm,RSAS,1745,1779
Q5570995,Anders Berch,RSAS,1746,1774
Q792450,Axel Löwen,RSAS,1746,1772
Q5628403,Carl Ehrenpreus,RSAS,1746,1760
Q5970157,Carl Gustaf Löwenhielm,RSAS,1746,1768
Q5602602,Edvard Carleson,RSAS,1746,1767
Q113004123,Harald Urlander,RSAS,1746,1753
Q692994,Henric Benzelius,RSAS,1746,1758
Q55064544,Johan Leche,RSAS,1746,1764
Q932160,Olof af Acrel,RSAS,1746,1806
Q135652454,Tomas Blixenstierna,RSAS,1746,1753
Q123225,Albrecht von Haller,RSAS,1747,1777
Q8755,Colin Maclaurin,RSAS,1747,1746
Q3735039,Eustachio Zanotti,RSAS,1747,1782
Q6060329,Frederik Raben,RSAS,1747,1773
Q5940826,Gabriel Lauræus,RSAS,1747,1753
Q5898294,Henric Kalmeter,RSAS,1747,1750
Q6041057,Jacques Pérard,RSAS,1747,1766
Q312278,James Bradley,RSAS,1747,1762
Q5940167,Lars Laurel,RSAS,1747,1793
Q325849,Martin Folkes,RSAS,1747,1754
Q6219993,Mattias Alexander von Ungern-Sternberg,RSAS,1747,1763
Q5978349,Niccolò De Martino,RSAS,1747,1769
Q164374,Pierre de Maupertuis,RSAS,1747,1759
Q5961473,Sven Ljungqvist,RSAS,1747,1763
Q6161733,Carl Fredrik Piper,RSAS,1748,1770
Q1393227,Eva Ekeblad,RSAS,1748,1786
Q3084030,François Boissier de Sauvages de Lacroix,RSAS,1748,1767
Q1884586,Magnus Lagerström,RSAS,1748,1759
Q5760394,Nils Gissler,RSAS,1748,1771
Q310779,René Antoine Ferchault de Réaumur,RSAS,1748,1757
Q432734,Bernard de Jussieu,RSAS,1749,1777
Q5570999,Carl Reinhold Berch,RSAS,1749,1777
Q6170459,Herman Schützercrantz,RSAS,1749,1802
Q6001375,Jacob Henrik Mörk,RSAS,1749,1763
Q55048378,Pehr Högström,RSAS,1749,1784
Q5798772,Anders Hellant,RSAS,1750,1789
Q3104137,Germain Pichault de La Martinière,RSAS,1750,1783
Q902797,Johan Gottschalk Wallerius,RSAS,1750,1785
Q1819238,Leonard von Klinckowström,RSAS,1750,1759
Q61813,Abraham Gotthelf Kästner,RSAS,1751,1800
Q470306,Antonio de Ulloa,RSAS,1751,1795
Q720017,Fredrik Hasselquist,RSAS,1751,1752
Q711132,Gerard van Swieten,RSAS,1751,1772
Q6079630,Eberhard Rosenblad,RSAS,1752,1796
Q5625789,Samuel Duræus,RSAS,1752,1789
Q28840252,Anders Swab,RSAS,1753,1731
Q468351,Axel Fredrik Cronstedt,RSAS,1753,1765
Q123565,Charles Bonnet,RSAS,1753,1793
Q924416,Jacob Langebek,RSAS,1753,1775
Q6097066,Nils Schenmark,RSAS,1753,1788
Q47169077,Samuel Sohlberg,RSAS,1753,1785
Q6073243,Sven Rinman,RSAS,1753,1792
Q6165670,Carl Albrecht Rosenadler,RSAS,1754,1799
Q42296632,Carl Knutberg,RSAS,1754,1780
Q1340141,Jacques Barbeu du Bourg,RSAS,1754,1779
Q5602592,Carl Carleson,RSAS,1755,1761
Q6086969,Casten Rönnow,RSAS,1755,1787
Q1353945,Erik Gustaf Lidbeck,RSAS,1755,1803
Q5924965,Johan Fredrik Kryger,RSAS,1755,1777
Q70916,Johann Nathanael Lieberkühn,RSAS,1755,1756
Q7604,Leonhard Euler,RSAS,1755,1783
Q5728622,Bengt Ferner,RSAS,1756,1802
Q5881738,John Jennings,RSAS,1756,1773
Q6252335,Pehr Zetzell,RSAS,1756,1802
Q5614244,Thomas Cunninghame,RSAS,1756,1759
Q6210532,Tiburtz Tiburtius,RSAS,1756,1787
Q6083573,Edvard Fredrik Runeberg,RSAS,1757,1802
Q6228772,Johan Gustaf Wahlbom,RSAS,1757,1808
Q2853864,Antoine Deparcieux,RSAS,1758,1768
Q957681,James Short,RSAS,1758,1768
Q55069930,Pehr Osbeck,RSAS,1758,1805
Q2612272,Peter Jonas Bergius,RSAS,1758,1790
Q336780,Thomas Simpson,RSAS,1758,1761
Q6209791,Daniel af Thunberg,RSAS,1759,1788
Q6083580,Efraim Otto Runeberg,RSAS,1759,1770
Q731066,Jacques Daviel,RSAS,1759,1762
Q43273,Jean-Étienne Guettard,RSAS,1759,1786
Q551882,Johan Carl Wilcke,RSAS,1759,1796
Q3374265,Pehr Adrian Gadd,RSAS,1759,1797
Q3383131,Pierre-Isaac Poissonnier,RSAS,1759,1798
Q5978038,Roland Martin,RSAS,1759,1788
Q1168365,Samuel Troilius,RSAS,1760,1764
Q4083246,Ture Gabriel Bielke,RSAS,1760,1763
Q76636,Gerhard Friedrich Müller,RSAS,1761,1783
Q58720,Michail Lomonosov,RSAS,1761,1765
Q5602225,Marco Carburi,RSAS,1762,1808
Q455194,Carl Alexander Clerck,RSAS,1764,1765
Q201347,Torbern Bergman,RSAS,1764,1784
Q5983613,Daniel Melanderhjelm,RSAS,1765,1810
Q5484202,Johan Haartman,RSAS,1765,1787
Q6192830,Alexander Michael von Strussenfelt,RSAS,1766,1797
Q5572213,Bengt Bergius,RSAS,1766,1784
Q703279,Johan Ernst Gunnerus,RSAS,1766,1773
Q2755287,Paolo Frisi,RSAS,1766,1784
Q455155,William Chambers,RSAS,1766,1796
Q6051250,Anders Planman,RSAS,1767,1803
Q61318,August Ludwig von Schlözer,RSAS,1767,1809
Q525949,Henri-Louis Duhamel du Monceau,RSAS,1767,1782
Q5773257,Michael Grubb,RSAS,1767,1808
Q4027297,Eduard Sandifort,RSAS,1768,1814
Q5807738,Gustaf Fredrik Hjortberg,RSAS,1768,1776
Q5951779,Johan Liljencrantz,RSAS,1768,1815
Q64257,Johann Gottlieb Gleditsch,RSAS,1768,1786
Q5744652,Nicolaus Christian Friis,RSAS,1768,1777
Q3385474,Pierre Hubert L'Archevêque,RSAS,1768,1778
Q4887779,Bengt Qvist,RSAS,1769,1799
Q6082690,Carl Rudenschöld,RSAS,1769,1783
Q14524,Charles Messier,RSAS,1769,1817
Q55028639,Jean-Jacques d'Ortous de Mairan,RSAS,1769,1771
Q528476,John Bartram,RSAS,1769,1777
Q5976111,Nils Marelius,RSAS,1769,1791
Q461381,Otto Friedrich Müller,RSAS,1769,1784
Q5583374,Anders af Botin,RSAS,1770,1790
Q5712209,Gustaf von Engeström,RSAS,1770,1813
Q6167372,Samuel Sandel,RSAS,1770,1784
Q16186094,Antoine Grimoald Monnet,RSAS,1771,1817
Q4114987,Eric Prosperin,RSAS,1771,1803
Q78553,Ignaz von Born,RSAS,1771,1791
Q1623011,Lars Montin,RSAS,1771,1785
Q11893,Maximilian Hell,RSAS,1771,1792
Q3462736,Samuel Gustaf Hermelin,RSAS,1771,1820
Q5558551,Axel Magnus von Arbin,RSAS,1772,1791
Q5986198,Domenico Michelessi,RSAS,1772,1773
Q1685286,Jean-Rodolphe Perronet,RSAS,1772,1794
Q447071,Anders Johan Lexell,RSAS,1773,1784
Q39789,Daniel Solander,RSAS,1773,1782
Q5949598,Gustaf Adolph Leyonmarck,RSAS,1773,1815
Q5771761,Jean Abraham Grill,RSAS,1773,1792
Q70882,Johann Friedrich Meckel den äldre,RSAS,1773,1774
Q110214494,Jonas Hollsten,RSAS,1773,1789
Q153408,Joseph Banks,RSAS,1773,1820
Q5615973,Nils Dalberg,RSAS,1773,1820
Q6248267,Pehr Wäsström,RSAS,1773,1792
Q5589959,Sven Bunge,RSAS,1773,1801
Q214595,August Gottlieb Richter,RSAS,1774,1812
Q6184869,Carl Sparre,RSAS,1774,1791
Q123984,Jean Bernoulli,RSAS,1774,1807
Q159636,Joseph Priestley,RSAS,1774,1804
Q5575607,Nils Adam Bielke,RSAS,1774,1792
Q5548004,Patrick Alströmer,RSAS,1774,1804
Q2881573,Balthazar Georges Sage,RSAS,1775,1824
Q70538,Carl Wilhelm Scheele,RSAS,1775,1786
Q213351,Lazzaro Spallanzani,RSAS,1775,1799
Q39658,Carl Peter Thunberg,RSAS,1776,1828
Q57420,Carsten Niebuhr,RSAS,1776,1815
Q155914,Peter Simon Pallas,RSAS,1776,1811
Q433984,Anders Sparrman,RSAS,1777,1820
Q55018122,Carl Magnus Blom,RSAS,1778,1815
Q5724521,Christopher Falkengréen,RSAS,1778,1789
Q321723,Clas Bjerkander,RSAS,1778,1795
Q1685301,Jean Sylvain Bailly,RSAS,1778,1793
Q5921618,Johan Kraftman,RSAS,1778,1791
Q213570,Johann Reinhold Forster,RSAS,1778,1798
Q5732990,Esaias Fleischer,RSAS,1779,1804
Q6184976,Fredrik Sparre,RSAS,1779,1803
Q1284564,Hans Strøm,RSAS,1779,1797
Q5542070,Johan Gustaf Acrel,RSAS,1779,1801
Q216689,Johann Adolph Schinmeier,RSAS,1779,1796
Q12319923,Johann Just von Berger,RSAS,1779,1791
Q977261,Peter Frederik Suhm,RSAS,1779,1798
Q5578552,Peter Johan Bladh,RSAS,1779,1816
Q3383597,Pierre Élisabeth de Fontanieu,RSAS,1779,1784
Q2913935,Adolph Murray,RSAS,1780,1803
Q120949,Johann Georg Peter Möller,RSAS,1780,1807
Q6248356,Anders Magnus Wåhlin,RSAS,1781,1797
Q550966,Alexander Dalrymple,RSAS,1782,1808
Q491077,Anders Jahan Retzius,RSAS,1782,1821
Q60193,Franz Karl Achard,RSAS,1782,1821
Q55064056,Philippe-Isidore Picot de Lapeyrouse,RSAS,1782,1818
Q84497,Nikolaus Joseph von Jacquin,RSAS,1783,1817
Q545123,Thomas Pennant,RSAS,1783,1798
Q5547992,Johan Alströmer,RSAS,1784,1786
Q353490,Johan Gottlieb Gahn,RSAS,1784,1818
Q6219235,Johan Ulfström,RSAS,1784,1797
Q2500507,Jonas Dryander,RSAS,1784,1810
Q901070,Richard Kirwan,RSAS,1784,1812
Q6256500,Samuel Ödmann,RSAS,1784,1829
Q5957595,Johan Henrik Lindqvist,RSAS,1785,1798
Q4993510,Thomas Bugge,RSAS,1785,1815
Q2824743,Adolph Modéer,RSAS,1786,1799
Q6169392,Elis Schröderheim,RSAS,1786,1795
Q6247202,Fabian Casimir Wrede,RSAS,1786,1795
Q5731789,Johan Fischerström,RSAS,1786,1796
Q5933653,Nils Landerbeck,RSAS,1786,1810
Q5754056,Peter Niklas von Gedda,RSAS,1786,1814
Q139519,Zacharias Nordmark,RSAS,1786,1828
Q26239665,Arvid Faxe,RSAS,1787,1793
Q162688,Johann Christian Daniel von Schreber,RSAS,1787,1810
Q5723713,Anders Falck,RSAS,1788,1796
Q5782834,Anders Johan Hagströmer,RSAS,1788,1830
Q5950526,Anders Lidtgren,RSAS,1788,NA
Q962066,Clas Fredrik Hornstedt,RSAS,1788,1809
Q3338577,Gudmund Jöran Adlerbeth,RSAS,1788,1818
Q6080164,Nils von Rosenstein,RSAS,1788,1824
Q632088,Olof Swartz,RSAS,1789,1817
Q5754581,Bengt Reinhold Geijer,RSAS,1790,1815
Q5618631,Charles De Geer,RSAS,1790,1805
Q124513,Christian Gottlieb Selle,RSAS,1790,1800
Q312571,Johan Gadolin,RSAS,1790,1852
Q5802518,Johan von Hermansson,RSAS,1790,1793
Q215979,Johann Beckmann,RSAS,1790,1811
Q64256,Johann Hedwig,RSAS,1790,1799
Q2622415,Peter Christian Abildgaard,RSAS,1790,1801
Q932770,Gustaf von Paykull,RSAS,1791,1826
Q3460015,Johan Julin,RSAS,1791,1820
Q5723123,Samuel Fahlberg,RSAS,1791,1834
Q6207054,Daniel Théel,RSAS,1792,1795
Q458004,James Edward Smith,RSAS,1792,1828
Q6238531,Johan Peter Westring,RSAS,1792,1833
Q353283,Martin Vahl,RSAS,1792,1804
Q5739433,Ulric Gustaf Franc,RSAS,1792,1811
Q347903,Adam Afzelius,RSAS,1793,1837
Q5771726,Adolf Ulric Grill,RSAS,1793,1797
Q115562244,Anton Swab,RSAS,1793,1809
Q5749461,Henrik Gahn den äldre,RSAS,1793,1816
Q5610918,Nils Collin,RSAS,1793,1831
Q656478,Benjamin Rush,RSAS,1794,1813
Q37139,Bernt Anker,RSAS,1794,1805
Q6014941,Eric Nordewall,RSAS,1794,1835
Q60662,Franz Xaver von Zach,RSAS,1794,1832
Q76966,Johann Elert Bode,RSAS,1794,1826
Q77232,Johann Hieronymus Schröter,RSAS,1794,1816
Q5624919,Pehr Dubb,RSAS,1794,1834
Q6052654,Anders Polheimer,RSAS,1795,1811
Q6205448,Pehr Tegman,RSAS,1795,1811
Q365923,Erik Acharius,RSAS,1796,1819
Q698014,Franz Xaver von Wulfen,RSAS,1796,1805
Q357495,Gustaf Adolf Reuterholm,RSAS,1796,1813
Q337499,John Sinclair,RSAS,1796,1835
Q178409,Anders Hultén,RSAS,1797,1831
Q4313473,Andrej Andrejevitj Nartov,RSAS,1797,1813
Q5587206,Gustaf Broling,RSAS,1797,1838
Q379631,José Bonifácio de Andrada e Silva,RSAS,1797,1838
Q4569362,Mathias Rosenblad,RSAS,1797,1847
Q6205919,Peter Gustaf Tengmalm,RSAS,1797,1803
Q5795477,Anders Hedenberg,RSAS,1798,1798
Q5583538,Carl Fredrik Bouck,RSAS,1798,1815
Q6327915,Carl Gustaf Sjöstén,RSAS,1798,1817
Q5752390,Johan Carl Garney,RSAS,1798,1808
Q6013820,Johan Erik Norberg,RSAS,1798,1818
Q4409938,Jöns Svanberg,RSAS,1798,1851
Q468303,Anders Gustaf Ekeberg,RSAS,1799,1813
Q6169756,Carl Fredrik von Schulzenheim,RSAS,1799,1808
Q6256534,Jonas Öfverbom,RSAS,1799,1819
Q6255462,Olof Åkerréhn,RSAS,1799,1812
Q16156935,Carl Gustaf Adlermarck,RSAS,1800,1810
Q5782749,Erik Hagström,RSAS,1800,1827
Q6001563,Carl Gabriel Mörner,RSAS,1801,1828
Q76353,Carl Ludwig Willdenow,RSAS,1801,1812
Q1039964,Carl Olof Cronstedt,RSAS,1801,1820
Q312587,Claude Louis Berthollet,RSAS,1801,1822
Q78421,Friedrich Theodor von Schubert,RSAS,1801,1825
Q599824,Johan Afzelius,RSAS,1801,1837
Q370186,Eric Ruuth,RSAS,1802,1820
Q918652,Georg Adlersparre,RSAS,1802,1835
Q44645,Benjamin Thompson,RSAS,1803,1814
Q984681,Carl Gustaf af Leopold,RSAS,1804,1829
Q3647371,Carl Peter Hällström,RSAS,1804,1836
Q6060833,Fredric Wilhelm Radloff,RSAS,1804,1838
Q6170263,Fredrik Bogislaus von Schwerin,RSAS,1804,1834
Q1613210,Johan Gabriel Oxenstierna,RSAS,1804,1818
Q5930852,Johan Gustaf Lagerbjelke,RSAS,1804,1812
Q5760430,Jonas Henrik Gistrén,RSAS,1804,1847
Q2640516,Pehr von Afzelius,RSAS,1804,1843
Q5795944,Sven Anders Hedin,RSAS,1804,1821
Q900478,Wilhelm Hisinger,RSAS,1804,1852
Q5946397,Carl Peter Lenngren,RSAS,1805,1827
Q6197784,Eric Thomas Svedenstjerna,RSAS,1805,1825
Q4457034,Gustaf Wilhelm af Tibell,RSAS,1805,1832
Q5950518,Jonas Lidströmer,RSAS,1805,1808
Q40852,Edward Jenner,RSAS,1806,1823
