qid,name,body,startyear,endyear
Q5734229,Arvid Henrik Florman,RSAS,1808,1840
Q5819562,Gustaf Gabriel Hällström,RSAS,1808,1844
Q533348,Göran Wahlenberg,RSAS,1808,1851
Q151911,Jöns Jacob Berzelius,RSAS,1808,1848
Q2756727,Sven Ingemar Liungh,RSAS,1808,1828
Q6084610,Carl Birger Rutström,RSAS,1809,1826
Q2938949,Carl Johan Schönherr,RSAS,1809,1848
Q930758,Carl von Rosenstein,RSAS,1809,1836
Q6022510,Eric Odhelius,RSAS,1809,1834
Q1256723,Leonard Gyllenhaal,RSAS,1809,1840
Q5577116,Pehr af Bjerkén den yngre,RSAS,1809,1818
Q58751,Abraham Gottlob Werner,RSAS,1810,1817
Q928381,Carl Fredrik Fallén,RSAS,1810,1830
Q6234472,Christian Ehrenfried von Weigel,RSAS,1810,1848
Q131761,Humphry Davy,RSAS,1810,1829
Q1338519,Jean-François de Bourgoing,RSAS,1810,1811
Q52927,Kronprins Carl Johan,RSAS,1810,1844
Q6014546,Lars Nordenbjelke,RSAS,1810,1814
Q4992085,Lars von Engeström,RSAS,1810,1826
Q160196,Martin Heinrich Klaproth,RSAS,1810,1817
Q276825,Benjamin Smith Barton,RSAS,1812,1815
Q6081414,Birger Fredrik Rothoff,RSAS,1812,1831
Q5912241,Carl Erik Kjellin,RSAS,1812,1844
Q5602424,Christopher Carlander,RSAS,1812,1848
Q6214581,Eric Carl Trafvenfelt,RSAS,1812,1835
Q5610886,Gabriel Collin,RSAS,1812,1825
Q171969,Georges Cuvier,RSAS,1812,1832
Q6170001,Gustaf Magnus Schwartz,RSAS,1812,1858
Q5617156,Isac af Darelli,RSAS,1812,1834
Q334364,John Latham,RSAS,1812,1837
Q5784592,Jonas Hallenberg,RSAS,1812,1834
Q6239554,Olof Wibelius,RSAS,1812,1823
Q5573890,Pehr Bernhard Berndes,RSAS,1812,1826
Q4992745,Rutger Macklean,RSAS,1812,1816
Q5604633,Samuel Niclas Casström,RSAS,1812,1827
Q216628,Sigismund Friedrich Hermbstädt,RSAS,1812,1833
Q5613600,Simon Anders Cronstrand,RSAS,1812,1850
Q2959989,Charles Philibert de Lasteyrie du Saillant,RSAS,1813,1849
Q124571,Jean-Pierre Guillaume Catteau-Calleville,RSAS,1813,1819
Q58588,Johann Friedrich Blumenbach,RSAS,1813,1840
Q312975,William Hyde Wollaston,RSAS,1813,1828
Q63917,August Friedrich Schweigger,RSAS,1815,1821
Q19975891,Carl Peter Klintberg,RSAS,1815,1826
Q6252267,Carl Zetterström,RSAS,1815,1829
Q346451,Christiaan Hendrik Persoon,RSAS,1815,1836
Q967040,Christian von Steven,RSAS,1815,1863
Q6081422,Emanuel Rothoff,RSAS,1815,1832
Q6238716,Erik af Wetterstedt,RSAS,1815,1822
Q333297,Frans Michael Franzén,RSAS,1815,1847
Q64109,Friedrich Ernst Ludwig von Fischer,RSAS,1815,1854
Q1677505,Jacob Gråberg,RSAS,1815,1847
Q1360434,Jens Wilken Hornemann,RSAS,1815,1841
Q5585755,Johan Bredman,RSAS,1815,1859
Q1346111,John Claudius Loudon,RSAS,1815,1843
Q6053435,Magnus Martin af Pontin,RSAS,1815,1858
Q717081,Nils Gabriel Sefström,RSAS,1815,1845
Q2034816,Peder Anker,RSAS,1815,1824
Q5931291,Pehr Lagerhjelm,RSAS,1815,1856
Q902546,Thomas Thomson,RSAS,1815,1852
Q160888,Adam Johann von Krusenstern,RSAS,1816,1846
Q2628753,Dawson Turner,RSAS,1816,1858
Q2657319,Domenico Viviani,RSAS,1816,1840
Q2570210,Gaetano Savi,RSAS,1816,1844
Q60309,Gottfried Reinhold Treviranus,RSAS,1816,1837
Q63159,Karl Asmund Rudolphi,RSAS,1816,1832
Q333438,Louis Nicolas Vauquelin,RSAS,1816,1829
Q52926,Prins Oscar,RSAS,1816,1859
Q329875,Abraham Konstantin Mouradgea d'Ohsson,RSAS,1817,1851
Q345654,Carl Adolph Agardh,RSAS,1817,1859
Q905629,Carl Axel Arrhenius,RSAS,1817,1824
Q6196720,Carl Fredrik Sundvall,RSAS,1817,1831
Q6185468,Carl Gustaf Spens,RSAS,1817,1844
Q6155408,Eberhard Zacharias Munck af Rosenschöld,RSAS,1817,1840
Q5749111,Erik Gadelius,RSAS,1817,1827
Q725590,Gustaf Johan Billberg,RSAS,1817,1844
Q116916,Gustaf af Wetterstedt,RSAS,1817,1837
Q3751329,Henrik Johan Walbeck,RSAS,1817,1822
Q5737064,Jakob Henrik af Forselles,RSAS,1817,1855
Q2106584,Peter van Suchtelen,RSAS,1817,1822
Q6001491,Adolf Göran Mörner,RSAS,1819,1838
Q5627190,Erik af Edholm,RSAS,1819,1856
Q5914307,Gustaf af Klint,RSAS,1819,1840
Q5627821,Hans Peter Eggertz,RSAS,1819,1867
Q605096,Antonio Scarpa,RSAS,1821,1832
Q749557,Astley Paston Cooper,RSAS,1821,1841
Q6218967,Carl David af Uhr,RSAS,1821,1849
Q5560022,Carl Fredric Arosenius,RSAS,1821,1839
Q6722,Carl Friedrich Gauss,RSAS,1821,1855
Q168468,David Brewster,RSAS,1821,1868
Q15405,Elias Magnus Fries,RSAS,1821,1878
Q6228030,Hans Gabriel Trolle-Wachtmeister,RSAS,1821,1871
Q313568,Johan August Arfwedson,RSAS,1821,1841
Q433354,Johan Emanuel Wikström,RSAS,1821,1856
Q368529,Johan Wilhelm Dalman,RSAS,1821,1828
Q5574196,Jonas Beronius,RSAS,1821,1847
Q78881,Joseph August Schultes,RSAS,1821,1831
Q78990,Joseph Franz von Jacquin,RSAS,1821,1839
Q327722,Louis Jacques Thénard,RSAS,1821,1857
Q65459,Ludwig Heinrich Bojanus,RSAS,1821,1827
Q1527706,Matthias Norberg,RSAS,1821,1826
Q312771,Pierre André Latreille,RSAS,1821,1833
Q316515,René Just Haüy,RSAS,1821,1822
Q225850,Sven Nilsson,RSAS,1821,1883
Q380875,Thomas Telford,RSAS,1821,1834
Q24139,Arnold Hermann Ludwig Heeren,RSAS,1822,1842
Q705048,Christopher Hansteen,RSAS,1822,1873
Q5931268,Gustaf Adolf Lagerheim,RSAS,1822,1845
Q44412,Hans Christian Ørsted,RSAS,1822,1851
Q6255363,Jacob Åkerman,RSAS,1822,1829
Q3365649,Jens Rathke,RSAS,1822,1855
Q6179823,Michael Skjelderup,RSAS,1822,1852
Q155764,Robert Brown,RSAS,1822,1858
Q442937,Alexandre Brongniart,RSAS,1823,1847
Q32257,Christoph Wilhelm Hufeland,RSAS,1823,1836
Q62518,Eilhard Mitscherlich,RSAS,1823,1863
Q57511,Franz Joseph Gall,RSAS,1823,1828
Q75845,Friedrich Wilhelm Bessel,RSAS,1823,1846
Q132197,Samuel Thomas von Sömmerring,RSAS,1823,1830
Q190772,Siméon Denis Poisson,RSAS,1823,1840
Q5733074,Claes Adolph Fleming,RSAS,1824,1831
Q6203711,Per Adolf Tamm,RSAS,1824,1856
Q6180052,Carl David Skogman,RSAS,1825,1856
Q3353687,Jens Esmark,RSAS,1825,1839
Q6231588,Lars Peter Walmstedt,RSAS,1825,1858
Q2670536,Niels Treschow,RSAS,1825,1833
Q5547697,Nils Wilhelm Almroth,RSAS,1825,1852
Q490699,Anders Retzius,RSAS,1826,1860
Q123057,Augustin Pyrame de Candolle,RSAS,1826,1841
Q2679655,Carl Edvard Gyldenstolpe,RSAS,1826,1831
Q1107900,Henry Kater,RSAS,1826,1835
Q13513,Jean-Baptiste Say,RSAS,1826,1832
Q5707682,Carl Johan Ekströmer,RSAS,1827,1860
Q6082522,Fredrik Rudberg,RSAS,1827,1839
Q64049,Friedrich Tiedemann,RSAS,1827,1861
Q6053817,Gabriel Poppius,RSAS,1827,1856
Q899564,Gustaf Erik Pasch,RSAS,1827,1862
Q63140,Heinrich Christian Schumacher,RSAS,1827,1850
Q75828,Heinrich Wilhelm Olbers,RSAS,1827,1840
Q1355965,Johan Olof Wallin,RSAS,1827,1839
Q6204065,Nils Magnus af Tannström,RSAS,1827,1842
Q675,André-Marie Ampère,RSAS,1828,1836
Q1960724,Hans Järta,RSAS,1828,1847
Q6169954,Hans Niclas Schwan,RSAS,1828,1829
Q445306,Marc Isambard Brunel,RSAS,1828,1849
Q25820,Thomas Young,RSAS,1828,1829
Q9374851,William Lawrence,RSAS,1828,1867
Q61712,Johann Friedrich Meckel den yngre,RSAS,1829,1833
Q5949607,John Adolf Leyonmarck,RSAS,1829,1853
Q4428698,Søren Christian Sommerfelt,RSAS,1829,1838
Q5792035,August von Hartmansdorff,RSAS,1830,1856
Q4830275,Axel Gustaf Gyllenkrok,RSAS,1830,1865
Q5854069,Carl Ulric Ekström,RSAS,1830,1858
Q77286,Heinrich Rose,RSAS,1830,1864
Q8772,Jean-Baptiste Joseph Fourier,RSAS,1830,1830
Q6228721,Peter Fredrik Wahlberg,RSAS,1830,1877
Q281020,Pierre Louis Dulong,RSAS,1830,1838
Q6197286,Adolf Ferdinand Svanberg,RSAS,1831,1857
Q8814,Augustin Louis Cauchy,RSAS,1831,1857
Q5618617,Carl De Geer,RSAS,1831,1861
Q6078017,Carl Wilhelm Henrik Ronander,RSAS,1831,1847
Q31621,Coenraad Jacob Temminck,RSAS,1831,1858
Q263387,François Magendie,RSAS,1831,1855
Q4588577,Frederik Holst,RSAS,1831,1871
Q2055572,Heinrich Johannes Kessels,RSAS,1831,1849
Q5552875,Johan August Anckarsvärd,RSAS,1831,1874
Q1342359,Johan Wilhelm Zetterstedt,RSAS,1831,1874
Q6031609,Samuel Owen,RSAS,1831,1854
Q468316,Carl Gustaf Mosander,RSAS,1832,1858
Q63822,Christian Ludwig Nitzsch,RSAS,1832,1837
Q55069834,Lorenz Oken,RSAS,1832,1851
Q57164,Friedrich Georg Wilhelm von Struve,RSAS,1833,1864
Q5795515,Johan Hedenborg,RSAS,1833,1865
Q6172122,Nils Haqvin Selander,RSAS,1833,1870
Q63388,Wilhelm Daniel Joseph Koch,RSAS,1833,1849
Q5629636,Adam Wilhelm Ekelund,RSAS,1834,1885
Q693204,Benjamin Collins Brodie,RSAS,1834,1862
Q58575,Friedrich Wöhler,RSAS,1834,1882
Q214163,Johann Nepomuk Rust,RSAS,1834,1840
Q57992,Johannes Peter Müller,RSAS,1834,1858
Q380937,Erik Gustaf Geijer,RSAS,1835,1847
Q366765,Esaias Tegnér,RSAS,1835,1846
Q6247195,Fabian Jakob Wrede,RSAS,1835,1893
Q6255370,Joachim Åkerman,RSAS,1835,1876
Q4349660,Bernhard von Beskow,RSAS,1836,1868
Q714281,Carl Gustaf von Brinkman,RSAS,1836,1847
Q61987,Carl Gustav Carus,RSAS,1836,1869
Q76564,Carl Gustav Jacob Jacobi,RSAS,1836,1851
Q76549,Christian Gottfried Ehrenberg,RSAS,1836,1876
Q6197319,Gustaf Svanberg,RSAS,1836,1882
Q6095684,Johan Sylvester Saxtorph,RSAS,1836,1840
Q57294,Johann Franz Encke,RSAS,1836,1865
Q14278,John Herschel,RSAS,1836,1871
Q6068685,Magnus Christian Retzius,RSAS,1836,1871
Q4887795,Bengt Fries,RSAS,1837,1839
Q77131,Carl Friedrich Philipp von Martius,RSAS,1837,1868
Q44691,Henri Marie Ducrotay de Blainville,RSAS,1837,1850
Q16571,Justus von Liebig,RSAS,1837,1873
Q122972,Louis Agassiz,RSAS,1837,1873
Q5773319,Samuel Grubbe,RSAS,1837,1853
Q3658762,Carl Fredrik af Wingård,RSAS,1838,1851
Q973338,Carl Henrik Boheman,RSAS,1838,1868
Q4352379,Carl Johan Hartman,RSAS,1838,1849
Q6034075,Carl Palmstedt,RSAS,1838,1870
Q8750,Michael Faraday,RSAS,1838,1867
Q5967724,Anders Lundström,RSAS,1839,1865
Q6200300,Axel Erik von Sydow,RSAS,1839,1857
Q893022,Baltazar Mathias Keilhau,RSAS,1839,1858
Q435781,Carl J. Sundevall,RSAS,1839,1875
Q5804358,Christopher Isac Heurlin,RSAS,1839,1860
Q4409941,Lars Fredrik Svanberg,RSAS,1839,1878
Q6207178,Carl August Thelning,RSAS,1840,1848
Q4059795,Carl Fredrik Akrell,RSAS,1840,1868
Q6014351,Carl Nordblad,RSAS,1840,1855
Q20018,George Biddell Airy,RSAS,1840,1892
Q215466,Heinrich Friedrich Link,RSAS,1840,1851
Q797885,Jean Civiale,RSAS,1840,1867
Q573939,Ludvig Jacobson,RSAS,1840,1843
Q214157,Peter Krukenberg,RSAS,1840,1865
Q557375,Sven Lovén,RSAS,1840,1895
Q451727,Charles Bell,RSAS,1841,1842
Q920389,Joakim Frederik Schouw,RSAS,1841,1852
Q2694124,Albrecht Elof Ihre,RSAS,1842,1877
Q487488,Anatolij Demidov,RSAS,1842,1870
Q5585702,Bengt Gustaf Bredberg,RSAS,1842,1873
Q4533433,Daniel Frederik Eschricht,RSAS,1842,1863
Q505173,Henri Milne-Edwards,RSAS,1842,1885
Q93427,Johann Baptist Joseph Fabian Sebastian,RSAS,1843,1859
Q151556,Richard Owen,RSAS,1843,1892
Q5952165,Bertil Lilliehöök,RSAS,1844,1890
Q1039038,Carl Johan Malmsten,RSAS,1844,1886
Q5573776,Nils Johan Berlin,RSAS,1844,1891
Q4444020,Anders Magnus Strinnholm,RSAS,1845,1862
Q78714,Carl von Rokitansky,RSAS,1845,1878
Q65715,Ernst Friedrich Germar,RSAS,1845,1853
Q61197,Johann Christian Poggendorff,RSAS,1845,1877
Q3271312,Léon Rostan,RSAS,1845,1866
Q451305,Macedonio Melloni,RSAS,1845,1854
Q5819222,Abraham Häggbladh,RSAS,1846,1848
Q4532385,Axel Erdmann,RSAS,1846,1869
Q58685,Friedrich Wilhelm August Argelander,RSAS,1846,1875
Q52925,Kronprins Carl,RSAS,1846,1872
Q6231410,Lars Johan Wallmark,RSAS,1846,1855
Q361286,Prins Gustaf,RSAS,1846,1852
Q1959091,Anders Fryxell,RSAS,1847,1881
Q990655,Bror Emil Hildebrand,RSAS,1847,1884
Q6189095,Christian Stenhammar,RSAS,1847,1866
Q5571203,Fredrik Theodor Berg,RSAS,1847,1887
Q5630560,Gustaf Ekman,RSAS,1847,1876
Q18238174,Johan Gabriel Collin,RSAS,1847,1879
Q4547462,Johan Jakob Nordström,RSAS,1847,1874
Q5818420,Israel Hwasser,RSAS,1848,1860
Q5912993,Johan af Kleen,RSAS,1848,1884
Q4993034,Ludvig Manderström,RSAS,1848,1873
Q52924,Prins Oscar,RSAS,1848,1907
Q6183760,Carl Ulrik Sondén,RSAS,1849,1875
Q520594,Jacob Georg Agardh,RSAS,1849,1901
Q6087791,Johan Fredrik Sacklén,RSAS,1849,1851
Q6199823,John Swartz,RSAS,1849,1853
Q5563983,Jonas Bagge,RSAS,1849,1869
Q6209730,Magnus Thulstrup,RSAS,1849,1881
Q901512,Gerardus Johannes Mulder,RSAS,1850,1880
Q61635,Hugo von Mohl,RSAS,1850,1872
Q435290,John Ericsson,RSAS,1850,1889
Q57190,Karl Ernst von Baer,RSAS,1850,1876
Q73990,Adolphe-Théodore Brongniart,RSAS,1851,1876
Q330545,Erik Edlund,RSAS,1851,1888
Q2532665,Georges Louis Duvernoy,RSAS,1851,1855
Q65400,Gustav Kunze,RSAS,1851,1851
Q311115,Henri Victor Regnault,RSAS,1851,1878
Q747922,John Erhard Areschoug,RSAS,1851,1887
Q214549,Joseph Liouville,RSAS,1851,1882
Q122701,Lord Kelvin,RSAS,1851,1907
Q5964323,Nils Henrik Lovén,RSAS,1851,1877
Q62855,Alexander Braun,RSAS,1852,1877
Q2415388,Carl Gustaf Mannerheim,RSAS,1852,1854
Q6093953,Carl Gustaf Santesson,RSAS,1852,1886
Q6215668,Gustaf Trolle-Bonde,RSAS,1852,1855
Q302176,Henry Thomas De la Beche,RSAS,1852,1855
Q1367532,Ole Jacob Broch,RSAS,1852,1889
Q1692040,Johan Lorentz Aschan,RSAS,1853,1856
Q343674,Baltzar J E von Platen,RSAS,1854,1875
Q6225964,Christian Adolf Virgin,RSAS,1854,1870
Q353442,Gabriel Lamé,RSAS,1854,1870
Q29193,Johann Peter Gustav Lejeune Dirichlet,RSAS,1854,1859
Q6184994,Gustaf Sparre,RSAS,1855,1886
Q214001,Johann Christoph Friedrich Klug,RSAS,1855,1856
Q1806170,Lars Anton Anjou,RSAS,1855,1884
Q264482,Michael Sars,RSAS,1855,1869
Q5974184,Pehr Henrik Malmsten,RSAS,1855,1883
Q76707,Wilhelm Eduard Weber,RSAS,1855,1891
Q6168199,Carl Johan Schlyter,RSAS,1856,1888
Q6013610,Edward Nonnen,RSAS,1856,1862
Q924143,Johan August Wahlberg,RSAS,1856,1856
Q6085718,Johan Erik Rydqvist,RSAS,1856,1877
Q701104,Japetus Steenstrup,RSAS,1857,1897
Q5922908,Johan Henrik Kreüger,RSAS,1857,1858
Q5563987,Jonas Samuel Bagge,RSAS,1857,1870
Q5557061,Nils Peter Angelin,RSAS,1857,1876
Q5776536,Wilhelm Gumælius,RSAS,1857,1877
Q5957062,Christian Fredrik Lindman,RSAS,1858,1901
Q774744,Hampus von Post,RSAS,1858,1911
Q322636,Jan van der Hoeven,RSAS,1858,1868
Q5581214,Jean Bolinder,RSAS,1858,1899
Q727985,Johan August Gripenstedt,RSAS,1858,1874
Q2037491,Matthias Numsen Blytt,RSAS,1858,1862
Q78686,Wilhelm von Haidinger,RSAS,1858,1871
Q427123,William Stokes,RSAS,1858,1878
Q347356,Asa Gray,RSAS,1859,1888
Q156942,Charles Wheatstone,RSAS,1859,1875
Q6219359,Clemens Ullgren,RSAS,1859,1868
Q4261940,Georg Lindhagen,RSAS,1859,1906
Q1930688,Michel Chevalier,RSAS,1859,1879
Q1348854,Nils Johan Andersson,RSAS,1859,1880
Q5755190,Pehr Erik Gellerstedt,RSAS,1859,1881
Q5626154,Gustaf von Düben,RSAS,1860,1892
Q5948006,Jacob Letterstedt,RSAS,1860,1862
Q88398,Johann August Grunert,RSAS,1860,1872
Q5760955,Olof Glas,RSAS,1860,1880
Q71031,Robert Wilhelm Bunsen,RSAS,1860,1899
Q156749,Adolf Erik Nordenskiöld,RSAS,1861,1901
Q487347,Christian Wilhelm Blomstrand,RSAS,1861,1897
Q76432,Rudolf Virchow,RSAS,1861,1902
Q4069879,Johan Arrhenius,RSAS,1862,1889
Q1693505,Johan Fredrik Bahr,RSAS,1862,1875
Q157501,Joseph Dalton Hooker,RSAS,1862,1911
Q52950,Louis De Geer,RSAS,1862,1896
Q5571830,Per Erik Bergfalk,RSAS,1862,1890
Q5581965,Evert Julius Bonsdorff,RSAS,1863,1898
Q470140,James Young Simpson,RSAS,1863,1870
Q1392483,Johan Georg Forchhammer,RSAS,1863,1865
Q85544,Johann von Oppolzer,RSAS,1863,1871
Q84714,Karl Karmarsch,RSAS,1863,1879
Q5927847,Lars Wilhelm Kylberg,RSAS,1863,1865
Q6238537,Niklas Westring,RSAS,1863,1882
Q591793,Anton Martin Schweigaard,RSAS,1865,1870
Q1035,Charles Darwin,RSAS,1865,1882
Q61749,Peter Andreas Hansen,RSAS,1865,1874
Q15410,Thore M. Fries,RSAS,1865,1913
Q5333,Charles Lyell,RSAS,1866,1875
Q62612,Christian August Friedrich Peters,RSAS,1866,1880
Q76742,Friedrich Anton Wilhelm Miquel,RSAS,1866,1871
Q2573515,Hans Magnus Melin,RSAS,1866,1877
Q60024,Hermann von Helmholtz,RSAS,1866,1894
Q5811518,Hjalmar Holmgren,RSAS,1866,1885
Q6001218,Peter von Möller,RSAS,1866,1883
Q333762,Thomas Graham,RSAS,1866,1869
Q433343,Auguste Nélaton,RSAS,1867,1873
Q311223,Edward Sabine,RSAS,1867,1883
Q5934327,Johan Lang,RSAS,1867,1902
Q208230,Claude Bernard,RSAS,1868,1878
Q957065,Henry Charles Carey,RSAS,1868,1879
Q1685854,Jean Théodore Lacordaire,RSAS,1868,1870
Q66284,Julius Weisbach,RSAS,1868,1871
Q455257,Robert Thalén,RSAS,1868,1905
Q64963,Wilhelm Griesinger,RSAS,1868,1868
Q232149,William John Macquorn Rankine,RSAS,1868,1872
Q3272182,Axel Möller,RSAS,1869,1896
Q6255753,Carl Arendt Ångström,RSAS,1869,1896
Q61975,Carl Ludwig,RSAS,1869,1895
Q6180045,Carl Skogman,RSAS,1869,1907
Q858518,Carl Stål,RSAS,1869,1878
Q2121224,Theodor Kjerulf,RSAS,1869,1888
Q67987,Albrecht von Graefe,RSAS,1870,1870
Q4753777,Anders Fredrik Regnell,RSAS,1870,1884
Q1036674,Carl Abraham Pihl,RSAS,1870,1897
Q1039042,Carl Johan Tornberg,RSAS,1870,1877
Q87146,Felix von Niemeyer,RSAS,1870,1871
Q936096,Frederik Stang,RSAS,1870,1884
Q429207,James Paget,RSAS,1870,1899
Q547714,Joachim Barrande,RSAS,1870,1883
Q360808,John Tyndall,RSAS,1870,1893
Q6194030,Knut Styffe,RSAS,1870,1898
Q18425,Marcellin Berthelot,RSAS,1870,1907
Q2039914,Otto Torell,RSAS,1870,1900
Q6197780,Wilhelm Erik Svedelius,RSAS,1870,1889
Q62842,Wilhelm Roscher,RSAS,1870,1894
Q4218935,Axel Key,RSAS,1871,1901
Q375351,Charles-Eugène Delaunay,RSAS,1871,1872
Q731808,George Bentham,RSAS,1871,1884
Q315366,James Dwight Dana,RSAS,1871,1895
Q548672,Luigi Federico Menabrea,RSAS,1871,1896
Q377822,Per Teodor Cleve,RSAS,1871,1905
Q3043711,William Farr,RSAS,1871,1883
Q5547309,August Almén,RSAS,1872,1903
Q5573088,Carl Fredrik Bergstedt,RSAS,1872,1903
Q20015,John Couch Adams,RSAS,1872,1892
Q1037646,Carl Erik Bergstrand,RSAS,1873,1914
Q1555433,Gustaf Robert Dahlander,RSAS,1873,1903
Q1356954,Gustave-Adolphe Hirn,RSAS,1873,1890
Q5956006,Henrik Gerhard Lindgren,RSAS,1873,1879
Q318067,Michel Chasles,RSAS,1873,1880
Q6082199,Robert Rubenson,RSAS,1873,1902
Q6194026,Carl Gustaf Styffe,RSAS,1874,1908
Q155013,Heinrich Louis d'Arrest,RSAS,1874,1875
Q6199817,Johan Gustaf Swartz,RSAS,1874,1885
Q76745,Theodor Schwann,RSAS,1874,1882
Q184366,Thomas Henry Huxley,RSAS,1874,1895
Q472242,Alfred Des Cloizeaux,RSAS,1875,1897
Q2620894,Fredrik Adam Smitt,RSAS,1875,1904
Q1610352,Herman Schultz,RSAS,1875,1890
Q5617448,Herman Theodor Daug,RSAS,1875,1888
Q447875,Lars Fredrik Nilson,RSAS,1875,1899
Q326930,Ludvig August Colding,RSAS,1875,1888
Q597155,Marco Minghetti,RSAS,1875,1886
Q1914112,Maximilian Victor Odenius,RSAS,1875,1913
Q58847,Otto Wilhelm von Struve,RSAS,1875,1905
Q6255431,Richard Åkerman,RSAS,1875,1922
Q164401,Simon Newcomb,RSAS,1875,1909
Q6188738,Sten Stenberg,RSAS,1875,1884
Q4722636,Alfred Elis Törnebohm,RSAS,1876,1911
Q6178437,Anton Sjögren,RSAS,1876,1893
Q4994334,Fredrik Areschoug,RSAS,1876,1908
Q117021,Oswald Heer,RSAS,1876,1883
Q369314,Peter Ludvig Panum,RSAS,1876,1885
Q78212,Wilhelm von Beetz,RSAS,1876,1886
Q525663,Anton Niklas Sundberg,RSAS,1877,1900
Q2518893,Carl Gustaf Malmström,RSAS,1877,1912
Q2744884,Daniel Cornelius Danielssen,RSAS,1877,1894
Q14281,Giovanni Schiaparelli,RSAS,1877,1910
Q52890,Kronprins Gustaf,RSAS,1877,1950
Q64047,Nathanael Pringsheim,RSAS,1877,1894
Q55064784,Rudolf Leuckart,RSAS,1877,1898
Q6215529,Carl Oskar Troilius,RSAS,1878,1899
Q1347862,Franciscus Cornelis Donders,RSAS,1878,1889
Q4125260,Gustaf Lindström,RSAS,1878,1901
Q529,Louis Pasteur,RSAS,1878,1895
Q5785580,Nils Peter Hamberg,RSAS,1878,1902
Q640405,Oscar Dickson,RSAS,1878,1897
Q30693,Rudolf Clausius,RSAS,1878,1888
Q1369073,Sophus Bugge,RSAS,1878,1907
Q640838,Veit Wittrock,RSAS,1878,1914
Q1352869,William Bowman,RSAS,1878,1892
Q6019281,Axel Nyblæus,RSAS,1879,1899
Q640991,Gustaf Retzius,RSAS,1879,1919
Q712307,Joseph Whitworth,RSAS,1879,1887
Q62377,Carl Wilhelm Siemens,RSAS,1880,1883
Q62409,Franz Reuleaux,RSAS,1880,1905
Q5504753,Frithiof Holmgren,RSAS,1880,1897
Q555993,Julius Thomsen,RSAS,1880,1909
Q1069138,Prins Oscar,RSAS,1880,1953
Q2600462,Sven Berggren,RSAS,1880,1917
Q168401,Charles Hermite,RSAS,1881,1901
Q5605183,Christian Cavallin,RSAS,1881,1890
Q5621000,Gustaf Ljunggren,RSAS,1881,1905
Q1348320,Nils Dunér,RSAS,1881,1914
Q5786924,Olof Hammarsten,RSAS,1881,1932
Q123528,Albert von Kölliker,RSAS,1882,1905
Q48246,Ernst Haeckel,RSAS,1882,1919
Q123876,Carl Wilhelm von Nägeli,RSAS,1883,1891
Q62108,Gustav Heinrich Wiedemann,RSAS,1883,1899
Q357154,Gösta Mittag-Leffler,RSAS,1883,1927
Q5795608,Per Hedenius,RSAS,1883,1896
Q77530,Remigius Fresenius,RSAS,1883,1897
Q160681,William Huggins,RSAS,1883,1910
Q57078,Adolf von Baeyer,RSAS,1884,1917
Q23810,Alfred Nobel,RSAS,1884,1896
Q5568965,Carl Gottreich Beijer,RSAS,1884,1898
Q6175414,Elis Sidenbladh,RSAS,1884,1914
Q6207060,Hjalmar Théel,RSAS,1884,1937
Q5605461,Johan Erik Cederblom,RSAS,1884,1913
Q5559454,Johan Wolter Arnberg,RSAS,1884,1900
Q5933728,Lars Landgren,RSAS,1884,1888
Q1386589,Pierre-Joseph van Beneden,RSAS,1884,1894
Q556951,Tycho Tullberg,RSAS,1884,1920
Q560790,Alfred Nathorst,RSAS,1885,1921
Q542059,Alphonse Milne-Edwards,RSAS,1885,1900
Q61300,Carl Gegenbaur,RSAS,1885,1903
Q5786847,Carl Hammarskjöld,RSAS,1885,1898
Q355888,Eugen Warming,RSAS,1885,1924
Q61536,Harry Rosenbusch,RSAS,1885,1914
Q2948421,Robert Henry Thurston,RSAS,1885,1903
Q5628451,Albert Ehrensvärd den äldre,RSAS,1886,1901
Q5578055,Carl Fabian Björling,RSAS,1886,1910
Q6080655,Carl Jacob Rossander,RSAS,1886,1901
Q315048,Edmond Becquerel,RSAS,1886,1891
Q364270,Gustaf de Laval,RSAS,1886,1913
Q5724252,Matths Falk,RSAS,1886,1926
Q3302587,Sextus Otto Lindberg,RSAS,1886,1889
Q2828029,Aimé-Henry Résal,RSAS,1887,1896
Q5609591,Edward Clason,RSAS,1887,1912
Q377614,Isaac Lowthian Bell,RSAS,1887,1904
Q20710,Jean Martin Charcot,RSAS,1887,1893
Q6015981,Otto Nordstedt,RSAS,1887,1924
Q5613591,Rudolf Cronstedt,RSAS,1887,1903
Q66543,Franz Grashof,RSAS,1888,1893
Q84296,Ludwig Boltzmann,RSAS,1888,1906
Q1376561,Victor Bäcklund,RSAS,1888,1922
Q930185,William Crawford Williamson,RSAS,1888,1895
Q1037569,Carl Edvard Ekman,RSAS,1889,1903
Q560706,Jean Servais Stas,RSAS,1889,1891
Q5544245,Johan August Ahlstrand,RSAS,1889,1896
Q77640,Karl Johann Maximowicz,RSAS,1889,1891
Q5912834,Peter Klason,RSAS,1889,1937
Q432129,Viktor Rydberg,RSAS,1889,1895
Q5792685,Klas Bernhard Hasselberg,RSAS,1890,1922
Q644739,Magnus Nyrén,RSAS,1890,1921
Q1884596,Magnus Ragnar Bruzelius,RSAS,1890,1902
Q553859,Robert Tigerstedt,RSAS,1890,1923
Q2424873,Waldemar Christopher Brøgger,RSAS,1890,1940
Q60718,Adolf Engler,RSAS,1891,1930
