person_id,name
4451,William R Inge
1267,Roberto Bracco
8030,Michael Sadleir
9418,Hermann Türck
2964,Guglielmo Ferrero
1449,Ivan Alexeievitch Bounine
662,Konstantin Balmont
5102,Einar Hjörleifsson Kvaran
5871,Thomas Mann
2625,Olav Duun
6659,Max Neuburger
4290,Rudolf Maria Holzapfel
4582,Johannes V Jensen
7590,Paul Raynal
4073,Franz (Ferenc) Herczeg
6406,Paul E More
8153,Giovanni Schembari
4673,Johannes Jørgensen
869,Arnold Bennett
10106,Edvard Westermarck
7885,Joseph H Rosny aîné
1831,Paul Claudel
6955,Kostis Palamas
6633,Ada Negri
5028,Pyotr N Krasnov
2838,Concha Espina de la Serna
1640,Sofia Casanova
4362,Vicente Huidobro
1155,Georg Bonne
5034,Karl Kraus
336,Avetis Aharonian
4993,Josip Kosor
10422,Juan Zorilla de San Martín
4966,Erwin G Kolbenheyer
7008,Cesare Pascarella
6229,Eduard Meyer
10128,Edith Wharton
2840,Édouard Estaunié
8321,Samuel P Scott
6954,Armando Palacio Valdés
7746,Blanca de los Ríos de Lampérez
4332,Edith Howes
2636,Theodor Däubler
4341,Ricarda Huch
9276,Felix Timmermans
2543,Hans Adolf Eduard Driesch
728,Rudolf H Bartsch
1065,Rufino Blanco-Fombona
3670,Ivan Grozev
2694,Frederik van Eeden
5242,Alf Larsen
6722,Anna Elisabeth Mathieu de Noailles
3388,Stefan George
7698,Cale Young Rice
2027,Benedetto Croce
7572,Knud Rasmussen
14152,Thornton Niven Wilder
7779,Edwin A Robinson
4666,Nathanael (Dietrich Johann) Jünger (Rump)
516,Clotilde de Arvelo
5103,Manfred Kyber
10191,Anton Wildgans
4726,Rudolf Kassner
9496,Paul Valéry
4669,Arvid Järnefelt
8537,Frans E Sillanpää
4203,Yrjö Hirn
5444,Sinclair Lewis
2537,Theodore Dreiser
5987,Edgar Lee Masters
2974,Lion Feuchtwanger
7113,Ramón Pérez de Ayala
6213,Laura Mestre
6178,Ramón Menéndez Pidal
4540,Francis Jammes
425,Martin Andersen Nexø
4133,Hermann Hesse
8566,Ivan S Sjmeljov
1353,Ivana Brlic-Mazuranic
8011,Ole E Rølvaag
7649,Erich Maria Remarque
3316,Manuel Gálvez
8557,Upton Beall Sinclair
1590,Karel Capek
1094,Michael Blümelhuber
6880,Francesco Orestano
6517,Axel Munthe
2754,Percival G Elgood
7764,Grigol Robakidse
2739,Vilhelm Ekelund
6815,Carlos María Ocantos
6652,Enrique C Neto
7814,Ernest Roguin
7525,Sarvepalli Radhakrishnan
6891,José Ortega y Gasset
1967,António Correia de Oliveira
986,Chajim N Bialik
810,Max Beerbohm
8759,Hermann Stehr
805,Joseph Bédier
3327,Francisco García Calderón
3328,Ventura García Calderón
4038,Jarl Hemmer
3813,Ole Hallesby
8897,Ewald Sundberg
3459,Franz Karl Ginzkey
6935,Eugene G O´Neill
5951,Roger Martin du Gard
8194,Jean Schlumberger
10408,Tadeusz Zielinski
7269,Luigi Pirandello
4270,Hans H Holm
5938,Maria Madalena de Martel Patrício
9669,Edvarts Virza
2005,James H Cousins
5738,Sven Lönborg
5838,Émile Mâle
4698,Gudmundur J Kamban
9022,Saul Tchernichowsky
7836,Jules Romains
1847,Violet Clifton
9440,Miguel de Unamuno y Jugo
7721,Elise Richter
5973,John Masefield
1760,Gilbert K Chesterton
8948,Dezsö Szabó
7658,Víctor Manuel Rendón
2496,Asis Domet
675,Hari Mohan Banerjee
6575,Arvid Mörne
3854,Enrica von Handel-Mazzetti
4878,Ludwig Klages
2865,Alfred Edward Evershed
9315,Cecile Tormay
2908,Hans Fallada
2581,Georges Duhamel
5830,Bensadhar Majumdar
820,René Béhaine
5812,Maurice Magre
6953,Jules Pajot
8159,Arnold Schering
8990,Maila Talvio
3460,Jean Giono
8842,Stijn (Frank) Streuvels (Lateur)
4647,Maria Jotuni
2906,Johan Falkberget
9620,Albert Verwey
8007,Valdemar Rördam
8058,Sally Salminen
7227,William B Pickard
7516,Robert R Racey
4821,Mohammad H Khan
1432,Pearl S. Buck
6326,Margaret Mitchell
1724,Henriette Charasson
356,Mark Aldanov (Landau)
1744,Sanjib Chaudhuri
8155,Arthur van Schendel
4397,Aldous Huxley
4992,Veikko Koskenniemi (Forsnäs)
9033,Herman Teirlinck
1632,Flávio de Carvalho
8072,Herbert (Viscount) Samuel
7303,Egidio Poblete Escudero
4335,Hu Shih
628,Eugène Baie
4364,Johan Huizinga
7708,Henry H Richardson
9960,Hugh Walpole
2097,Maria Dabrowska
7822,Henriette Roland Holst van der Schalk
8822,Alfonso Strafile
6323,Gabriela (Lucile) Mistral (Godoy y Alcayaga)
5492,Lin Yutang
8080,Carl Sandburg
1598,Gösta Carlberg
635,Albert Bailly
1092,Edmund Blunden
9971,Manoel C Wanderley
7182,Branislav Petronievic
10355,Ruth C Young
5239,Enrique Larreta
7012,Teixeira de Pascoaes
6424,Charles Morgan
1615,Hans Carossa
8564,Sigfrid Siwertz
888,Nikolaj Berdyayev
567,Sri Aurobindo
4029,Franz Hellens
625,Elisabet Bagriana
10083,Franz Werfel
8766,John Steinbeck
2879,Abol-Gassem E´tessam Zadeh
6785,Luís Nueda y Santiago
10463,Arnulf Øverland
7553,Charles-Ferdinand Ramuz
9443,Marie Under
9209,Georgios Theotokas
2757,Thomas S Eliot
3128,Edward Morgan Forster
9629,Tarjei Vesaas
1797,Winston Leonard Spencer Churchill
7016,Boris L Pasternak
519,Schalom Asch
3644,Herbert Grierson
3426,André Gide
6005,François Mauriac
8531,Angelos Sikelianos
8539,Ignazio Silone
4681,Toyohiko Kagawa
6934,Bernard O´Dowd
4692,Horace Kallen
4747,Nikos Kazantzakis
2545,Georgios Drossinis
10340,Grigorios Xenopoulos
5150,Pär Fabian Lagerkvist
5850,Georges André Malraux
330,Samuel Joseph Agnon
8503,Mikhail Sholokhov
4037,Ernest Hemingway
5292,Halldór Kiljan Laxness
8220,Zalman Schneur
3039,Dorothy C Fisher
600,Riccardo Bacchelli
9345,George Macauley Trevelyan
8095,George Santayana
1883,Sidonie Gabrielle Colette
4387,Taha Hussein
3618,Jacinto Grau Delgado
7682,Alfonso Reyes
9035,Reinaldo Temprano Azcona
6933,Sean O´Casey
6403,Alberto Moravia
1572,Albert Camus
5391,Leonid M Leonov
3540,Enrique González Martínez
1421,Martin Buber
5309,Gertrud von Le Fort
6781,Alfred Noyes
2923,William Faulkner
9327,Arnold Toynbee
3619,Robert von Ranke Graves
2602,Edward J Moreton Drax Plunkett Dunsany
1083,Jakobus C Bloem
9633,Simon Vestdijk
4563,Karl Jaspers
9962,Mika Waltari
8719,Leopold Staff
3628,Graham Greene
3248,Robert Frost
7523,Thomas H Raddall
7980,Bertrand A Russell
2130,Júlio Dantas
8757,Albert Steffen
1077,Karen Blixen
2414,John Dewey
1355,Hermann Broch
12009,Romulo Gallegos
12007,Ezequiel Martinez Estrada
12014,Sotiris Skipis
12016,Katherine Susannah Prichard
12021,Zalman Shneur
12024,Maria Enriqueta Camarillo y Roa
12028,José-Maria Ferreira de Castro
12034,John Dover Wilson
12036,Juan Ramón Jiménez
12039,Henriette Roland Holst
12042,Salvador de Madariaga y Rojo
12044,Charles Plisnier
12045,Walter de la Mare
13601,Werner Bergengruen
12051,Julien Benda
12053,Paul Vialar
12055,Louis Artus
12058,Van Wyck Brooks
8288,Albert Schweitzer
12065,Max Mell
12067,Gottfried Benn
12069,Alberto Hidalgo
12072,Ricardo Rojas
12073,Gustave Vanzype
12079,Jaroslav Seifert
12081,Georges Vouyouklatis
12089,Saint-John Perse
12090,Eugenio Montale
12091,Giuseppe Ungaretti
12095,Igor Gouzenko
12100,Leslie Poles Hartley
8887,Gustav Suits
12104,Reinhold Schneider
2060,Ernst R Curtius
12107,Edith L Sitwell
12110,William Somerset Maugham
12112,Ezra Pound
12119,Henri Bosco
12121,Carlos Vaz Ferreira
12127,Adrianus Roland Holst
12129,Arthur Bryant
6982,Giovanni Papini
12135,George Seferis
12257,Marcel Pagnol
13234,Henry de Montherlant
12260,Pablo Neruda
12262,Jean Guitton
12264,Marthe Bibesco
12271,Gonzague de Reynold
12273,Christopher Fry
12275,Elisabeth Goudge
12279,Francesco Chiesa
12281,Gabriel Marcel
12285,Vasco Pratolini
12287,Jorge Luis Borges
12290,Bert Brecht
12291,Melpo Axiotti
12292,Jules Supervielle
12293,Ernst Jünger
12294,Armand Godoy
12321,Samuel Beckett
12323,Lennox Robinson
12329,Väinö Linna
12331,Carlo Levi
12335,Valery Larbaud
12337,Jean-Paul Sartre
12339,Knuth Becker
12341,André Chamson
12343,Gertrud von le Fort
12344,Mircea Eliade
12346,Frank Thiess
6983,Jan Parandowski
12349,Jaroslaw Iwaszkiewicz
12359,Rudolf Alexander Schröder
12362,Salvatore Quasimodo
12374,Junichiro Tanizaki
12376,Janzaburo Nihiwaki
12384,Elio Vittorini
12388,Georges Simenon
12392,James Gould Cozzens
12397,Lionel Trilling
12420,John Richard Hersey
12401,Robert Penn Warren
12404,Miroslav Krleza
12405,Ivo Andric
12365,Maurice Bowra
12408,Tennessee Williams
12012,Fernand Baldensperger
12411,John Cowper Powys
12413,Elisabeth Bowen
12423,Ernest Claes
3127,E Forster
12428,Julien Gracq
12441,Rudolf Kessner
12455,Louis Aragon
12458,Juana de Ibarbourou
12460,Sochi Raut Roy
12462,Hans Egon Holthusen
12464,Etienne Gilson
12466,Frank Raymond Leavis
12468,Anna (Netty) Seghers (Reiling)
12470,Osbert Sitwell
12471,Sacheverell Sitwell
12475,Miguel Torga
12477,Charles Mauron
12481,Martin Heidegger
12483,Stefan Andres
12484,Mario Roques
12486,Heimito von Doderer
12487,Maria Raquel Adler
11598,Arnold Zweig
12490,Max Rudolf Frisch
12499,Franz Theodor Csoker
12500,Wesley La Violette
12506,Karl Heinrich Waggerl
12511,Aquiline Ribeiro
12514,Wilhelm Lehmann
12516,Marie Noël
12519,John Boynton Priestley
12520,Jean Price-Mars
12526,René Émile Char
12527,James Thurber
12532,Ilias Venezis
12536,Aksel Sandemose
12538,Heinrich Böll
12540,Junzaburo Nishiwaki
12541,Stratis Myrivilis
12553,Adrianus Roland Holst
12084,John Ronald Reuel Tolkien
12557,Friedrich Dürrenmatt
12559,Michel de Ghelderode
12571,Giulia Scappino Mureno
12581,Arthur David Waley
12584,Pierre-Jean Jouve
12586,Jean Anouilh
12589,Yasunari Kawabata
12590,Lawrence Durrell
15732,Charles Percy Snow
12580,Wystan Hugh Auden
12597,Edmund Wilson
12599,Cora Sandel
12602,Simone Lucie Ernestine Marie B de Beauvoir
603,Gaston Bachelard
12664,Jorge Guillén Álvarez
12708,Pietro Ubaldi
12725,Boris K Zaytsev
12729,H.D.F. Kitto
13737,Roman Osipovich Jakobson
12732,André Schwarz-Bart
12682,Vilhelm Moberg
12739,Hans Erich Nossack
12522,Emil Erich Kästner
12745,Manfred Hausmann
12632,Josep Carner
12750,Ronald Syme
12669,Eyvind Johnson
12755,Carl Zuckmayer
12758,Andreas William Heinesen
12625,Ingeborg Bachmann
12627,André Breton
12630,Michel Butor
12636,Émilio Cecchi
12638,Jean Cocteau
12639,Charles De Gaulle
12644,Ingemar Düring
12288,René Etiemble
12662,Jean Guéhenno
12667,Jevgenij Aleksandrovic Jevtusenko
12672,Marcel Jouhandeau
12676,Karl Löwith
12680,Yukio Mishima
15263,Vladimir Vladimirovich Nabokov
12688,Rudolf Pfeiffer
12691,Henri Queffélec
12694,Kate Roberts
12697,Nelly Sachs
12722,Ramón J Sender
12703,Léopold Sédar Senghor
12707,Gustave Thibon
12709,Erico Lopes Verissimo
13187,Miguel Ángel Asturias
13196,Jérôme Carcopino
13197,Camilo José Cela
13199,Paul Celan
13205,Gunnar Ekelöf
13207,Pierre Emmanuel
13208,James Thomas Farrell
13212,Hossein Ghods-Nakhai
13224,Eugène Ionesco
13228,Robert Traill Spence Lowell IV
13259,Hugh MacDiarmid
5958,Harry Martinson
13232,Henri Michaux
12032,José Maria Peman
13238,Jacques Perret
13239,Jacques Pirenne
13241,Katherine Anne Porter
13246,Ina Seidel
13255,Judith Wright
13735,Anna Achmatova
13742,Theodor Wiesengrund Adorno
13744,Alceu Amoroso Lima
13748,Tudor Arghezi
13750,Alejo Carpentier y Valmont
13752,Gilbert Cesbron
13757,Sudhin N Ghose
13758,Gopal Singh
13759,Giovanni Guareschi
13761,Pierre-Jakez Helias
13763,Gyula Illyés
14999,Mohammad-Ali Jamalzadeh Esfahani
13768,Marie Luise Kaschnitz
13778,Konstantin Paustovskij
18067,Zeinol Abedin Rahnema
13781,Wilhelm Röpke
13783,Allan Sillitoe
13791,Carl Erik Soya
13795,Henri Troyat
13803,Marguerite Yourcenar
13804,Juan Antonio de Zunzunegui
14114,Alexandre Arnoux
14118,Johan Collett Müller Borgen
14126,Carlo Emilio Gadda
14130,Witold Marian Gombrowicz
14131,Günter Wilhelm Grass
14136,Thierry Maulnier Maulnier
14139,Henri Muller
12573,Walter Pabst
12272,Pierre-Henri Simon
14150,Arnold Wesker
14758,Jorge Amado
14765,Carlos Drummond de Andrade
14773,Saul Bellow
14948,Emil Boyson
13633,Arturo Capdevila
14956,Rabbe Arnfinn Enckell
14958,Hans Magnus Enzensberger
14961,Jean Genet
14964,Lawrence Sargent Hall
14968,Friedrich Georg Jünger
14970,Basij Khalkhali
14973,Georg Lukács
14977,Germán Pardo García
15007,André Pézard
15000,Claude Eugène Henri Simon
14988,Pavlo Tychyna
14990,Ivan Drach
14991,Lina Kostenko
13806,Ole Peter Arnulf Øverland
15005,Agustí Bartra
15009,Mildred Breedlove
15010,Luis Buñuel
15012,Joseph Delteil
13248,Konstantin Fedin
15017,Zbigniew Herbert
15018,Vladimír Holan
15027,Claude Lévi-Strauss
15055,Edward Montague Compton Mackenzie
15034,Gustave Lucien Martin-Saint-René
15056,Segismundo Masel
15037,Marianne Craig Moore
15038,Sławomir Mrożek
15058,Tadeusz Rózewicz
15284,Friedebert Tuglas
15043,Peter Vansittart
15048,Patrick White
15050,Kazimierz Wierzyński
15051,Angus Wilson
15081,Edward Franklin Albee
15087,Jerzy Andrzejewski
15104,Elias Canetti
15107,Jean Cassou
15113,Aimé Césaire
15117,Georges Dumézil
15120,Tawfik El-Hakim
15131,Louis Guilloux
15137,Yasushi Inoue
15141,Bernhard Karlgren
15146,Karl Krolow
15148,Siegfried Lenz
15152,Hugh L MacLennan
5920,Jacques Maritain
15163,László Mécs
15165,Arthur Miller
15174,Robert Pinget
15175,Anthony Powell
15177,Raymond Queneau
15179,Jean Rateau-Landeville
15181,Alain Robbe-Grillet
15182,Gustave Roud
15184,Hans Ruin
15185,Hannu Sulo Salama
15187,Nathalie Sarraute
15192,Ton Smerdel
15194,Aleksandr Solzjenitsyn
15196,Zaharia Stancu
15201,Ho Huu Tuong
16470,Gerard Walschap
15226,Eugen Barbu
909,Hugo Samuel Bergmann
15230,Heðin Brú (pen-name of Hans Jacob Jacobsen)
15699,Fazıl Hüsnü Dağlarca
15314,Salvador Espriu i Castelló
15242,Robert Ganzo
15243,Paavo Juhani Haavikko
15244,Joseph Dorra-Haddad
15247,Sei Itō
15316,Tatsuzō Ishikawa
15250,Kwang-Soo Lee
15253,Alexander Lernet-Holenia
15317,John Saunders Lewis
15259,Harold Macmillan
15725,Mikhail Nu´ayma
15268,Victoria Ocampo
11692,Emilo Oribe
15271,Pandelis Prevelakis
15273,Evaristo Ribera Chevremont
15275,Denis de Rougemont
15320,Abraham Sutzkever
15286,Luis Valeri
15289,Frank Waters
15298,Sándor Weöres
15304,Amado Magcalas Yuzon
15688,José María Arguedas
15689,James Arthur Baldwin
15691,Tarashankar Bandyopadhyay
15693,Mikola Bažan
15694,Jawad Boulos
12083,David Cecil (Lord)
15700,Tsendiin Damdinsüren
15702,Paul Demiéville
15704,Romain Gary
15705,Maurice Genevoix
15706,William Gerald Golding
15711,Younghill Kang
15713,Richard Eun Kook Kim
15715,Arthur Koestler
15716,Philip Arthur Larkin
12396,Archibald MacLeish
15720,Miguel Melendres de Tarragone
15767,Fritiof Nilsson Piraten
15727,Yiannis Ritsos
15728,Georges Schehadé
15729,Arno Schmidt
15730,Robert Shih
15735,Elie Wiesel
15737,José García Villa
15740,Henry William Williamson
16390,Said Akl
16403,Louis Paul Boon
16407,Anthony Burgess
12693,Suniti Kumar Chatterji
16415,Sri Chinmoy Kumar Ghose
16417,Austin ´Tom´ Clarke
16420,Fazil Hüsnü Daglarca
16422,Odysseas Elytis
16423,Jacob Glatstein
16426,Nadine Gordimer
16427,Julien Green
16428,Tawfiq al-Hakim
16434,Joseph Heller
15189,Roman Jacobson
16436,Ferenc Juhász
16438,Manbohdan Lal
16440,Doris Lessing
16442,Astrid Lindgren
16446,Stanislaus Lynch
16447,Norman Kingsley Mailer
16448,Bernard Malamud
16450,Frederick Feikema Manfred
16453,Veijo Väinö Valvo Meri
16455,Vidiadhar Surajprasad Naipaul
16456,Mikhail Naimy
16458,Pak Tu-jin
16459,Alan Stewart Paton
16463,Philip Milton Roth
16469,Henry Francis Montgomery Stuart
16472,Vu Hoang Chuong
16474,Aaron Zeitlin
16751,Conrad Potter Aiken
16752,Vicente Pío Marcelino Cirilo Aleixandre y Merlo
16754,Antonia Aniante
16764,Miodrag Bulatovic
16767,Chiang Yee
16772,Albert Cohen
16774,Adolfo Costa du Rels
16776,Indira Devi Dhanrajgir
16785,Paavo Juhani Haavikko
16787,Hsü Yü
16792,Eugen Jebelean
16795,Yasar Kemal
16803,Zenta Maurina
16810,Henry Valentine Miller
16815,John Crowe Ransom
16816,Isaac Bashevis Singer
16818,Pratap Narain Tandor
16824,Malalagama Martin Wickremasinghe
16852,Paul Voivenel
17961,Rafael Alberti
17981,Gwen Bristow
17983,Camilo José de Cela
17984,Chen Min Hwa
17987,Fazil Husnu Daglarca
17989,Kamala Das
17991,Argentina Díaz Lozano
17996,Ralph Ellison
18001,Salvador Espriu
18003,G Floran
18006,Armand Gatti
18009,Robert Graves
18017,William Heineson
18027,Uwe Johnson
18030,Brendan Kennelly
18035,Robert Lowell
18037,Norman Mailer
18038,Eduardo Mallea
18045,Herbert Marcuse
18047,Czeslaw Milosz
18053,Rasipuram Krishnaswami Narayan
18056,Mikha'il Nu'ayma
18058,Kenzaburo Oë
18059,Octavio Paz
18064,Harold Pinter
18065,Francis Ponge
17121,Léopold Sédar Senghor
18078,Stephen Spender
18080,Isidor Feinstein Stone
18084,Pratap Narain Tandon
18085,Antonio Buero Vallejo
15966,Louise Weiss
18093,Eli Wiesel
639,Fredrik Bajer
7015,Frédéric Passy
981,Conrad Beyer
2190,Jean de Bloch
2021,William Randal Cremer
9173,The Permanent International Peace Bureau
9866,Bertha Sophie F von Suttner (Baroness)
2387,Chevalier Edouard Eugène F Descamps
9137,The Institute of International Law (Institut de Droit International)
2569,Élie Ducommun
2594,Jean Henry Dunant
3493,Charles Albert Gobat
5567,Jan Jacob Lodewijk ten Kate
5524,Edouard Linker
5580,Eduard Loewenthal
5562,Belva Ann Lockwood
5939,Fyodor Fyodorovich (Frédéric) Martens
6490,Gustave Moynier
6545,Arthur Mühlberger
2073,Czar Nikolai II of Russia
6965,Beniamino Pandolfi
7048,Julian Pauncefote of Preston (1st Baron Pauncefote)
7180,Policarpo Petrochi
7238,N J Pierlin
7720,Adolf Richter
8750,William Thomas Stead
9437,(Gaetano) Umano (Meale)
9438,Otto Umfrid
19301,Louis Léger Vauthier
9141,The International Committee of the Red Cross
9138,The Inter-Parliamentary Union
9090,The English Peace Society
8639,"Societá interregionale per la pace, Unione Lombarda"
500,Klas Pontus Arnoldson
1450,Cesare Buonfanti
3504,Urbain Gohier
3975,Merlin Hector
4697,Kamarowsky
5603,Bartolo Longo
5667,Gerald A Lowther
2265,Don Arturo de Marcoartu
6368,Ernesto Teodoro Moneta
7326,Jules Polo
8190,Johann Martin Schleyer
9661,John E. Matthew Vincent
9171,The Peace Society
5122,The Union of French Women (L´Union des femmes de France)
320,Moritz Adler
717,William Barrington
9799,Stanilaus von Korwin-Dzbanski
5659,Alfred Henry Love
5697,John Theodor Lund
5708,Mathis Lussy
7073,Priscilla Hannah Peckover
7393,Hodgson Pratt
8832,Emil Strauss
1030,Walter Bion
2134,William Evans Darby
2086,Paul Henri Benjamin Balluet d`Estournelles de Constant (Baron de Constant de Rébecque)
4102,Julien Hersant
6319,Prince Arfa Mirza Rhiza Khan
7234,Augusto Pierantoni
7653,Louis Renault
8742,Henry Worthington Statham
697,Thomas Barclay
726,Richard Bartholdt
4465,International Arbitration League
8596,Paul Smet de Naeyer
10251,Henriette Verdier Winteler de Weindeck
9059,The American Peace Society
8642,Société de législation comparée (Society of Comparative Legislation)
7858,Theodore Roosevelt
1292,Karl Hjalmar Branting
3162,Francisco Francisco y Diaz
3959,John Milton Hay
6052,William O McDowell
6802,Ernest Nys
8603,Charles William Smith
9961,Léon Walras
10012,Edvard Wavrinsky
10112,John Westlake
2677,Ecole Libre des Sciences Politiques
9140,The International Arbitration League
9454,Universal Peace Union
2622,Pierre Dutilh de la Tuque (Baron)
5316,C S Leadbetter
6711,Otfried Nippold
8834,John William Strawson
10248,Erving Winslow
10264,Prince Adam Wiszniewski
10372,Louis Lazare Zamenhof
1233,Léon Victor Auguste Bourgeois
1607,Andrew Carnegie
3160,Francis Joseph I
4627,Russell Lowell Jones
5715,Luigi Luzzati
8598,Albert Keith Smiley
9907,Rudolf Vrba
408,American Peace Society
2406,Deutsche Friedensgesellschaft
7066,Peace Society
482,Nagao Ariga
812,Auguste-Marie-François Beernaert
3016,Pasquale Fiore
3227,Alfred Hermann Fried
3246,Edward Frost
4633,David Starr Jordan
5804,Sebastião Magalhães Lima
6193,Alexandre Mérignhac
7767,Paul Robert
7860,Elihu Root
9287,Carlos R Tobar
2429,Die Liga in Paris zur Vertheidigung der miszhandelten Eingeboren des Congostaat
2195,Prince Alphonse de Bourbon et d'Autriche-Este
2286,Angela de Oliveira Cezar de Costa
2149,H J Davenport
2613,Victor Hugo Duras
5125,Henri Marie La Fontaine
5456,André Liaptchew
5746,Charles Wright Macara
6297,Milovan G Milovanovitch
6566,Jakob Münter
9419,Count Michel Tyszkiewicz
10019,Philip James Weardale (Stanhope) (Lord)
9449,Union et Progrès
470,Albert Apponyi (Count)
492,Émile Arnaud
539,Tobias Michael Carel Asser
3285,Friedrich Wilhelm Förster
6343,Gaston Moch
6455,Felix Stone Moscheles
6466,John Raleigh Mott
7745,Baron José Maria da Silva Rio Branco (Paranhos Jr)
2787,Friedrich Wilhelm Emperor William II
10269,Count Sergey Yulyevich Witte
10425,Philipp Zorn
542,Associación Sud-Americana de Paz Universal
9139,The International Arbitration and Peace Association
9201,The World's Christian Endeavour Union
4479,Jerome Internoscia
5009,Maxim Maximovich Kovalevsky
449,Ralph Norman Angell Lane
5952,Federico Poch Martinez
2089,Marquis Ramonde Dalmau d´Olivart
7524,Paul Martin Rade
7992,Théodore Eugène César Ruyssen
10383,Estanislas Severo Zeballos
9149,The International Socialist Bureau (Bureau Socialiste International)
4820,Kgl. Sächs. Institut f. Kultur- und Universalgeschichte
7065,Peace Committee of the Society of Friends
2676,Anna B Eckstein
4326,Charles Auguste Benjamin H Houzeau de Lehaie
2945,Richard Feldhaus
3276,Guido Fusinato
3597,Gregers Winther Wulfsberg Gram
9849,Alexander Frederik von Savornin Lohman
4071,Captain Frederick William Herbert
8898,Carl Sundblad
5969,Tomás Garrigue Masaryk
6069,Edwin Doak Mead
6070,Lucia True Ames Mead
8976,William Howard Taft
9366,Benjamin Franklin Trueblood
9073,The Christian Endeavour Union (att/ President Francis Edward Clark)
9086,The Danish Peace Association
9168,The Norwegian Peace Association
9192,The Swedish Peace and Arbitration League
5477,Ligue internationale de la Paix et de la Liberté
9451,Union internationale des Amies de la jeune fille
3468,Edoardo Giretti
1262,Homer Le Roy Boyle
2532,Luis Marìa Drago
5214,Christian Lous Lange
7748,Émile Riquiez
9379,Wssewolod Tscheschichin
9185,The Stead Memorial Fund
349,Albert I
859,Giacomo Paolo Giovanni della Chiesa (Pope Benedict XV)
1005,Enrico Bignami
4441,Nils Claus Ihlen
9955,Knut Agaton Wallenberg
5187,Heinrich Lammasch
6684,Svetomir Nicolayevitch
7315,Josef Polak
7889,John Milton Ross
8763,Robert Stein
8992,Gennaro Tambaro
10309,Charles Graham Worsley
9058,The Academy of International Law (Académie de Droit international de la Haye)
9065,The Belgian Relief Committee
1534,Caisse générale d'Epargne et de retraites
1910,Comité Ador
9162,The Nordic Inter-Parliamentary Union
9196,The University of Louvain
311,Jane Addams
337,P Ahlberg
1860,Érico Marinho da Gama Coelho
10125,Ludwig Weyringer
1688,Central Organization for a Durable Peace
4468,International Committee of Women for Permanent Peace
4474,International Museum of War and Peace
9160,The National Peace Council
8641,Société belge d'Arbitrage (Belgian Arbitration Society )
8643,Société suisse de la Paix
9193,The Swedish Peace and Arbitration League and The Swedish Peace Association
367,Alfonso XIII
8161,Josef Scherrer-Füllemann
8292,Rosika Schwimmer
8320,James Brown Scott
6625,Nederlandsche Anti-Oorlog-Raad
9602,Verein für Sozialpolitik (Society of Social Politics)
8087,T Sandstøl
8298,Walther Adrian Schücking
10230,Thomas Woodrow Wilson
328,Agence Internationale des prisonniers de Guerre
379,Alliance Universelle des Unions chrétiennes des jeunes gens
9163,The Nordic Peace Association (Nordisk Fredsforbund)
3349,Pietro Gasparri
2236,Benjamin de Jong van Beek en Donk
8472,Mary Shapard
4312,Hans Jakob Horst
5255,Julius Lassen
6187,Désiré-Joseph Mercier
5785,Madame Séverine
8859,Svante Elis Strömgren
9452,Union of Democratic Control
2085,Giovanni d´Ajutolo
4300,Herbert Clark Hoover
7117,Gérôme Périnet
7494,Francesco Quacquarelli
9060,The American Red Cross
1414,Elsa Brändström
1833,Hans Viktor Clausen
2590,Jaques Dumas
7471,Jules Jean Prudhommeaux
5548,David Lloyd George
3647,Arthur Griffith
4358,Charles Evans Hughes
3640,Edward Grey (Lord Grey of Falloden)
3890,Warren Gamaliel Harding
4410,Paul Hymans
4574,Eglantine Jebb
4817,John Maynard Keynes
5508,Carl Albert Lindhagen
6599,Fridtjof Nansen
6720,Francesco Saverio Nitti
9127,The Government of Estonia
4470,International Council of Women
316,Axel Theodor Adelswärd
9672,Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood
2968,Frédéric Ferrière
4426,Carl Zeth Konstantin Höglund
5747,Henry Macartney
7827,Albéric Rolin-Jacquemyns (Baron)
10061,André Weiss
8919,Axel Svensson
4473,International Law Association
5479,Ligue internationale philarmènienne
9131,The Greek Red Cross (Croix-Rouge Hellénique)
8644,Society of Friends (Quakers)
326,Sultan Sir Mohammed Shah Aga Khan III
7418,Prince Carl of Sweden
2324,Eugene Victor Debs
6416,Edmund Dene Morel
2920,Paul Fauchille
5177,Edouard Lambert
6173,Teixeira Mendes
6426,John Hartman Morgan
7501,Ludwig Quidde
2936,Fédération syndicale internationale
4464,Instituto historico-geografico Brasileiro
4478,Internationaler Genossenschaftsbund (I.G.B.)
1437,Ferdinand Edouard Buisson
9153,The League of Nations
4055,N Henri-Demont
5756,Ramsay MacDonald
7164,Nils (Niels) Petersen
9946,Gustav Walker
2407,Deutsche Liga für die Menschenrechte
5476,Ligue francaise pour la défense des droits de l'homme
670,Oswald Balzer
862,Edvard Benes
1330,Aristide Pierre Henri Briand
1716,Joseph Austen Chamberlain
8841,Gustav Stresemann
1774,Carlos Median Chirinos
2151,François David
2172,Charles Gates Dawes
4809,Harry Clément Ulrich Kessler
5709,Hans Luther
6115,Carlos F Melo
7086,Vespasian V Pella
7321,Nikolaos Sokrates Politis
8496,Viscount Shishaku Shibusawa Eiichi
8967,Lars Olof Jonathan (Nathan) Söderblom
5475,Ligue francaise des drois de l'homme
5478,Ligue internationale des Associations pour la Société des Nations
